Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,xInn,RLR,pos_adj,xWAR
Damian Brea,ML,ALB,SS,100,23,93,92,49,34,60,95,65,56,35,91,86,93,89,11,$343K  343000,Albuquerque Gladiators,2815,0.2737830239085798,0.3365692733775758,0.3547075894692491,575.513273358345,0.9592699999999996,79.5041706127191,67.84812580234433,-48.57903169992329,-7.383405254051639,4.589832337403506,4.301859691771974,0.0,0.0403687349925877,0.6912768628468249,1110.7602536446648,2.1120446763247758,5.713787312986959,-4.41809220239159
David Rodriguez,LoA,ALB,1B,100,25,88,73,49,12,4,67,46,71,80,58,39,65,59,18,$27K  26250,Albuquerque Gladiators,2815,0.255416090071775,0.3174206207927938,0.3040106172450655,482.5530080795288,0.8980566666666663,55.65524276661344,59.58070476620053,-110.41403662017962,4.9739306467152815,-1.172798879717344,-0.6453550254415795,0.0,0.0171169915729098,0.6214312380378593,935.2915221817051,1.7708948845116974,-8.018617302655223,-11.322031384806905
Deck Stanley,RL,ALB,3B,100,24,76,95,41,43,29,33,39,47,61,56,54,63,58,5,$8K  7650,Albuquerque Gladiators,2815,0.2373771689203436,0.2939029079305946,0.3507776525785663,466.3261286616325,0.931206,57.20293796380756,54.29704936301862,-109.08562352427232,-2.1230071203280554,-1.3661196510860023,-2.6407910148095675,0.0,0.0438911275877746,0.6446805605091609,934.1027502513434,1.7113447474871555,1.601685099882276,-11.140933241541953
Dennis Monroe,RL,ALB,CF,100,22,76,58,47,12,29,35,42,52,77,74,55,44,40,2,$8K  7650,Albuquerque Gladiators,2815,0.2442510686814729,0.3057456153343919,0.2861339231316075,445.8679425418377,0.8928833333333336,46.79279648258998,47.54535586420973,-136.67598373210473,0.8408898874871835,-1.92611146218772,-3.0433975542130542,0.0,-0.0346206816148349,0.5918795384659994,898.1656624882074,1.636266369486532,1.540064579026419,-13.677384303269081
Dillon Sullivan,RL,ALB,C,100,22,70,90,24,0,2,12,20,36,13,11,21,65,45,52,$8K  7650,Albuquerque Gladiators,2815,0.2206831023399005,0.2718253442710308,0.2005380509483111,297.6685733795166,0.6172,12.99022903765908,10.665376581301125,-212.5571902935085,-3.73682211251052,-9.652333905933656,-7.090579262638479,-3.2153931844268366,0.1219834158573195,0.4723633952193419,759.7330585938319,1.0923976123899815,6.513486441991014,-21.74827798400232
Domingo Santana,HiA,ALB,2B,100,24,82,96,57,27,45,31,51,54,31,69,68,76,71,4,$27K  26250,Albuquerque Gladiators,2815,0.2436719571866227,0.3070170896605889,0.3001707140231646,483.9252507984638,0.8823974999999998,52.918234967637176,45.07127506250111,-115.12611404853357,-6.104087339473407,-3.894435192471719,-1.7851250163600323,0.0,0.0242034769061848,0.6071878036837535,974.2638101710593,1.7759308029923255,1.670548371349553,-12.051311997075107
Dwight Dunston,ML,ALB,CF,100,31,71,99,72,8,72,76,53,78,99,88,91,58,61,10,$4.8M  4800000,Albuquerque Gladiators,2815,0.2748979030585137,0.3336522762697979,0.3179037989456138,547.3654035627842,0.9796071428571425,69.0879866197316,69.94873479228994,-78.22635763010891,9.267282257035806,2.4014172567145966,2.4945673972769846,0.0,0.0114988366867311,0.6515560752154117,1007.979030973037,2.008746348894922,1.7283591066067163,-6.322278051940247
Earle Locko,LoA,ALB,1B,100,21,78,59,60,75,48,30,73,30,30,34,27,39,33,18,$27K  26250,Albuquerque Gladiators,2815,0.2594765089010847,0.3400665545347034,0.4566968297141545,494.075370579958,0.7166800000000002,93.81507727753667,77.91139354753835,-22.523537136502057,-5.442901807272665,-2.8934289652118714,-2.0283600117792746,-0.0492508319693901,0.0004270755188901,0.796763384248858,942.9359418250529,1.8131801722787495,-8.084155879844417,-3.655217687597879
Emilio Ordonez,LoA,ALB,3B,100,19,57,68,42,52,75,43,38,58,6,63,59,66,60,5,$27K  26250,Albuquerque Gladiators,2815,0.2525525010005632,0.3028527786747419,0.3733834449557693,398.0340412259102,0.9498499999999996,68.34392244234513,53.24396855953676,-83.33074358944265,-3.952695131891268,-1.8039371344504684,-0.806142328236804,-0.136085020340383,0.0238378414387245,0.6762362236305113,820.7004743620336,1.4607233519769351,1.4072367530213195,-8.589464285155486
Engel Alvarado,ML,ALB,C,100,29,59,99,76,80,98,84,32,34,23,9,22,63,66,93,$3.4M  3400000,Albuquerque Gladiators,2815,0.2887178725178579,0.3334925491975,0.5071299692747782,462.4911765754223,0.7940599999999998,108.05625955381728,90.90449798944468,19.04164641128904,-3.884618798162645,0.383117958267941,-1.609728225362112,-0.9670296918837312,0.1272563294796402,0.8406225184722782,891.8645999277808,1.6972710666311492,7.646301439710055,2.3071648299011946
Fautino Arias,AA,ALB,SS,100,22,78,68,14,38,13,3,23,75,49,76,69,83,81,11,$38K  37500,Albuquerque Gladiators,2815,0.2014663339026573,0.2481547503085103,0.2757006055624258,381.9900336563587,0.9056366666666664,25.264276436671565,27.830323554683154,-186.3119383605704,-3.9135786242685815,-3.2686713419182327,-3.134413641066077,0.0,0.0268075403900713,0.5238553558709361,819.7933242240309,1.4018443263439562,4.217043848889048,-18.922369242855968
Glenn Eaton,AA,ALB,LF,100,24,74,97,68,58,75,53,67,52,67,66,57,49,55,18,$38K  37500,Albuquerque Gladiators,2815,0.2695401774527301,0.3409991129707771,0.4346206393120139,553.8902275562286,0.9658066666666664,93.61817662611028,84.91912336658282,-20.280490700741723,-1.6037294475777055,-0.982721371346778,-0.8095525623801579,0.0,0.0103310774165567,0.775619752282791,1014.5191852146075,2.0326914435039387,-5.218720088552509,-2.6084182275375345
Grant Knight,HiA,ALB,RF,100,25,91,97,43,47,43,40,37,48,40,62,56,64,61,17,$27K  26250,Albuquerque Gladiators,2815,0.2435155720770029,0.2971475774766951,0.3580228120700458,516.7022094726562,0.9528249999999996,60.54540197689093,53.99763615090927,-102.36166782095512,-5.545261102721893,-1.867967364156412,-2.430194310390368,0.0,0.0543887041157706,0.6551703895467409,1037.0126477210579,1.896217170446515,-5.334427200211203,-11.467385280514172
Gregg Stewart,HiA,ALB,LF,100,25,97,74,55,50,49,49,65,62,56,48,43,47,43,13,$27K  26250,Albuquerque Gladiators,2815,0.2630269491674338,0.33535325379367,0.4008227559097,575.9215429723263,0.9311874999999996,82.28325106696465,75.60533739404349,-53.43561365828333,-4.338765017395492,-0.66428251514587,-1.5301587743890923,0.0,0.0267624280122237,0.73617600970337,1066.5813382810243,2.1135429626452327,-5.4865295179065035,-6.317250809813866
Gregorio Pimentel,RL,ALB,C,100,19,46,71,30,45,9,57,28,43,42,15,27,72,56,61,$8K  7650,Albuquerque Gladiators,2815,0.2437330804327585,0.291764075073871,0.3631144157674201,290.5688537955284,0.7032999999999997,58.11875552114688,52.735981121650575,-100.1704184650485,-3.70590998542076,-0.3185596807789057,-7.144697936545183,0.9285403793560928,0.1110036738418404,0.654878490841291,660.5237368736715,1.0663427399050087,5.66292641352599,-10.511538199638329
Happy Creek,ML,ALB,2B,100,33,81,74,76,81,93,84,97,80,75,78,74,58,67,5,$20.0M  20000000,Albuquerque Gladiators,2815,0.2924508761169266,0.3757873713891958,0.5231763993968959,649.3455594182014,0.9821274999999992,128.40805478745787,115.97280907269165,63.154379453273066,3.987462755966318,1.9333986895367168,0.5452007354063665,0.0,-0.016544386858224,0.8989637707860917,1085.3237654728375,2.3829977436687377,1.8609803934719438,7.24990829473445
Harold Cozart,HiA,ALB,RF,100,25,76,72,62,39,25,52,59,62,68,55,51,59,59,15,$27K  26250,Albuquerque Gladiators,2815,0.2561730258533972,0.32482410750814,0.3682768967110574,482.5883434414864,0.91955,72.36112733266381,69.02772644114742,-68.53205710777962,0.4065166147202444,-1.953795446539589,-1.1848446907937136,0.0,0.0036377313108079,0.6931010042191974,911.7584449183335,1.7710245598233945,-4.690115457398835,-7.279989493985743
Harold Piper,ML,ALB,1B,100,27,87,73,63,84,84,71,92,59,19,34,48,36,39,21,$378K  378000,Albuquerque Gladiators,2815,0.2886225367877928,0.3712340038898627,0.5074802364804446,606.5384506583214,0.9472849999999998,118.98117881189282,98.58501239376204,36.59212571894335,-7.49708311987126,-2.678919200494103,-1.0485468421726,0.0,0.0516943633146712,0.8787142403703073,1088.8694742589664,2.225902277151381,-9.335300705238051,2.110244416233619
Henderson Shumpert,RL,ALB,1B,100,20,70,85,45,7,28,32,34,56,63,67,46,40,42,2,$8K  7650,Albuquerque Gladiators,2815,0.2413974397277277,0.2982798016585349,0.2670013017294966,418.9802020788193,0.8682033333333338,39.36470273862832,40.62664830619763,-153.21203465504055,-1.13257206965812,-1.402281269773596,-1.91070463865182,0.0,-0.0060701083830661,0.5652811033880315,873.429872175536,1.53759252175416,-7.488253362273115,-16.34869637119703
Herm Piatt,RL,ALB,LF,100,20,82,96,42,73,51,46,65,66,65,54,39,54,35,0,$8K  7650,Albuquerque Gladiators,2815,0.2597404728884207,0.331316879412994,0.4659141439084241,556.4456720948219,0.7340249999999999,94.67523621875044,86.98703722026261,-26.489724830379203,-0.3610558991041656,-2.212892810527065,-2.1611810896622514,0.0,0.0528074295461539,0.7972310233214182,1015.6522769569979,2.042069529611118,-5.224548749778795,-3.2448690651821885
Jesse Creek,ML,ALB,LF,100,29,93,75,93,62,60,59,81,84,83,57,51,50,52,3,$7.5M  7500000,Albuquerque Gladiators,2815,0.2816092429794377,0.3624903912842832,0.4688647618130709,640.5821404755116,0.9637649999999998,108.80275150631095,102.72829234657404,13.752834993992508,6.67697707966974,-0.3909049524872949,-0.5293196966609593,0.0,-0.0226031736502062,0.8313551530973541,1080.344868182621,2.3508373519260655,-5.557329568840643,1.6825837922597864
Jody Balfour,AAA,ALB,CF,100,27,76,61,40,60,58,64,75,70,75,81,74,47,72,17,$64K  64000,Albuquerque Gladiators,2815,0.2581404960787546,0.3307029432747794,0.4183192623366958,531.2630888521671,0.9672599999999996,86.97057358108177,82.60222273877883,-35.13783447468137,2.4884248419756023,-0.4257091306758335,-0.7112750113263827,0.0,-0.0188336241672385,0.7490222056114753,968.6878005125961,1.9496533450748534,1.6609873122643968,-2.9984989427941398
Juan Merced,ML,ALB,C,100,25,72,93,85,42,67,81,88,53,22,7,26,76,69,67,$378K  378000,Albuquerque Gladiators,2815,0.294113589022925,0.3782547762172363,0.4100886611612652,501.0824771523476,0.98885,102.10919309107302,86.43363539116984,11.47334433765667,-6.583503750844686,-0.1124422753863636,0.5691674879522032,1.1216571310894607,0.0963442483216187,0.7883434373785014,923.8164359933634,1.8388951693391924,7.92023693409948,1.5338322610899382
Kevin Rigby,LoA,ALB,RF,100,23,71,87,44,39,46,40,34,38,38,55,46,58,55,3,$27K  26250,Albuquerque Gladiators,2815,0.2468108104181606,0.2996968294783015,0.3473856633631513,442.1335236430168,0.9530383333333332,59.24550278618298,51.5288724261249,-104.64847437176336,-5.343425208170221,-2.9053573881789765,-3.1175129146434704,0.0,0.0283910855386767,0.6470824928414528,910.2519071864377,1.6225616298748875,-4.6823657777080125,-11.708664143263068
Kiki Unamuno,AAA,ALB,SS,100,26,91,84,27,59,44,25,52,53,52,80,71,79,75,8,$55K  54500,Albuquerque Gladiators,2815,0.2287658627663325,0.291527674533402,0.3677043399339198,518.7864995896816,0.9241249999999992,61.493314896604346,56.130555195841616,-99.82194480172308,-3.7015234071261287,-2.161009497554931,-2.2550645857428084,0.0,0.0297341675495391,0.6592320144673218,1018.205667522662,1.9038661927182199,5.2376834749108125,-9.941595036259297
Livan Pujols,ML,ALB,2B,100,26,74,62,57,49,91,75,78,50,90,87,73,51,66,11,$378K  378000,Albuquerque Gladiators,2815,0.2782651272933553,0.3533192683346515,0.4261453860580533,571.6373662054539,0.9776599999999992,98.93792865459872,92.16414494299391,-7.602891798368148,4.747791239464198,0.6131436923178718,0.634231793018543,0.0,-0.042576118587969,0.7794646543927048,1018.7946646666738,2.097820696710155,1.746904431870154,0.16366804664114606
Louie Tillman,ML,ALB,C,100,22,83,74,64,68,64,95,75,27,28,18,18,66,62,52,$343K  343000,Albuquerque Gladiators,2815,0.2936256857546775,0.3683811651092845,0.4830980813115481,540.6187308430672,0.81167,114.00266439921288,96.4067829142936,33.49035559710632,-6.009601626271462,-0.0659987336951785,-1.427295384952319,-0.5059843723945647,0.0711135009941773,0.8514792464208325,1007.4285629742789,1.983987103782409,8.63707615718689,3.6964152064600104
Mario Hendrick,AAA,ALB,2B,100,30,89,73,68,35,64,57,50,64,84,74,74,55,59,7,$70K  70000,Albuquerque Gladiators,2815,0.2642358221901603,0.3238679307719381,0.3691536851793141,577.1577464342117,0.9802574999999996,74.97768086960022,72.56426972010235,-68.49643005489321,4.155221935782741,-0.9189209019367006,-0.5855080414953789,0.0,-0.007297360190061,0.6930216159512521,1058.8697679991856,2.1180796380989433,1.8156203154992892,-6.1474697212664
Matt Black,HiA,ALB,1B,100,25,84,95,43,11,53,11,26,69,92,54,35,59,49,6,$27K  26250,Albuquerque Gladiators,2815,0.234269150923313,0.2883636622325236,0.2793020449004026,484.2339370846749,0.8817699999999998,39.8715834836872,47.52821218500906,-159.0977450095857,5.838134928898339,-3.367823019348417,-3.342285978917177,0.0,0.0289911632452987,0.5676657071329262,934.5835792077033,1.7770636339062715,-8.012547832713505,-16.412335819423177
Nap Savage,AAA,ALB,LF,100,27,88,57,84,36,72,59,46,67,81,64,51,49,45,1,$68K  68000,Albuquerque Gladiators,2815,0.2775048501148093,0.3370268162056989,0.3975072451773073,575.7467905879021,0.8902999999999999,85.59366402352643,81.30271239123834,-46.59484873479647,4.171027378105768,-0.1994267827269245,-0.015879692567372,0.0,-0.0373484750134974,0.7345340613830063,1027.3875592749282,2.1129016484301073,-5.284915428368972,-4.597192486691788
Neil Bates,LoA,ALB,LF,100,24,69,54,21,49,32,32,41,53,39,59,32,55,40,3,$27K  26250,Albuquerque Gladiators,2815,0.2386090404611229,0.297955570429464,0.3656686795343689,396.10894334316254,0.8733249999999997,60.56573846682622,53.80175981169162,-106.78227730049235,-4.04839184815213,-1.405140073659309,-2.6069825871178325,0.0,0.0065075753327238,0.663624249963833,819.612460570681,1.4536585405766087,-4.216113480301857,-11.711777541400123
Nelson Gonzales,AA,ALB,2B,100,26,86,82,47,25,30,35,58,60,81,75,69,53,50,0,$38K  37500,Albuquerque Gladiators,2815,0.243244961780554,0.3125182395610768,0.3142444496637493,519.935270100832,0.8623649999999996,55.72747699799547,56.07643579737344,-113.75949047494628,2.219456133559975,-2.690021163428752,-1.9699716700690404,0.0,0.0012363638406515,0.6267626892248261,1002.9346647215285,1.9080820027693695,1.7197096445842395,-11.07499887227105
Nestor Vallarta,RL,ALB,RF,100,19,59,65,53,0,50,2,9,54,77,50,32,59,42,5,$8K  7650,Albuquerque Gladiators,2815,0.2315490133180113,0.2766958409190724,0.2464687071068661,350.8802842795849,0.7776433333333332,28.872547686619868,33.15801514323396,-183.09019242332263,1.778186978363507,-8.420031987401272,-10.268092301013716,1.3834088521198626,-0.012668819920729,0.5231645480259385,735.9661689580267,1.287676359079539,-3.7858342024589855,-19.56109525297862
Nicholas Mills,ML,ALB,CF,100,30,71,99,79,41,67,30,8,82,94,91,84,47,54,0,$3.0M  3005000,Albuquerque Gladiators,2815,0.2460323188350787,0.2797458035343829,0.368840703267038,517.0877030789852,0.9271503333333326,59.13496770427045,61.53423001534832,-109.93264417408916,8.1368640808987,1.968086513376768,1.2840046965570502,2.21345416339178,-0.0127475147719831,0.6485865068014209,968.0992743959906,1.8976318723425343,1.6599781796913418,-9.771984283966326
Odalis Gomez,ML,ALB,SS,100,27,94,79,50,41,42,49,83,93,1,92,89,89,93,0,$0  0,Albuquerque Gladiators,2815,0.2491628962404996,0.3265679331491917,0.3216839586739021,531.8081088066101,0.8993125,66.29952166176699,53.6739983750653,-79.27153485466675,-4.732598384696328,3.670789554711534,4.194262086821197,0.0,0.0054365093264624,0.6482518918230937,1023.2296234922063,1.95165348398834,5.263526869815875,-7.31679938724957
Otto Buller,LoA,ALB,C,100,24,68,64,38,41,31,31,51,37,35,26,37,74,61,72,$27K  26250,Albuquerque Gladiators,2815,0.2391681547210192,0.3049588397475203,0.3340793728842912,369.57907542586327,0.9926199999999998,56.29801938413184,48.78766815008424,-104.7652095581912,-4.17390159442312,0.2208449273556053,-3.0339587995700747,-1.370057847848254,0.081647777146789,0.6390382126318115,792.8948790370604,1.3562980297210359,6.797795602169584,-10.463886738373049
Pedro Martin,LoA,ALB,SS,100,20,82,96,44,33,21,24,41,41,35,71,57,75,65,4,$27K  26250,Albuquerque Gladiators,2815,0.2314646654120222,0.2913312287926587,0.3048571071196196,450.6374259591103,0.8408780000000005,46.382463344543424,40.20553412369048,-131.6995096317301,-5.306939116732491,-4.649757710558381,-4.199115634597511,0.0,0.0232171951529,0.5961883359122784,947.5725859500844,1.6537696357474263,4.874344577932533,-13.5741040292824
Quincy McDonald,LoA,ALB,RF,100,21,87,70,29,43,28,31,37,56,48,52,41,55,46,12,$27K  26250,Albuquerque Gladiators,2815,0.2364698786357004,0.2928636916701425,0.3451505520999272,466.2598094344139,0.92606,54.30616380294268,51.02767770201029,-121.6883303050459,-3.979948361489105,-2.673217468889914,-2.502147958492876,0.0,0.0385247790718114,0.6380142437700697,942.4758481654721,1.7111013661834236,-4.848126790974651,-13.234442823966473
Raimel Ogando,LoA,ALB,3B,100,20,75,98,22,73,49,44,39,65,41,78,64,83,65,0,$27K  26250,Albuquerque Gladiators,2815,0.2391565885065698,0.2899548668045225,0.4220681917603177,482.8084387183189,0.9167749999999998,73.54191155920452,64.77314401812913,-73.71138737339476,-4.047270063125296,-3.566564978211088,-3.797876163269156,0.0,0.0673396844240034,0.7120230585648402,951.5236999561207,1.7718322754387192,1.631556412819137,-7.877034484321583
Ralph McConnell,AAA,ALB,C,100,29,73,89,71,41,68,53,71,38,24,5,29,66,68,66,$64K  64000,Albuquerque Gladiators,2815,0.2719762370787834,0.3477403223002059,0.3758271725604339,471.3327226340771,0.98315,82.58669264312957,69.7824889899843,-38.66486879939163,-5.334562336856613,-0.0260187969924811,-0.5669268363631287,-0.2116941976088262,0.0930120822622103,0.7235674948606399,911.2440722160047,1.7297181728024693,7.8124491788066255,-3.530078765472443
Ramiro Izquierdo,AAA,ALB,3B,100,27,93,70,20,99,34,58,53,42,30,65,65,72,63,4,$64K  64000,Albuquerque Gladiators,2815,0.2445543611713266,0.3021761680927947,0.4884602601641506,545.0426009595394,0.8935499999999995,90.94030778097984,76.3213755581441,-31.52060771570956,-2.348204657763403,-1.3665137035042856,0.1163776518825013,0.0,0.0603870353251824,0.7906364282569454,1060.0744174876154,2.0002220226987446,1.8176859010418647,-3.017092915780036
Rando Rodriguez,AA,ALB,SS,100,21,85,91,80,3,61,62,21,58,94,84,85,96,90,1,$38K  37500,Albuquerque Gladiators,2815,0.2589354527077254,0.3001016949552427,0.2827125166564108,538.4396275579929,0.9767349999999996,52.26084063488415,54.71851704315343,-117.03265691060056,4.976601000615292,1.5039274461084522,1.9993073796936327,0.0,0.0014385864514753,0.5828142116116535,1019.0438395953939,1.9759901318523851,5.241995059647088,-10.365091335244893
Ricky Ford,RL,ALB,1B,100,20,75,79,39,45,32,21,43,37,36,49,42,34,37,3,$8K  7650,Albuquerque Gladiators,2815,0.2373989251051858,0.2989265016558621,0.3488112219572566,442.07746106386185,0.9471700000000004,55.749360455938216,48.37382050457239,-115.63906292233564,-5.256441832397134,-1.7696271419245355,-2.747027568080167,0.0,0.0159859905279137,0.6477377236131188,918.4764461374576,1.6223558888827565,-7.874455128064622,-13.09204502647098
Rocky Tate,LoA,ALB,LF,100,23,76,54,66,52,48,43,48,50,43,59,61,42,54,10,$27K  26250,Albuquerque Gladiators,2815,0.2552083145582169,0.3149989577227773,0.3886078999416411,482.5373078882694,0.8696899999999996,73.57035399860942,64.04049492312191,-68.96110930468836,-5.788109590953021,-1.8434705849615016,-1.7286369531912962,0.0,-0.0250073444158641,0.7036068576644183,933.4095470587478,1.7708372672387314,-4.801489439602611,-8.013641168105014
Roderick Goodwin,AAA,ALB,2B,100,27,88,99,54,33,58,52,82,60,63,87,70,57,61,17,$67K  67000,Albuquerque Gladiators,2815,0.2615065312151017,0.3435904461547092,0.3496991782618968,570.6318506002426,0.9750499999999996,75.75043398953457,69.87727183801184,-61.0181899440982,-2.22346292728807,-0.9832266989920048,0.1310650183929929,0.0,0.0037225125879178,0.693289624416606,1076.0411972215459,2.094130610001024,1.8450637812440773,-5.963868854045047
Roy Hennessey,HiA,ALB,SS,100,24,86,88,39,0,64,36,31,58,58,78,67,83,71,2,$27K  26250,Albuquerque Gladiators,2815,0.2419754036768197,0.2929154558064224,0.2383261748942054,483.39576530456543,0.8796200000000003,36.55647498240759,36.42540936671724,-161.10967357131136,-2.384640137419934,-3.8610178821506382,-4.577915506878697,0.0,0.0275885869368341,0.5312416307006278,979.9116562581042,1.7739876731457216,5.040697820257738,-16.253104519270547
Russell Bergeron,AA,ALB,2B,100,24,79,99,68,57,66,49,70,50,49,63,70,76,61,14,$38K  37500,Albuquerque Gladiators,2815,0.2647570227031927,0.3369425367626253,0.4147864237451281,551.9718071818352,0.9652346428571432,89.0169622197387,76.386678048168,-29.602257143360987,-6.097414180103487,-1.0985518858045942,-1.9464005871255463,0.0,0.0447989389530977,0.7517289605077534,1030.5810156262587,2.0256511375262036,1.7671142243248605,-3.412065674319149
Saul Alberto,AAA,ALB,C,100,24,93,86,69,38,64,39,58,60,58,4,28,70,71,60,$55K  54500,Albuquerque Gladiators,2815,0.2605916442977356,0.3298724135020215,0.3642177831232692,538.0604755878448,0.91301,73.92440281061462,70.80364326258717,-66.33438179560886,-2.3746442625859494,-0.1986597466953291,-0.4817149432253672,-0.5242797387413844,0.0953165328564484,0.6940901966252907,988.3890307951957,1.9745987027800436,8.47384285661176,-5.920620583048723
Scott Farrell,HiA,ALB,C,100,23,74,49,39,27,68,51,16,33,22,11,34,82,62,71,$27K  26250,Albuquerque Gladiators,2815,0.2533491902829615,0.2928366889567704,0.3136784826310448,380.46619287133217,0.9811650000000004,51.42329529524031,42.27749536738559,-123.6527460548719,-4.371157617172786,0.195742309874615,-3.812952009237666,2.6936151830292814,0.1127146873213479,0.6065151715878152,827.0344407256893,1.3962520664143092,7.090487317607074,-12.432425090743084
Shep Collins,RL,ALB,RF,100,20,67,64,29,56,22,32,28,22,27,49,46,60,49,13,$8K  7650,Albuquerque Gladiators,2815,0.2327859856534745,0.2822796501355023,0.3677880692655007,379.5061104893685,0.8462999999999999,55.68082449810353,45.10636494185604,-113.07714758749768,-3.4785297204602696,-3.795562511812827,-2.636876544258225,0.0,0.0358167383264646,0.6500677194010029,839.1017859239993,1.392728712605583,-4.316367211543207,-12.308058227637076
