Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
Kid Frank,HiA,LAA,3B,100,25,84,76,36,44,37,46,48,32,40,54,53,62,57,18,$38K  37500,Anaheim Dirty Halos,6878,0.2505366666666667,0.3014783333333333,0.36764666666666657,489.65666666666664,939.5463622193784,0.9581812668463744,67.35358381580546,57.36982479511459,-25.863188496801637,-5.137901148745173,0.4090456881658109,0.8396006343057049,-0.01821239230680269,0.6691249999999999,0.0,16.321888888888886,1.6110191396079876,-1.2325153927514294
King Glass,LoA,LAA,LF,100,21,76,90,24,42,29,29,38,59,83,71,54,46,44,18,$27K  26250,Anaheim Dirty Halos,6878,0.22079599999999985,0.28799833333333313,0.3540066666666668,513.8983333333333,864.0056013800204,0.9701917260546199,56.657174898798445,54.936088168042346,-50.37833778151827,3.635627725989837,-0.1352608291013891,0.056511322931880936,-0.02869322766815146,0.6420049999999999,0.0,17.129944444444444,-4.444473258127677,-3.426924197065186
Kraig Christians,AAA,LAA,LF,100,30,79,92,30,52,61,64,42,44,29,63,59,68,57,12,$55K  54500,Anaheim Dirty Halos,6878,0.25991388888888894,0.31004666666666675,0.3740324999999999,483.21,958.0036132857203,0.9724619294642416,75.92693614705199,71.63077471558037,-23.57041030438693,-4.12077416029247,0.4129333900564187,1.236683918420572,0.0314686468062761,0.6840791666666666,0.0,16.107,-4.928002125955352,-1.5396138114542308
Leonardo Darling,LoA,LAA,DH,100,23,77,65,7,35,31,11,27,31,29,43,22,49,32,0,$27K  26250,Anaheim Dirty Halos,6878,0.22058999999999998,0.2826800000000001,0.3213650000000001,561.5133333333333,738.46412422508,0.6109515298343884,28.978535381552742,33.067283325825144,-89.1393411552155,-3.0473230271014193,-11.050726688863223,-10.582280817502557,-3.2342861678159855,0.6040450000000002,0.0,18.717111111111112,-10.129823377573112,-9.492543939426215
Luis Lopez,AAA,LAA,C,100,27,74,92,40,70,30,37,11,48,29,15,39,88,74,87,$59K  59000,Anaheim Dirty Halos,6878,0.24284000000000006,0.27294749999999984,0.38318400000000014,442.73833333333334,827.0307428296655,1.0007688801653574,74.2107457970373,67.13847898002219,-21.24494364216016,-2.8512515322807364,-1.1067914479289795,5.904267300301491,3.8874805684452145,0.6561315,7.077392340392225,14.757944444444444,4.254273368465357,0.7960052756623036
Marshall Douglass,RL,LAA,C,100,22,62,93,30,22,9,8,25,8,10,14,25,63,59,64,$8K  7650,Anaheim Dirty Halos,6878,0.20423000000000002,0.28174999999999994,0.29443,441.34,626.043506341055,1.0390361704651114,11.0244223924214,28.44344090695089,-75.60802337323423,-3.1594669226133187,-0.8548581474635547,-0.9469308389436285,-2.929047627695392,0.5761799999999999,0.9252119160561191,14.711333333333332,3.220388407104193,-6.133809817101648
Matt Wise,AAA,LAA,LF,100,29,85,89,36,59,54,47,41,41,29,59,57,61,58,4,$55K  54500,Anaheim Dirty Halos,6878,0.24215333333333341,0.30502,0.39332616666666675,514.1933333333334,981.9537249431014,0.9647338390470794,83.96096361437667,67.6529370478303,-16.349593617985875,-3.7808248258037263,0.3250054258289107,0.8608171235538198,0.03259424031774489,0.6983461666666668,0.0,17.13977777777778,-5.051202288801962,-0.7237736647664031
Matty Tavarez,AAA,LAA,LF,100,23,76,96,32,86,73,41,47,32,57,61,65,71,66,7,$57K  57000,Anaheim Dirty Halos,6878,0.25599233333333343,0.31003433333333347,0.48159199999999996,525.6891666666667,974.4501514174044,0.9471551988265389,95.25592928657554,85.9834403231217,-10.082086584955137,-2.556980837249043,0.4320506510643139,1.5645307479678163,-0.02228263321404012,0.7916263333333334,0.0,17.522972222222222,-5.01260365955455,0.14471711038199334
Morrie Woodard,ML,LAA,SS,100,30,83,78,28,56,56,44,65,46,87,83,84,79,82,11,$0  0,Anaheim Dirty Halos,6878,0.25190200000000007,0.3140525000000001,0.37461500000000003,550.965,1002.4894595704973,0.9768666940868134,80.70610807162446,75.35148486185996,-17.91241698142239,2.5968249147797207,1.9451770715919368,3.830463262522079,0.04532088800457905,0.6886675000000002,0.0,18.3655,5.156838783798855,1.2132271607531364
Omar Perez,AA,LAA,SS,100,21,90,98,22,16,47,41,40,54,30,87,75,92,80,10,$38K  37500,Anaheim Dirty Halos,6878,0.24979999999999997,0.2902601666666666,0.2729327380952381,531.4590000000001,962.1151891127229,0.9719090230584563,44.97375508961859,45.35927426777196,-51.654267162153566,-3.5073609379430404,0.3576725008454385,3.5045891657530666,-0.0146061262283126,0.5631929047619046,0.0,17.715300000000003,4.949152207369973,-2.922155029034009
Patrick Hammel,AAA,LAA,2B,100,28,81,95,29,24,53,38,32,62,70,76,64,54,57,20,$55K  54500,Anaheim Dirty Halos,6878,0.25522166666666674,0.2866553333333334,0.35878,482.6066666666666,907.165123604238,0.9643730579735253,65.4429149128655,57.8461938973273,-37.81392082486301,0.37836680417601054,0.6089398269136793,1.4206222500451051,-0.030266037260688633,0.6454353333333334,0.0,16.08688888888889,1.5554957537795577,-1.8517640903087567
Patsy Hague,ML,LAA,C,100,29,81,84,56,71,77,59,72,39,36,14,21,61,61,66,$343K  343000,Anaheim Dirty Halos,6878,0.2682233333333332,0.33457333333333344,0.4432575000000001,495.06,946.7968024034053,0.9381944551360286,105.39879167918508,99.75195905990365,0.9635101182248151,-4.92453282100065,-0.02537642483431478,-4.93614438061309,-3.100419669160182,0.7778308333333335,1.982118659044527,16.502000000000002,4.870353921828217,1.457147937974396
Red Garland,ML,LAA,1B,100,26,28,78,89,72,81,80,82,65,46,44,62,76,83,78,$360K  360000,Anaheim Dirty Halos,6878,0.28842549999999995,0.3712588095238095,0.47361380952380955,378.64,658.5437386333942,0.9880770448219095,128.2515607570258,109.09224017571269,14.246621922642294,-5.2701729273740865,0.8636889344157072,5.739956054381823,2.3478951846732024,0.844872619047619,0.0,12.621333333333332,-5.6459511199708015,2.186309411997911
Rick George,HiA,LAA,2B,100,22,84,93,50,37,42,34,40,51,68,65,52,49,49,3,$27K  26250,Anaheim Dirty Halos,6878,0.2463625,0.30248500000000006,0.35113000000000005,553.675,947.8067322801799,0.9454731942931534,60.109761977546725,58.208633939651655,-43.34623809300785,-0.965740697188265,-0.8107429649251403,0.07646606209632133,-0.028693227668151508,0.6536150000000001,0.0,18.45583333333333,1.625183011454355,-2.434525202768866
Robin Blankenship,AA,LAA,2B,100,23,89,66,27,20,25,20,46,49,88,62,42,41,44,3,$38K  37500,Anaheim Dirty Halos,6878,0.22457249999999987,0.3038816666666666,0.29053,531.365,888.2177024986595,0.9285311292312081,24.012439608445987,39.315550628940315,-90.22993220732386,3.566786756656278,-1.0409506343380626,-0.5848340434738024,-0.026294049910874022,0.5944116666666666,0.0,17.71216666666667,1.523007034462722,-6.854992428180261
Rodney Robinson,AA,LAA,LF,100,24,86,79,30,36,13,16,55,66,84,52,29,53,43,8,$38K  37500,Anaheim Dirty Halos,6878,0.21996,0.3177600000000001,0.3575658333333333,540.4133333333334,869.5860762260854,0.8338599667378062,47.077535073345246,55.98357780226732,-81.39145946197046,3.446786676839111,-1.1439657693990386,-3.888905500596188,-0.09458076054039927,0.6753258333333334,0.0,18.01377777777778,-4.473179404455172,-6.883231102421341
Shelley Winn,RL,LAA,LF,100,20,72,45,25,20,26,23,48,47,74,68,48,44,44,7,$8K  7650,Anaheim Dirty Halos,6878,0.2213199999999999,0.31692499999999985,0.29269166666666663,525.055,747.3077294677496,0.9485354583708633,29.288725803121665,39.44016852043772,-88.39548144312457,1.0615549944942522,-0.2908221682727237,0.4681750750187059,-0.026294049910873953,0.6096166666666665,0.0,17.50183333333333,-3.8441755631057077,-7.3786240911747685
Stan Clifton,RL,LAA,1B,100,19,56,87,10,61,16,4,45,31,36,42,22,53,32,11,$8K  7650,Anaheim Dirty Halos,6878,0.19624999999999987,0.29360000000000014,0.4345699999999998,499.4225,636.1241962760687,0.6129708403443537,78.11347563388446,58.93940575695348,-22.338676116186512,-3.653575648413323,2.738733717858912,-1.5408986464832928,-2.8794458340671114,0.72817,0.0,16.64741666666667,-5.453739680007447,-1.646851137795387
Takashi Kang,AA,LAA,C,100,25,79,90,48,52,36,27,52,18,43,11,16,52,47,54,$38K  37500,Anaheim Dirty Halos,6878,0.246545,0.33955500000000005,0.38701250000000004,481.8483333333333,855.0296929460019,0.890792234450965,74.80198674392823,62.70065719931959,-41.81736191652346,-5.142627081465902,-1.7817852252472461,-8.21109285322807,-8.532148289278044,0.7265675,-1.3682767104203064,16.06161111111111,4.398300889639927,-3.636437728220062
Teoscar Feliz,AA,LAA,3B,100,21,79,98,53,49,46,42,39,41,21,62,62,66,63,4,$38K  37500,Anaheim Dirty Halos,6878,0.25781500000000007,0.3062619999999999,0.37552500000000016,510.7646666666667,939.9655145145953,0.9546108816452256,64.14290644934523,55.95728683467096,-27.257029525872483,-5.653133954389595,0.5920111295340595,1.903554777020281,0.03231236404130212,0.6817870000000001,0.0,17.025488888888887,1.6117378506766036,-1.2467066858015519
Terrence Swift,ML,LAA,3B,100,27,87,72,17,72,72,50,54,48,65,71,83,90,80,14,$0  0,Anaheim Dirty Halos,6878,0.2581443474025973,0.32474233333333336,0.4428063333333336,508.3113333333333,1039.9325631558895,0.9729995338400422,89.97325033389374,83.48653410749017,-10.769297598870951,-1.7400824475308008,2.430568116072527,5.857210652009553,0.044878307980117806,0.7675486666666669,0.0,16.94371111111111,1.7831491137789601,1.2170048456401867
Tomas Colon,AAA,LAA,C,100,28,68,98,68,58,37,67,67,53,44,42,50,81,84,91,$64K  64000,Anaheim Dirty Halos,6878,0.2609483333333333,0.32447166666666666,0.38435833333333314,421.57,879.4788641892374,0.982819002801772,85.00296337952543,64.68905944772072,-14.438314688969477,-5.2468327893565245,0.3353570201547267,9.878893010710424,6.393867104545095,0.7088299999999998,8.609085515252442,14.052333333333333,4.524068231426118,1.7516481870800977
Tony Barrios,AA,LAA,C,100,25,73,53,38,47,49,43,35,38,35,18,23,55,58,51,$38K  37500,Anaheim Dirty Halos,6878,0.25686,0.30584333333333347,0.3761150000000001,467.6099999999999,765.8523564543575,0.753088956329222,67.53897626121156,63.41266338413609,-27.70324942272682,-4.510068268353104,-0.7826449304016115,-5.414486907673789,-2.9685734061534355,0.6819583333333336,-1.9327892203361858,15.586999999999998,3.939569734847518,-2.0192239064716384
