Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
Damian Brea,ML,ALB,SS,100,24,94,93,51,34,61,97,68,56,35,92,89,94,91,11,$360K  360000,Albuquerque Gladiators,2815,0.2898316666666666,0.35298699999999983,0.3144016666666667,568.3533311965812,1146.4768649339676,0.9436715375866523,85.78961272167972,80.23451109688096,-18.70212492180407,-7.886240317096831,11.749846059969963,19.087538998613994,0.01627714462840706,0.6673886666666665,0.0,18.945111039886037,5.897514737314648,1.7478753174564383
David Shinjo,RL,ALB,1B,100,18,54,64,20,54,24,28,61,20,9,28,25,26,23,13,$8K  7650,Albuquerque Gladiators,2815,0.23314999999999994,0.34582000000000035,0.44639999999999985,511.1786666666667,639.8226244449615,0.47639948124299836,78.34730853323269,64.40497103587039,-21.498444382999,-4.664566038747752,0.6339274321937775,-0.08809314682136427,-0.7499581087707168,0.7922200000000001,0.0,17.03928888888889,-5.485447740440343,-1.4813331317563367
Dennis Monroe,HiA,ALB,CF,100,23,78,59,55,12,31,39,45,62,76,75,63,45,45,2,$27K  26250,Albuquerque Gladiators,2815,0.26948166666666684,0.319682,0.3267916666666666,501.15083333333337,865.8601183891296,0.9507602066138876,62.58491040689024,57.933313720147744,-42.77801543992891,2.435036717428454,0.32437891312565836,1.4402234993856426,-0.02816732667148767,0.6464736666666666,0.0,16.70502777777778,1.4846709848921977,-2.0876633972864007
Dillon Sullivan,LoA,ALB,C,100,23,72,93,30,0,2,14,20,44,13,11,26,68,54,62,$27K  26250,Albuquerque Gladiators,2815,0.2130578571428571,0.28411,0.23285999999999996,450.49,674.0199987888336,1.022249263965429,17.14180232510509,29.87974158157776,-78.78406711005736,-4.874847969215864,-1.8561326173218164,-4.405150371696991,-1.2749206952109087,0.5169699999999999,0.5811694736685851,15.016333333333334,3.467181063728568,-6.954429136788555
Diory Aquino,RL,ALB,3B,100,18,50,71,15,56,27,18,36,24,42,52,47,62,43,0,$8K  7650,Albuquerque Gladiators,2815,0.200845,0.2679925000000001,0.36953166666666654,499.935,643.5317360162735,0.8800713861641288,62.38216305814858,63.82115506466829,-27.33705159090679,-3.4183440217211203,0.5047548017096413,2.3887247839650247,-3.5675498038929407,0.6375241666666667,0.0,16.6645,1.1034494787659013,-1.0682422781240584
Domingo Santana,AA,ALB,2B,100,25,83,98,65,28,52,38,54,61,31,71,72,79,78,4,$38K  37500,Albuquerque Gladiators,2815,0.25550583333333315,0.34085783333333325,0.32268666666666673,498.83833333333337,961.5282611846924,0.9630820182519085,74.1096425642773,58.97677246226366,-29.98660371637321,-6.994321923928579,0.07721038535185988,2.5382483139910588,0.006500701740789579,0.6635445,0.0,16.627944444444445,1.6487110102618183,-1.6293690023744198
Dwight Dunston,ML,ALB,CF,100,32,71,99,72,8,72,76,53,78,97,88,91,58,61,10,$4.8M  4800000,Albuquerque Gladiators,2815,0.24901609523809512,0.31014,0.29816499999999974,494.1833333333333,973.529513001442,0.969948936859864,60.84296440010115,67.63983792096624,-32.1859281667746,10.174188288666958,4.595762882475216,8.644274597009645,0.0004858263674965656,0.6083049999999998,0.0,16.472777777777775,1.6692892884112513,0.4812308314993498
Earle Locko,HiA,ALB,1B,100,22,82,60,70,77,55,34,76,33,30,35,29,40,35,20,$27K  26250,Albuquerque Gladiators,2815,0.2525325714285714,0.3316091666666668,0.4472900000000002,485.9855,935.9543458223343,0.5627488918929255,102.3597042102786,93.24378166059691,-3.5404756749608426,-5.392866654923198,-1.6751162358298683,-2.847701242932939,-0.35425986052898273,0.7788991666666669,0.0,16.199516666666668,-8.024299947036473,-0.36343032003635
Emilio Ordonez,AA,ALB,3B,100,20,67,70,52,56,90,54,42,69,6,67,66,70,66,5,$38K  37500,Albuquerque Gladiators,2815,0.2545,0.29331433333333334,0.38877333333333314,486.7666904761905,847.41834628582,0.9443444477360785,85.37312065399283,76.60426089366399,-13.440708039572858,-6.153652373848602,-0.09591404025575598,0.9908245761207658,-0.06204750901236461,0.6820876666666664,0.0,16.22555634920635,1.4530492906135462,-0.0932234661752124
Engel Alvarado,ML,ALB,C,100,30,59,99,76,80,98,84,32,34,23,9,22,63,66,93,$3.4M  3400000,Albuquerque Gladiators,2815,0.2999586666666665,0.3388849999999997,0.5304050000000003,438.4723333333334,826.6436885595322,0.9796914612176061,116.47089501992572,106.36468236413653,11.378214227819862,-4.625431423822218,-0.50018540513702,-7.94833099648702,-6.539525868720445,0.8692900000000001,8.600794920592259,14.615744444444445,4.252282348557264,2.648076181400323
Erubiel Schoop,RL,ALB,RF,100,18,59,58,26,4,27,21,25,56,87,43,28,50,40,8,$8K  7650,Albuquerque Gladiators,2815,0.21818499999999982,0.29561499999999985,0.26059500000000013,488.305,611.6593734025955,0.6645230329536599,25.468711091360557,38.26496812899457,-75.45149033724661,3.215126279851636,-3.2222094199981144,-3.3168497504654746,-0.20677711319597616,0.55621,0.0,16.276833333333332,-3.146395953717055,-6.291574869942638
Eury Hechavarria,AAA,ALB,CF,100,32,79,89,44,0,55,55,15,74,79,85,66,48,52,13,$55K  54500,Albuquerque Gladiators,2815,0.24641175757575762,0.28812333333333334,0.28956166666666666,485.00666666666666,884.919557929039,0.9604094358637135,55.774455940039864,59.4305891689294,-47.79491067770147,3.4159425843028566,0.9972161258153288,3.726291463226795,0.15496331259352206,0.577685,0.0,16.166888888888888,1.5173517797137157,-2.3149824914277746
Fautino Arias,AAA,ALB,SS,100,23,79,68,14,38,13,3,23,76,49,76,70,84,82,11,$55K  54500,Albuquerque Gladiators,2815,0.19421999999999998,0.24807666666666667,0.2942223333333333,466.163,798.3377257585526,0.9690285020204298,40.81787979041351,42.327311376747026,-46.22759170635445,-3.3152101133129195,-0.4627041739168444,2.5862557756495343,-0.00029813758237783315,0.542299,0.0,15.538766666666668,4.106675544025476,-2.7526788198161403
Fernando Dolis,LoA,ALB,RF,100,19,53,53,24,61,4,25,32,8,60,43,28,51,46,12,$27K  26250,Albuquerque Gladiators,2815,0.2067499999999999,0.2822319047619048,0.409215,475.0689393939394,630.8409190177917,0.6017911596197816,64.5578681695589,75.51955081677,-24.215443937503622,-1.1801478682628304,-1.8407483646323526,-1.5341708816115063,-1.7225872467401802,0.6914469047619047,0.0,15.835631313131312,-3.2450664558528386,-1.4452438979015063
Franchy Weston,ML,ALB,C,100,33,93,82,70,92,70,71,59,43,35,8,30,61,73,71,$6.0M  6033333,Albuquerque Gladiators,2815,0.2615027222222224,0.3261124999999997,0.4939833333333331,459.05,1069.9101600646973,0.946288081617681,111.22537802382429,92.0123596948692,6.740808101864026,-6.422960678513913,0.248091136953821,-1.1200447969352547,-0.22123472210599954,0.8200958333333328,3.8865228629184716,15.301666666666666,5.503653086752558,2.4078309274487735
Glen Kershaw,HiA,ALB,LF,100,23,81,89,48,28,45,43,34,51,40,60,55,47,49,15,$27K  26250,Albuquerque Gladiators,2815,0.26038000000000006,0.2939749999999999,0.33991249999999984,496.7925000000001,901.9081114530563,0.9406226451328674,59.77671789779532,64.38822850416516,-38.52996599059602,-6.044359944443284,-0.2488956871592316,0.5088864136003127,-0.020568534663017942,0.6338874999999997,0.0,16.55975,-4.639445017762636,-3.239899476279266
Glenn Eaton,AAA,ALB,LF,100,25,74,97,70,59,77,54,69,54,67,67,60,50,56,19,$55K  54500,Albuquerque Gladiators,2815,0.2597140634920635,0.3278236190476192,0.41653000000000007,504.6401666666667,973.65831387043,0.9615134637602584,96.83875081775021,91.3763073706284,-6.238159546351102,-0.9573995438584916,1.1675233602527066,3.34857498970052,0.007306043148333711,0.7443536190476192,0.0,16.82133888888889,-5.0085304211441875,0.80287329841676
Gregorio Pimentel,HiA,ALB,C,90,20,54,74,35,47,10,66,28,47,42,16,36,76,66,76,$27K  26250,Albuquerque Gladiators,2815,0.23435000000000014,0.29699071428571416,0.3342925000000001,382.4358333333333,680.4961817264557,0.998498433753197,61.52701508105321,65.51605776603259,-23.45210361561755,-3.196166164063553,-3.352565236866174,0.42387634669420676,0.04223364525297549,0.6312832142857143,3.5192807201888523,12.74786111111111,3.5004947619673645,-0.6507747876419233
Happy Creek,ML,ALB,2B,100,34,79,73,76,78,92,84,97,80,72,74,74,55,67,5,$20.0M  20000000,Albuquerque Gladiators,2815,0.3364200000000004,0.45101999999999903,0.5742000000000003,630.8021428571428,1086.9979256391525,0.9694911775262213,159.08191832908926,156.17475153051933,53.754682389799015,1.3352360906898404,2.17485424992339,3.8564565130223647,-0.02797814421889877,1.0252199999999994,0.0,21.026738095238095,1.863851038475913,8.248325633626896
Harold Piper,ML,ALB,1B,100,28,87,73,64,84,84,71,92,59,19,33,48,36,39,21,$1.0M  1000000,Albuquerque Gladiators,2815,0.28941750000000044,0.37370000000000014,0.4827100000000009,657.08,1069.5510503053665,0.8186524954133054,118.78677880259626,100.50171389898043,18.72811694166401,-13.026031464714073,0.7347945911601418,2.2358140363237045,-0.04041117748772311,0.856410000000001,0.0,21.902666666666665,-9.169676357213362,2.083413433196437
Henderson Shumpert,LoA,ALB,1B,100,21,78,88,51,7,32,34,35,62,63,70,53,42,49,2,$27K  26250,Albuquerque Gladiators,2815,0.2324670000000001,0.27997283333333334,0.30205333333333345,501.42699999999996,844.3466758728027,0.9439882819196802,51.807809038571094,46.0730712640159,-47.38934114646363,-1.9095241465799029,-0.5921129435053463,0.403889267358859,-0.025145386601596643,0.5820261666666668,0.0,16.714233333333333,-7.2389118301852085,-3.9730963915215205
Herm Piatt,AAA,ALB,LF,100,21,91,98,51,77,61,57,73,80,65,57,44,57,44,0,$55K  54500,Albuquerque Gladiators,2815,0.2696872380952379,0.3243499523809524,0.47828359523809516,565.268,1079.5534139871597,0.937742973841114,101.83823255232883,101.38281183029365,1.3657583178280266,-0.22817102197591935,1.2948534127007265,2.3241578028186183,-0.005322129717103598,0.8026335476190476,0.0,18.842266666666667,-5.553258302403084,1.6883039424103112
Hersh Black,ML,ALB,RF,100,29,83,95,93,87,64,80,92,71,39,60,47,52,57,5,$16.0M  16000000,Albuquerque Gladiators,2815,0.32301416666666705,0.4294899999999997,0.5760136666666678,615.25,1087.7206003665924,0.9571144726413513,154.73066159518154,147.76371236987393,52.74072004159159,-6.3274024379911875,2.023592879049838,3.810347697222906,-0.021356643114343214,1.0055036666666675,0.0,20.508333333333333,-5.595270578017451,6.565113325572404
Jamey Hamilton,LoA,ALB,RF,100,22,70,84,39,38,58,39,27,45,41,54,46,58,45,3,$27K  26250,Albuquerque Gladiators,2815,0.2572350000000002,0.2855941666666667,0.356948761904762,498.6050000000001,813.7819828987122,0.9277180673252312,65.86071100175916,61.38862393456721,-30.543244479749024,-4.0918498454352115,-2.4466107183801062,-0.6120045999727703,-0.0048622827891231495,0.6425429285714287,0.0,16.62016666666667,-4.186121311207367,-2.2993215418855155
Jarrett Earley,RL,ALB,3B,100,22,72,52,27,27,31,18,32,38,19,38,36,57,41,0,$8K  7650,Albuquerque Gladiators,2815,0.213365,0.2833011666666667,0.33855999999999997,526.7275,721.7772136330605,0.800772108805836,41.697157772944855,48.1302175666435,-67.56097519054845,-4.205747669367092,-4.5215714558658915,-2.8412379765022013,-0.028366224593565782,0.6218611666666667,0.0,17.557583333333334,1.2376152497137525,-5.625353316654245
Jeff Dunn,LoA,ALB,C,100,21,75,90,37,38,24,36,42,37,33,5,13,55,44,46,$27K  26250,Albuquerque Gladiators,2815,0.23255333333333333,0.2873866666666667,0.323875,492.81166666666667,783.9312411546707,0.3586456545738933,56.326105751918064,50.63111135855909,-37.31213790910648,-4.4870811921669365,-2.975303106650752,-7.86562341340259,-1.1655988071644499,0.6112616666666667,-3.1849400034497983,16.427055555555555,4.032568112935549,-3.264595410716239
Jerome Lee,AA,ALB,1B,100,23,87,97,55,76,55,68,61,15,48,39,37,34,35,7,$38K  37500,Albuquerque Gladiators,2815,0.2714852499999999,0.33515416666666664,0.4727937500000002,524.7719999999999,1057.459644317627,0.7105463472866664,98.0983433715485,87.2997383094272,-7.151602487022086,-5.79708631758249,-0.14394080913371668,0.6900080225857268,-0.18471812217942976,0.8079479166666668,0.0,17.492399999999996,-9.066012039760176,-0.3862557641838085
Jesse Creek,ML,ALB,LF,100,30,93,74,93,61,60,59,81,84,81,56,51,49,52,3,$7.5M  7500000,Albuquerque Gladiators,2815,0.27905499999999994,0.34850416666666656,0.4428250000000002,676.6483333333334,1100.3940595388412,0.964144074311238,102.29946164018585,104.90790714923428,3.0355713440651493,9.067882534510538,1.7473815406579134,2.757951210702841,0.005591877660541803,0.7913291666666668,0.0,22.55494444444445,-5.660463269232722,3.2006672472200903
Jody Balfour,AAA,ALB,CF,100,28,76,61,40,60,58,64,75,70,75,81,74,47,72,17,$67K  67000,Albuquerque Gladiators,2815,0.2538041428571429,0.32597733333333345,0.4096816666666669,487.78,951.9781675338745,0.9639459136097374,91.56926887267078,87.9792079036712,-12.250487602318248,2.4540298195744326,1.4691663933361545,2.6880054140068768,-0.015902630453880098,0.7356590000000003,0.0,16.25933333333333,1.6323356782130907,1.086837509142745
John Huang,RL,ALB,CF,100,18,49,62,14,8,19,15,13,58,86,66,49,37,41,1,$8K  7650,Albuquerque Gladiators,2815,0.20660999999999993,0.282515,0.2645400000000001,558.7683333333333,552.3039529323578,0.9302400351916471,11.349471016743765,25.65297670193338,-113.46947852124067,3.782850399706104,-2.8082646987572435,-0.8188868375597553,-3.543855049267203,0.5470550000000001,0.0,18.625611111111112,0.9470232389100784,-9.165100612741696
Kevin Rigby,HiA,ALB,RF,100,24,73,88,48,40,51,45,36,43,38,57,52,60,61,3,$27K  26250,Albuquerque Gladiators,2815,0.25224833333333335,0.304514761904762,0.3566599999999998,485.8108333333333,858.1289449930191,0.9615529483639337,67.92247683166586,62.62672670007614,-24.771788390028195,-4.716482121031066,0.011476409182888038,0.5804622654643589,-0.010204848728635026,0.6611747619047619,0.0,16.193694444444443,-4.414243544202773,-1.7263625362979222
Les Lewis,AAA,ALB,2B,100,26,72,78,29,14,51,41,30,71,85,81,70,57,53,12,$55K  54500,Albuquerque Gladiators,2815,0.24578408730158732,0.28367516666666664,0.2970876666666666,472.755,834.3988987207413,0.9654869737832631,53.68289137306507,64.39507080831164,-42.224097957555074,4.802073312595827,-0.6684605604686458,1.8447452826115307,-0.021076356559815972,0.5807628333333332,0.0,15.7585,1.4307251349806949,-1.8533270466915521
Livan Pujols,ML,ALB,2B,100,27,74,62,57,49,91,75,78,50,90,87,73,51,66,11,$1.8M  1765000,Albuquerque Gladiators,2815,0.2749151190476191,0.33721880952380945,0.40761499999999984,527.4513333333333,984.2547482252121,0.9639459136097374,106.00560642835534,105.61382096785397,-1.427902956421835,3.1482953888508076,2.6631300748300397,5.227817803961109,-0.01286369864923212,0.7448338095238093,0.0,17.58171111111111,1.687679609439664,2.642464958611467
Marty Lee,LoA,ALB,1B,100,22,77,96,52,55,39,49,62,42,44,42,31,39,31,7,$27K  26250,Albuquerque Gladiators,2815,0.2677236666666666,0.34738,0.4768666666666664,515.0753333333332,910.9899328947067,0.7586266346712819,84.10429654673355,65.90751927178269,-17.11447999472672,-5.226393746194796,-0.8510261756286097,-2.0400546658025505,-0.014781700667213061,0.8242466666666663,0.0,17.169177777777772,-7.810270343747486,-1.514065459042733
Miguel Aceves,LoA,ALB,RF,100,19,63,79,5,36,43,56,70,53,51,60,36,66,47,0,$27K  26250,Albuquerque Gladiators,2815,0.2439869999999999,0.3236050000000001,0.34443999999999997,465.88050000000004,758.8597573041916,0.8065164642471416,75.73983524880579,61.49944881531197,-26.30960408400943,-3.589169928251677,0.42470698460042744,0.6719307897551194,0.024622182283013428,0.668045,0.0,15.52935,-3.903599574610039,-1.7740094155081203
Nap Savage,AAA,ALB,LF,100,28,84,55,80,34,72,59,46,67,81,64,51,46,45,1,$71K  71000,Albuquerque Gladiators,2815,0.2613983333333333,0.32874999999999993,0.3702966666666667,506.74,968.6204524040222,0.9540593274184076,82.62380226840502,75.88993527319201,-21.97136655796789,3.286224914266906,0.8230034907281711,1.9719285841237297,-0.002536113702394896,0.6990466666666666,0.0,16.891333333333336,-4.982615495905464,-0.4842437829913224
Neil Belinda,LoA,ALB,LF,100,21,79,71,53,25,46,36,51,49,78,68,53,46,47,5,$27K  26250,Albuquerque Gladiators,2815,0.2544405,0.3236266666666666,0.33704849999999986,488.4535714285714,889.626643538475,0.9439882819196803,70.36426818178137,66.82784094594595,-30.859998068422545,0.8647629612832765,0.0943897603688359,1.0486684911774535,-0.018387327658470135,0.6606751666666665,0.0,16.281785714285714,-4.576268742481867,-1.737720762826198
Nelson Gonzales,AAA,ALB,2B,100,27,86,82,48,25,30,35,59,60,81,75,73,53,51,0,$55K  54500,Albuquerque Gladiators,2815,0.24590480952380955,0.3208999999999999,0.3372249999999999,562.85975,979.3010294437408,0.9614681044553174,69.75111525605934,69.49576197241899,-34.04093068053167,1.9061387302892154,0.015479836279640023,0.5430627934079304,-0.025145386601596507,0.6581249999999998,0.0,18.761991666666667,1.6791855786072374,-1.1238611322168475
Nestor Vallarta,HiA,ALB,RF,100,20,70,68,62,0,58,2,9,63,78,53,39,61,52,5,$27K  26250,Albuquerque Gladiators,2815,0.23996433333333342,0.2587056666666666,0.27887999999999985,497.935,707.6334263086319,0.8797539137612563,37.16187340209008,45.6744079778901,-48.50441416572664,1.747563604948981,0.04558019323249515,-2.118253277615273,-0.025806993603308674,0.5375856666666665,0.0,16.597833333333334,-3.6400896415053077,-3.620101082055686
Nicholas Talley,HiA,ALB,3B,100,20,65,72,35,55,11,18,32,44,50,71,59,74,74,5,$27K  26250,Albuquerque Gladiators,2815,0.21340333333333342,0.26957750000000014,0.37990583333333333,467.945,756.1169481277466,0.9680781333307871,64.79875778451132,59.160777466661195,-25.19049849334736,-3.903980448884734,-2.4712873781663003,-0.8478613956383697,0.06438751010217672,0.6494833333333334,0.0,15.598166666666666,1.296496824636054,-1.3150718448635819
Odalis Gomez,ML,ALB,SS,100,28,93,78,50,41,42,49,83,93,1,92,89,89,93,0,$4.0M  4030000,Albuquerque Gladiators,2815,0.24459000000000003,0.3379700000000001,0.3279000000000007,623.945,1043.4020121097565,0.968923337400651,72.50443582904275,58.89437449984442,-27.1126433252671,-9.765056354891696,9.745706204428728,16.734993977547113,-0.038702780612494735,0.6658700000000009,0.0,20.798166666666667,5.367294300976114,0.6070318854984351
Otto Buller,AA,ALB,C,100,25,69,65,46,43,39,42,57,44,35,29,47,76,73,84,$38K  37500,Albuquerque Gladiators,2815,0.2506175000000001,0.31616000000000005,0.3594913333333335,409.44333333333327,791.5018662214279,0.9834934710627332,71.41690100474831,60.23455287881371,-24.205320152891886,-4.301244260962212,-0.504333961002728,3.655194432280447,3.1442933941114837,0.6756513333333336,6.0424446958903655,13.64811111111111,4.071511657517633,-0.10979050811595577
Pat Nicholson,LoA,ALB,LF,100,20,61,67,11,51,30,26,37,18,38,41,38,53,44,0,$27K  26250,Albuquerque Gladiators,2815,0.20827999999999985,0.2605566666666667,0.38023933333333354,512.59,702.0085000991821,0.8123142162497098,51.2015396422081,61.48523305829793,-27.903990417779983,-3.111231769324415,-1.101995207125631,1.1576793205581197,-0.4985477606982164,0.6407960000000003,0.0,17.086333333333336,-3.6111548359011425,-1.6511741045905446
Patrick LeMahieu,RL,ALB,DH,100,22,74,69,54,56,41,58,45,49,42,31,30,32,34,23,$8K  7650,Albuquerque Gladiators,2815,0.28431200000000006,0.3406104999999999,0.4287549999999999,486.795,855.7953894138336,0.6884550671050296,88.34356611673958,74.37037781710544,-17.35557345376834,-6.311864680583157,-0.896515862264891,0.0,0.017464847012496374,0.7693654999999998,0.0,16.2265,-11.73930575327618,-1.9331716297733963
Pedro Martin,AA,ALB,SS,100,21,88,98,51,34,25,28,41,47,35,73,67,77,77,4,$38K  37500,Albuquerque Gladiators,2815,0.2181033333333333,0.2697658333333333,0.30668833333333345,481.2873333333333,962.0547189712524,0.9661810820548176,53.30657153790684,53.44870090750861,-39.30614290771294,-5.707131258437652,-0.7107853935989553,-0.09194203732625486,0.012287535736595112,0.5764541666666667,0.0,16.04291111111111,4.948841146971463,-2.430389554372114
Petey Sherman,HiA,ALB,SS,100,22,86,87,12,50,12,16,31,25,49,49,38,54,45,3,$27K  26250,Albuquerque Gladiators,2815,0.19896999999999995,0.2788549999999999,0.3844533333333331,486.3975,879.1792836785316,0.8482910040315448,49.067073604255995,58.060598088136196,-34.36892392542819,-3.118684651496182,-4.3755922004411305,-2.9698467691611574,-0.017850993077865113,0.663308333333333,0.0,16.21325,4.522527179416315,-1.9877426453330624
