Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
420,"Blair, Bob",P,L,L,20,17,75,49,14,5,33,39,46,33,39,31,0,34,49,43,24,37,0,78,15,68,35,75,109.64150000000012,0.3952960000000001,0.6156600000000005,1.9911166666666664,1.8005799999999994,5.988963651309077,-0.3739346945819766,-2.770605197089605,1.0109560000000006
333,"Bones, Jerome",P,R,R,18,87,32,50,17,34,88,33,58,43,0,0,0,44,13,41,30,37,26,100,38,44,62,64,122.18800000000012,0.3932333333333333,0.5601366666666666,1.917346666666666,1.8034999999999997,5.70079414397065,-0.5923990445765086,-0.7280748397544297,0.9533699999999999
261,"Bong, Kazuya",P,R,R,18,30,49,79,41,35,66,28,57,42,28,18,24,48,0,22,58,59,0,60,42,58,50,70,98.98400000000005,0.358623,0.5288160000000001,1.6941350000000008,2.2941,5.390068816349901,-0.16218359274003114,-1.2767747645765781,0.8874390000000001
256,"Boswell, Bryan",P,L,L,18,90,14,63,30,34,97,67,77,44,49,0,0,48,52,35,78,41,17,97,35,94,49,95,68.51300000000003,0.3886413333333335,0.5203799999999998,1.87715,2.3528333333333347,5.381393869434075,-0.251827591172464,-0.6106236929901643,0.9090213333333333
17,"Bour, Steve",P,L,L,18,40,48,51,83,82,82,92,77,64,42,0,0,73,8,7,53,15,0,68,16,100,64,100,113.39008333333346,0.32352099999999984,0.38359333333333334,1.369933333333333,2.0448166666666667,4.206128808903565,0.4274175141050796,1.9636792688729023,0.7071143333333332
262,"Brett, Clark",P,R,R,21,49,40,60,40,32,66,56,65,39,40,0,0,50,28,25,45,23,19,66,44,92,23,82,83.70100000000001,0.3829033333333335,0.5466939999999999,1.7779883333333328,2.0040999999999998,5.458793849963253,-0.5312897010195354,-1.144631282615392,0.9295973333333334
314,"Brinkley, Philip",P,R,R,18,56,29,52,28,35,79,77,81,28,0,0,0,45,22,34,100,24,25,47,38,79,74,59,72.53716666666665,0.38672999999999996,0.5520149999999999,1.9315999999999998,2.136933333333332,5.28405488891989,-0.14425563967550142,-0.7177459265928552,0.9387449999999999
41,"Broome, Matt",P,L,L,21,42,88,94,43,29,91,81,75,54,40,51,0,69,22,31,57,46,11,73,29,33,29,97,153.15925000000018,0.34828599999999993,0.504785,1.5488916666666677,3.187920000000001,4.563476521301456,0.9818649358407382,0.3670982626708432,0.8530709999999999
49,"Brower, Aaron",P,R,R,22,39,81,78,39,48,89,66,74,72,55,49,24,68,24,43,44,50,9,84,38,70,66,67,134.7848333333335,0.35605385714285714,0.4646054999999999,1.6038599999999996,1.9401000000000002,4.823924869860431,0.5046391368664191,-1.4381727527064918,0.8206593571428571
397,"Bryne, Barry",P,S,L,18,32,34,50,24,13,46,67,74,69,34,33,34,37,37,46,10,25,28,66,18,79,18,51,71.08866666666665,0.37898000000000015,0.537242,1.8415833333333333,1.786049999999999,5.806207367749215,-0.3157129207190346,-1.115250519869344,0.9162220000000001
68,"Buford, Jerrod",P,L,L,18,30,75,47,52,60,87,63,60,66,67,38,0,63,14,41,83,34,0,68,45,69,52,80,121.2716000000001,0.3606377777777775,0.47897300000000004,1.6135833333333331,1.5899066666666661,5.333369004087246,0.09936146958247236,-0.013316641205916562,0.8396107777777775
406,"Cambridge, Joey",P,R,R,22,79,30,62,18,17,33,13,61,62,31,0,0,38,0,42,16,43,16,77,35,60,25,76,72.78456666666665,0.38763300000000017,0.5672400000000003,1.8940666666666661,1.9026666666666663,6.111170572315979,-0.9998602978057263,-1.3956786018388714,0.9548730000000005
80,"Cannon, Branch",P,L,L,21,21,55,73,70,61,94,45,78,87,59,0,0,64,20,65,49,28,37,47,13,57,37,75,97.98141666666672,0.33503928571428565,0.444995,1.4445999999999994,2.2388999999999997,4.256849923394631,0.5759909531014381,0.00031896478142383664,0.7800342857142857
383,"Carew, Stump",P,R,R,19,39,22,94,29,27,34,18,65,43,51,0,0,41,49,18,20,96,20,78,23,58,18,82,63.449999999999974,0.3672606666666665,0.5911400000000002,1.6990166666666666,3.774766666666669,4.771182806412791,-0.12242953630820441,-0.7197718205185084,0.9584006666666667
4,"Carpenter, Chip",P,S,L,18,18,72,94,85,84,53,76,97,80,56,69,0,82,28,4,37,86,12,64,57,61,51,100,146.67650000000012,0.27988416666666666,0.34204233333333334,1.114748333333334,3.3719933333333314,3.236938975147967,2.586888292561254,4.906626065000248,0.6219265
403,"Carr, Forrest",P,S,R,18,33,49,30,18,18,72,29,54,62,31,28,36,36,29,18,42,21,39,81,36,100,14,87,122.43500000000014,0.41813000000000017,0.5487200000000003,2.0801299999999996,0.7631999999999997,6.744477307963933,-0.18316741862867844,-1.895396407889138,0.9668500000000004
64,"Castillo, Clarence",P,S,R,18,19,77,50,61,60,23,70,75,76,48,44,51,63,19,18,34,26,29,100,42,65,26,88,114.01960000000014,0.35055800000000004,0.4396749999999997,1.5428650000000002,1.5626609523809523,4.830304839480185,0.3899734940515421,0.65784598953247,0.7902329999999997
313,"Ceda, Jose",P,R,R,18,21,77,46,20,31,47,66,57,50,47,29,0,45,52,21,23,24,0,76,46,67,35,77,110.5750000000001,0.3924026666666665,0.5538483333333337,1.8837799999999998,1.542179999999999,5.803749345806502,-0.4928028187038775,-3.1365120212934583,0.9462510000000002
291,"Chang, Jung-Lee",P,L,L,18,41,23,59,41,42,35,69,87,53,44,0,0,46,27,36,23,36,22,74,47,76,40,81,60.90533333333332,0.3670638095238097,0.4662669999999999,1.662596666666667,1.8188154761904765,5.008399708632203,-0.514578123704593,-0.22380722986544133,0.8333308095238096
315,"Christopher, Tyler",P,L,L,19,23,59,30,43,41,44,70,68,68,36,18,10,47,13,14,23,25,22,82,47,97,44,63,76.36199999999998,0.4191500000000003,0.4782390000000001,2.0318999999999994,0.7646999999999996,6.868440863861533,-1.1013073984242365,-1.434286309013103,0.8973890000000004
148,"Clapp, Deion",P,R,R,20,40,84,57,15,40,85,74,80,49,47,16,0,57,36,22,98,20,0,87,45,58,26,56,118.1592500000001,0.3930533333333334,0.5267066666666667,1.9110666666666665,1.9184583333333318,5.348234189957818,-0.17168474158208372,-3.683320503458615,0.9197600000000001
176,"Clontz, Sandy",P,R,R,20,35,64,46,37,44,61,57,95,71,40,0,0,55,41,24,33,19,8,62,30,36,39,58,94.66898333333343,0.3825916666666666,0.4486289523809524,1.8443333333333334,1.6926000000000005,5.16851553296112,0.07191292642294085,-0.9594880128136697,0.831220619047619
96,"Coleridge, Malcolm",P,R,R,22,36,89,60,49,45,46,68,73,49,55,36,0,62,12,33,46,51,21,52,15,79,36,100,125.41760000000014,0.34818833333333343,0.5082016666666666,1.507416666666667,1.8267000000000007,5.1813581885077165,-0.46754335063178254,-0.5593847894426471,0.85639
410,"Cooper, Clarence",P,S,R,22,21,59,79,11,8,30,40,49,39,30,18,0,37,49,54,22,85,0,49,26,97,23,74,112.40233333333344,0.3703266666666668,0.6192410000000003,1.8144335714285713,2.206746666666665,5.553571104710882,0.6317694699554688,-1.3074745118887166,0.9895676666666671
113,"Corbin, Steve",P,L,L,18,22,98,43,53,59,94,20,92,70,26,20,28,58,11,5,55,23,0,67,32,64,63,81,134.1695000000001,0.3763059999999999,0.4805710000000001,1.7571374999999998,1.3823844444444444,5.360696421391229,-0.35630857041360586,-0.5338660553537968,0.856877
394,"Corino, J.J.",P,L,L,20,46,18,70,35,14,36,80,58,47,40,0,0,39,55,37,23,42,0,80,30,79,21,75,64.959,0.38146333333333343,0.5791433333333337,1.8205600000000006,2.3000999999999996,6.009587699177947,-0.6342346024282552,-0.8530006354972065,0.960606666666667
282,"Cornelius, Milt",P,R,R,18,22,89,70,31,26,31,46,55,56,50,23,0,47,15,11,35,48,0,53,33,60,24,79,101.44775000000006,0.38776849999999996,0.5300181904761903,1.772949999999999,2.3923000000000005,5.635315938491974,0.17747141008007664,-0.6846894735247746,0.9177866904761902
103,"Cowart, Kevin",P,L,L,18,58,18,73,66,51,74,77,96,98,0,0,0,59,26,18,75,46,16,86,18,99,73,87,54.965999999999966,0.3340886666666666,0.4073850000000001,1.4387055555555563,2.338848571428571,4.313541206070438,-0.06398035013364468,0.559722278217953,0.7414736666666667
250,"Crowe, Cole",P,R,R,20,54,35,63,46,42,25,53,67,53,37,0,0,50,47,21,21,27,0,67,47,91,21,74,79.18299999999999,0.3716733333333334,0.46695333333333344,1.7161499999999998,1.6814183333333335,5.289734684629,-0.9107304771241722,-0.8191615132131405,0.8386266666666669
239,"Cruz, Albert",P,R,R,20,9,80,44,31,40,87,86,92,76,29,0,0,51,19,52,64,27,5,56,31,62,40,80,99.39981666666674,0.39737958333333323,0.4297940000000001,1.8573946428571437,1.6244999999999994,5.387560260217806,-0.34929501551032593,-0.48916677215661986,0.8271735833333334
274,"Daley, Jonas",P,S,R,21,19,87,39,39,44,50,35,78,78,27,24,8,49,30,53,13,26,17,70,19,71,58,76,109.17400000000009,0.3962166666666666,0.4741750000000001,1.833993333333333,1.3733400000000002,5.709888891523929,-0.7645081851528742,0.4880209508664331,0.8703916666666667
331,"Darwin, Joe",P,R,R,21,29,59,63,20,23,45,61,78,70,29,19,0,46,35,38,15,14,28,75,24,45,43,63,94.8026666666667,0.38672666666666666,0.5406333333333333,1.9120416666666658,1.8212799999999996,5.3959056955541325,-0.015167023088337157,-1.0909173239331569,0.92736
344,"DePew, Milt",P,R,R,22,19,71,80,28,24,23,50,63,60,22,10,38,45,10,35,7,51,0,51,55,28,32,61,103.70137500000006,0.3712566666666666,0.5278666666666667,1.61565,2.0786499999999997,5.203000894179794,0.23038311449453464,-0.4867432715265235,0.8991233333333333
280,"DeWitt, Japhet",P,R,R,21,34,47,49,34,36,46,82,87,64,27,0,0,49,21,48,27,51,9,48,35,100,41,69,71.49974999999999,0.38404666666666665,0.4612057142857142,1.895275,1.8439466666666668,5.136068085395035,-0.20206715972236236,-0.5701523182477201,0.8452523809523809
346,"Dietz, George",P,R,R,21,29,68,58,11,16,81,66,61,63,35,26,0,45,16,16,86,37,16,71,22,33,6,80,118.4073333333335,0.38492300000000024,0.5544800000000002,1.9282399999999984,1.7340900000000001,5.500035926490386,0.08864844194413549,-3.4008490637098974,0.9394030000000004
135,"Dixon, Sean",P,L,L,18,16,81,6,70,62,97,64,79,68,56,45,4,56,0,32,72,33,3,58,34,91,83,73,96.6455666666667,0.4007733333333335,0.4404483333333334,1.8681400000000006,1.0351428571428574,6.2801365358354495,-0.6070441461922751,-0.7534736134945967,0.8412216666666669
99,"Dorsey, Warren",P,R,R,22,44,67,79,28,36,94,68,75,64,40,35,0,62,5,47,13,31,0,84,23,71,61,92,114.66400000000017,0.34875499999999987,0.4829633333333333,1.5754499999999994,2.4071249999999997,4.979385427291864,0.42907059323008667,-0.7038846713363379,0.8317183333333331
19,"Douglas, Hugh",P,R,R,22,17,65,95,77,65,51,81,85,83,65,52,0,74,60,28,20,89,6,83,19,67,36,50,135.32816666666682,0.3062289999999998,0.3907658333333332,1.278825,3.0860200000000013,3.7028301443380927,1.577906531209279,2.599226660405104,0.696994833333333
47,"Dresden, Vince",P,R,R,18,51,25,86,53,86,88,44,88,79,64,0,0,66,64,25,60,79,0,65,42,100,22,100,64.688,0.30193666666666674,0.37634,1.230341363636364,3.4944666666666655,3.967979098504132,0.19849157843246218,0.9286150986702673,0.6782766666666667
353,"Ducati, Robby",P,R,R,18,57,32,47,28,44,36,20,54,40,32,0,0,42,29,32,12,23,0,100,45,48,31,67,118.32400000000018,0.3907703333333336,0.541585,1.8810033333333336,1.908725,5.799846740641114,-0.08044585371122158,-1.3717763074932083,0.9323553333333336
105,"Duensing, Alex",P,R,R,20,65,49,90,32,29,100,72,70,49,39,0,0,61,30,19,49,72,18,73,34,57,52,83,76.5255,0.35222499999999984,0.5636525,1.5591333333333324,3.4067730158730147,4.8753849092268355,0.07063562002759495,-0.5004151105887729,0.9158774999999999
425,"Duffy, Bingo",P,L,L,22,71,30,55,14,4,48,32,56,30,35,0,0,33,15,38,18,46,1,73,19,26,9,71,72.48916666666665,0.3843600000000001,0.6131200000000007,1.8510166666666663,2.0333749999999995,6.062098797840988,-0.6780649046646786,-1.1945658328934277,0.9974800000000008
343,"Dunston, Deacon",P,L,L,21,62,35,49,26,20,78,50,48,62,34,0,0,45,38,24,84,30,28,90,34,21,40,100,122.99200000000015,0.38825066666666674,0.5708000000000002,1.9325866666666662,1.803899999999999,5.843841607003526,-0.0827778763212846,-1.1330553009703082,0.9590506666666669
413,"Duran, Ricardo",P,R,R,19,51,29,56,10,23,34,33,59,63,38,0,0,36,26,25,32,49,50,57,25,57,49,86,69.42299999999999,0.38459333333333356,0.550566666666667,1.8093516666666665,1.8728333333333327,5.906479865187626,-0.829334179318292,-0.9617139642909759,0.9351600000000005
310,"Dydalewicz, Michael",P,R,R,18,77,12,81,34,43,38,68,77,40,0,0,0,45,36,44,41,57,29,71,26,68,50,54,61.978999999999985,0.35478883333333305,0.49304400000000015,1.6327000000000007,2.338660000000001,5.228443076391019,-0.4030805367968832,-0.6320150628815377,0.8478328333333331
82,"Escobar, Francisco",P,R,R,22,39,87,54,36,56,69,36,84,63,54,43,15,64,54,48,31,6,0,100,49,94,27,87,124.84800000000016,0.375525,0.48405833333333315,1.7096849999999997,1.8724,5.359428868991738,0.05267563661974814,-1.3148498729761573,0.8595833333333331
231,"Espinosa, Vic",P,L,L,20,36,84,54,33,31,72,45,54,67,41,35,0,52,5,28,78,52,11,54,49,79,7,77,113.40705714285724,0.3867950000000001,0.50634,1.8421333333333323,2.0165549999999985,5.5150769067561605,0.1034368181452249,-0.624101271590656,0.8931350000000001
174,"Espinoza, Ivan",P,R,R,18,61,31,85,36,49,17,49,64,64,0,0,0,53,18,16,21,67,2,79,15,62,49,92,80.851,0.3698299999999999,0.5121549999999999,1.7548500000000005,2.0920749999999986,5.02771297274163,-0.5922964055781982,-1.04314023664963,0.8819849999999998
207,"Falk, Ivy",P,R,R,20,50,43,47,39,50,73,20,78,71,73,0,0,53,0,44,41,10,16,72,43,58,41,83,77.68033333333332,0.37331,0.47168333333333334,1.7880090476190478,1.8385833333333332,5.3255712907990835,-0.14779808782491416,-0.5423862753053101,0.8449933333333333
279,"Fernandez, Rougned",P,L,L,21,25,64,86,24,11,17,74,59,69,39,10,20,49,45,20,3,85,8,100,37,9,26,76,118.77266666666678,0.3535649999999999,0.5446200000000002,1.6028099999999998,2.5559166666666657,5.081196999838769,0.34855750784613976,-0.5981739187356702,0.8981850000000001
192,"Fernandez, Torey",P,S,L,18,40,23,100,28,33,100,70,88,40,58,0,0,52,80,67,58,93,10,80,24,100,31,81,64.108,0.33075249999999984,0.5302450000000002,1.4218333333333326,3.092640476190476,4.311253347832419,0.18228813227794713,0.011565965612634574,0.8609975000000001
116,"Floyd, Junior",P,R,R,22,22,73,89,31,33,90,67,80,72,45,60,0,60,18,57,57,62,3,61,22,80,39,74,90.73806666666673,0.3356799999999999,0.5045233333333333,1.4073999999999998,3.1658866666666667,4.493322175171546,0.4359639755945719,0.27687567209564395,0.8402033333333332
159,"Forrester, Roy",P,R,R,21,78,31,70,41,47,42,85,61,75,48,0,0,56,42,25,29,48,14,41,40,84,34,83,87.77600000000001,0.3551248571428572,0.48996300000000004,1.613599999999999,2.3674666666666666,4.870834357459356,-0.6922772861829831,-0.7485269807305834,0.8450878571428573
243,"Foster, Marty",P,S,R,21,40,91,36,18,40,38,62,68,55,50,33,0,51,26,48,23,11,0,100,49,94,34,72,116.12500000000009,0.4055933333333334,0.5048199999999998,1.9923500000000007,1.2435,6.176539571169439,-1.0468802138809905,-2.6736224848594703,0.9104133333333333
237,"Fox, Gookie",P,L,L,19,36,22,36,73,52,81,61,88,54,64,0,0,51,15,19,80,41,17,87,10,100,26,91,55.848499999999966,0.3808300000000001,0.45936,1.7217799999999992,1.252933333333333,5.6406893303432515,-0.34904646219198554,-0.008143301612641369,0.8401900000000001
114,"Franco, Harold",P,R,R,21,42,75,55,42,46,56,59,61,74,41,20,0,60,6,40,49,35,11,77,23,35,40,79,99.34933333333336,0.37001333333333336,0.47716250000000004,1.6681249999999994,1.8017871428571426,5.087641230011663,0.2898669566173885,-0.7826788996059985,0.8471758333333335
275,"Garcia, Louis",P,L,L,20,27,87,14,49,45,40,40,67,45,49,70,19,49,43,23,19,24,13,95,16,44,52,51,98.9603333333334,0.4285000000000003,0.5127116666666668,2.0670250000000006,0.8489999999999996,6.586531490538892,-1.2194115557929148,-0.6119810135787501,0.9412116666666671
227,"Gaynor, Scott",P,R,R,21,73,28,81,41,45,45,22,69,72,0,0,0,52,24,33,37,66,0,80,30,67,33,60,66.92599999999999,0.36901833333333334,0.5043633333333335,1.6812166666666664,2.083449999999999,5.114939761748389,-0.5293992928058247,-1.2127424463312861,0.8733816666666668
190,"Gettys, Danny",P,S,R,20,24,81,37,46,49,74,25,78,55,54,40,31,54,62,41,71,29,13,82,35,87,53,65,102.4467333333334,0.39543700000000037,0.48391071428571414,1.9243050000000008,1.3521200000000004,5.972281575931871,-0.7646951040030221,-1.1353480243845422,0.8793477142857145
377,"Gilliam, Kenny",P,L,L,20,37,35,53,39,32,41,21,66,72,46,39,6,42,16,36,34,34,6,79,23,66,20,57,77.07060000000003,0.38644166666666663,0.5160000000000002,1.7785366666666658,1.8334249999999996,5.501798339662659,-0.6092452764252841,-1.118993767694132,0.9024416666666668
115,"Gilmore, Scot",P,L,L,18,81,33,66,43,54,76,55,76,77,24,0,0,58,0,21,25,54,4,70,36,34,67,77,82.49208333333334,0.35512800000000005,0.45710547619047637,1.6130749999999991,2.1201750000000006,4.7612159396179266,-0.06468922812753775,-0.6417013605498393,0.8122334761904764
260,"Gosselin, Bey",P,R,R,18,17,78,49,37,21,33,63,78,62,51,46,15,48,18,14,37,34,35,91,35,70,22,92,100.85680000000008,0.3889593333333334,0.5215120000000001,1.8393457142857144,1.6907583333333331,5.819254127922154,-0.04284515617512149,-0.5659797052057871,0.9104713333333334
418,"Goya, Ruben",P,R,R,22,29,9,52,34,32,100,69,69,77,38,0,0,34,22,53,36,9,4,100,27,69,57,87,49.21299999999997,0.3738845000000003,0.5131216666666667,1.8385166666666675,2.0509999999999997,5.079981472181912,-0.25645766551598764,-0.4795578395562181,0.887006166666667
366,"Grace, Dude",P,L,L,22,18,98,45,23,24,52,78,54,54,44,0,0,43,0,9,17,14,15,72,36,76,55,47,88.73933333333336,0.3965166666666666,0.5696650000000004,1.9621966666666668,1.4314000000000002,5.916857251722994,-0.30490407389698004,-2.7681602129047644,0.9661816666666669
376,"Granados, Einar",P,R,R,22,26,94,59,20,20,30,20,63,78,55,19,24,42,23,30,18,48,16,39,44,55,55,79,100.99200000000006,0.3740633333333333,0.5303610000000001,1.7713249999999987,1.6569666666666663,5.411102455808646,0.38645434124313965,-1.4941928319838667,0.9044243333333334
178,"Gregorius, Albert",P,R,R,21,70,43,53,33,31,100,64,68,51,50,0,0,55,12,12,95,42,3,83,24,93,8,84,93.67780000000006,0.3846233333333335,0.5400174999999997,1.8638785714285706,1.913583333333334,5.6003297988931875,-0.4873232854924192,-1.4541240288546482,0.9246408333333331
65,"Griffin, Charley",P,L,L,20,20,69,89,61,49,80,57,72,58,55,34,10,65,72,49,41,60,8,73,31,54,22,59,97.10736666666679,0.3487506666666667,0.4838541666666667,1.5664999999999998,2.331073333333332,4.944823318301908,0.4137936720232816,-0.12653480493334116,0.8326048333333333
32,"Grimsley, Brad",P,R,R,18,68,26,60,68,79,91,64,100,57,0,0,0,68,67,79,100,16,8,87,29,20,83,76,73.316,0.31588816666666675,0.39515166666666635,1.3267416666666665,2.359363333333334,3.9139270200100453,0.19973743153346032,0.7540974132077872,0.7110398333333331
276,"Guerra, Aurelio",P,L,L,19,10,62,67,46,33,68,40,81,63,38,49,0,49,44,24,38,25,12,76,24,60,20,77,101.31342857142862,0.3687560000000001,0.474383,1.7376500000000001,1.9007666666666667,5.023078886630532,0.18050501446118505,-0.7290778703893203,0.8431390000000001
419,"Guerrero, Alberto",P,L,L,18,16,88,42,17,9,23,35,64,61,45,0,0,32,66,17,19,16,0,20,41,43,17,52,98.61741666666673,0.39322166666666675,0.560146666666667,1.8671083333333323,1.3113000000000006,6.093984168449392,-0.5175282781515961,-2.5910358785742598,0.9533683333333338
189,"Gyorko, Les",P,L,L,20,34,89,68,33,30,45,45,65,73,45,36,0,54,4,31,42,10,11,71,17,54,1,84,121.38600000000014,0.3761516666666667,0.5075589999999999,1.7253883333333322,2.1578,5.274991683107334,0.3614713348765416,-1.3137260545977774,0.8837106666666665
258,"Hausmann, Carmen",P,L,L,21,58,20,92,38,23,98,55,80,62,0,0,0,50,8,23,66,56,8,100,18,88,62,61,49.745999999999974,0.3299346666666665,0.51083,1.4634499999999997,3.0915500000000007,4.410253311945538,-0.02500048367894874,0.13727459276878085,0.8407646666666665
212,"Hayes, Desi",P,R,R,22,41,85,60,29,34,81,34,66,58,37,0,0,53,0,39,64,13,1,64,19,49,77,79,111.61425000000008,0.38275000000000026,0.5141700000000001,1.8252683333333328,1.8893099999999996,5.301491157354398,0.09529021222768198,-2.91402622841035,0.8969200000000004
363,"Haynes, Malcolm",P,L,L,18,19,91,47,21,13,40,78,69,58,47,33,40,41,4,26,15,8,0,65,31,37,42,42,94.93625000000002,0.38437833333333343,0.5340987500000003,1.858601666666667,1.678759999999999,5.87637763936198,-0.06625459205574834,-2.5769536237484787,0.9184770833333338
356,"Hegan, Dusty",P,L,L,22,66,39,57,13,29,84,9,74,42,0,0,0,44,13,55,88,12,10,91,9,85,28,86,86.9877,0.3865763333333335,0.5902000000000002,1.9331333333333331,1.8792666666666664,5.727338786565115,-0.22439545644021336,-1.1510979552326963,0.9767763333333337
33,"Henry, William",P,L,L,20,65,35,89,69,57,33,75,81,82,31,0,0,70,4,14,20,94,11,100,46,66,28,75,82.19583333333335,0.3209966666666666,0.41252350000000004,1.363923333333333,2.4714,4.3332605233347365,0.08135808123513544,0.8264123001401602,0.7335201666666666
