Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
397,"Barnes, George",P,R,R,22,26,52,51,34,37,28,58,75,60,30,31,0,47,53,39,24,19,3,70,56,78,42,64,44.70777799525652,0.3926289715012611,0.5314445696434299,1.8029441778940531,1.381067567432478,5.95369545106333,-0.6042885080354651,-2.308265185767184,0.924073541144691
327,"Becker, Danny",P,R,R,21,22,67,72,29,24,38,50,76,57,21,49,0,50,41,25,19,88,31,73,27,63,38,82,90.28667666892301,0.39114969724555787,0.557156157916522,1.7948784368425659,1.7388873304255512,5.8418054414890355,0.07885168092690206,-3.7359759468843996,0.9483058551620798
178,"Bell, Rich",P,L,L,21,23,70,74,47,27,79,53,70,58,44,49,22,57,18,29,87,73,20,88,27,7,51,72,100.23579669905392,0.3812730167764873,0.536817019256536,1.7285854954810145,2.0983574591989718,5.423810485599822,0.11241337528279956,-1.418339228365334,0.9180900360330233
172,"Benjamin, Glen",P,L,L,18,36,82,74,36,30,42,12,88,52,52,0,0,57,53,39,40,42,23,91,18,78,30,83,119.96669666207265,0.3785098154289529,0.5429951646423495,1.7189358826106835,1.94165260495304,5.663599242658783,0.30609409928406733,-0.7991529409740272,0.9215049800713024
241,"Bermudez, Mac",P,S,L,22,28,78,79,30,26,83,32,74,66,44,34,41,54,52,10,53,30,0,87,16,61,30,91,127.97006598069002,0.3810512982416751,0.5483368498616553,1.7310783822866473,2.0964591500653063,5.448114452229131,0.1618774687067896,-1.584052897413032,0.9293881481033304
307,"Blake, Rod",P,L,L,22,93,20,81,49,37,24,43,81,64,0,0,0,51,61,31,24,53,16,65,22,96,41,71,43.96198786857788,0.3620964616930382,0.5019053405291607,1.6178651614460493,2.0008533602498773,5.2724050795291895,-0.2973760636906572,-1.0432238225389472,0.8640018022221989
347,"Blash, Ted",P,R,R,20,98,44,58,30,42,44,32,63,60,37,0,0,49,50,44,35,18,10,25,18,83,54,45,51.135783163895326,0.3891323595151835,0.5459585637382555,1.7879810002502923,1.5817905240386538,5.946563604410463,-0.5503996481022831,-2.6070658017056516,0.935090923253439
417,"Bold, David",P,S,R,22,32,79,51,16,32,80,40,74,48,36,22,0,46,18,36,40,27,16,67,24,59,22,60,104.4108563416,0.4083485239188953,0.5742564680729836,1.9028839928595505,1.5021559026186628,6.153586854377194,-0.3835593832753124,-5.830589133015051,0.9826049919918789
223,"Boone, Steven",P,S,L,21,34,71,72,30,33,89,42,73,72,24,23,0,55,10,26,73,33,0,65,15,99,68,74,103.25998245367974,0.38179675880151076,0.5366214602897734,1.7345658737899012,1.9450992399780005,5.453536904366611,0.12697000017295684,-2.279978648204226,0.9184182190912842
384,"Boone, Terry",P,R,R,19,29,80,38,30,29,73,44,74,63,25,22,0,48,8,11,54,20,19,84,15,78,37,100,95.21756347568174,0.4137245858699787,0.5641874679200555,1.932568186270879,0.971096056958053,6.266431913163845,-0.8119013434957545,-3.758576121542881,0.9779120537900341
324,"Borland, Mike",P,R,R,18,31,100,65,25,27,37,54,72,37,46,22,0,50,67,22,5,11,1,85,24,78,32,36,95.03852603308331,0.40286018973073073,0.5787726675570111,1.8654917319558333,1.8919270657495628,6.12601827953794,-0.2652221982276565,-6.182204518698451,0.9816328572877417
90,"Boskie, Marcus",P,R,R,21,87,23,63,58,58,80,84,98,73,0,0,0,64,30,9,74,28,0,92,18,83,17,100,70.15197519179159,0.3462561058099319,0.4249415129531732,1.502776164921501,2.138562658935831,4.541502640509364,0.22024026942250577,0.1895021644039882,0.7711976187631051
170,"Branson, Chad",P,R,R,18,44,23,59,63,76,83,53,76,79,43,0,0,57,19,41,69,31,12,64,32,85,47,81,63.04577992533114,0.33431165343570757,0.4114404271812752,1.4348739858652813,2.059972946183875,4.525473833100657,-0.015950395912555832,0.531343059629579,0.7457520806169828
4,"Buchter, Sean",P,S,R,20,31,78,85,84,97,74,65,80,73,45,55,43,88,0,36,89,81,34,93,52,100,48,73,211.38238241629014,0.28592954073860144,0.34104184042434177,1.120733013063541,2.929786797992826,3.4836140311407258,2.814607387360893,6.0212150884392575,0.6269713811629432
113,"Bush, Ken",P,R,R,18,30,97,57,44,52,88,45,81,55,67,33,0,62,15,0,53,21,35,80,49,43,61,91,115.91815825908782,0.37001154360941624,0.49697688629932263,1.6530848519049248,2.1502698558448747,5.272749613871474,-0.006488175889293365,-0.8758675882968998,0.8669884299087389
60,"Byrne, Wilton",P,R,R,18,68,27,55,71,81,84,47,94,70,61,0,0,67,42,37,89,54,34,97,17,56,38,69,77.1056171177426,0.3242187080978379,0.3849128852304835,1.3673303284741372,2.1742456175505143,4.292499094142579,0.3445538840128084,1.0228885783968817,0.7091315933283214
439,"Cabral, Audry",P,R,R,21,77,30,74,14,27,73,64,52,43,19,0,0,45,19,21,64,17,7,81,39,79,54,86,100.66231700367088,0.405027438177449,0.5887587663639767,1.8872112760682587,1.9763581017720642,5.98591442173981,-0.5753879762728616,-5.13787894065182,0.9937862045414257
148,"Calixte, Harry",P,R,R,22,32,82,17,54,66,83,18,85,71,55,29,33,59,28,31,91,26,11,93,77,85,38,80,107.31508807431679,0.3771084777557195,0.46751598058718835,1.699846228191201,1.0792589010032854,5.640615263263712,-0.6768387799447831,-2.975807074556832,0.8446244583429079
436,"Campana, Arthur",P,R,R,20,20,68,72,14,29,81,39,54,49,33,32,14,45,5,41,41,76,1,82,26,13,37,66,90.29202512475575,0.40128979838353057,0.5882111998333758,1.8632225153921542,1.8646268011405889,5.993891731935651,-0.027696717372211903,-4.732247987992099,0.9895009982169063
304,"Carpenter, Michael",P,L,L,20,48,15,53,68,58,55,86,88,77,58,0,0,51,30,7,15,21,3,61,26,73,27,95,49.29077175038223,0.3498836022811683,0.4234509584299119,1.5262366607054472,1.8604519736279135,4.7501848844534,-0.1943715097920316,-0.14268805046510488,0.7733345607110802
122,"Carpenter, Nicholas",P,R,R,22,37,35,45,50,66,98,90,100,72,66,0,0,61,52,29,66,22,34,75,36,37,34,81,54.618618334150085,0.3524186772632514,0.4171284701649745,1.5370693757938947,1.6000451811080965,4.621719848813679,0.02767567908853083,-0.02478040699524313,0.7695471474282258
41,"Caruso, Jerome",P,R,R,19,23,84,85,40,62,56,90,96,55,56,69,21,70,37,39,12,13,41,65,18,51,41,98,150.63136450240634,0.3330814146051191,0.43618736835723154,1.415991509452405,2.355751947853187,4.376224579248514,1.2324932804147632,1.4657704247442052,0.7692687829623506
147,"Cashman, L.J.",P,S,R,18,22,64,63,37,56,44,73,79,75,35,0,0,59,24,31,26,22,9,100,49,80,58,44,99.87027559651486,0.3616472820184551,0.4704377352410199,1.6017146659221442,1.6545198903761698,5.125171959347327,-0.046549586324874735,-0.2820057371678016,0.8320850172594749
376,"Cassidy, Peaches",P,R,R,18,62,48,25,43,35,38,42,65,70,44,0,0,48,30,47,19,29,10,78,17,3,26,73,46.17469802654565,0.41346242514160403,0.549040389557611,1.9334627661327866,0.7268948627613279,6.451086482302056,-2.273086260258412,-3.24521401488618,0.9625028146992151
260,"Castro, Yorman",P,L,L,21,50,32,84,33,32,29,70,65,76,37,0,0,53,9,42,50,74,7,83,39,47,38,100,58.85910787337552,0.37283117439151237,0.5224535912096786,1.6794412821821427,1.9683879403735143,5.351204108372845,-0.4265748100644665,-0.8793531481730187,0.895284765601191
8,"Chavez, Pepe",P,R,R,19,29,91,100,66,79,84,57,92,87,70,51,29,80,75,18,56,78,10,21,24,29,56,65,222.89578921996795,0.29087245183199734,0.37116506828777446,1.1527092482661163,3.362767502514697,3.463545712614178,2.7871579976202847,4.421525910270872,0.6620375201197718
379,"Collins, Stretch",P,S,L,18,12,68,55,52,36,39,80,62,68,42,47,33,48,46,6,15,29,35,43,19,37,38,50,50.05864951400588,0.38680821576992797,0.5189579079291506,1.760578090202172,1.6728583895555027,5.691312713391705,-0.5790418913547967,-2.090087115434344,0.9057661236990786
69,"Concepcion, Julian",P,S,R,18,65,11,100,81,94,85,34,100,67,84,0,0,66,47,23,69,94,22,57,21,57,42,70,60.78918542938041,0.26974736412350186,0.3278690540614073,1.0317114849335216,4.835636773411227,3.112549652933783,1.1455867637516848,3.315894907159062,0.5976164181849092
458,"Correa, Yohan",P,S,L,19,70,25,44,25,24,77,81,69,56,0,0,0,44,42,34,45,28,27,98,26,35,87,74,42.012261039128646,0.4191523432139051,0.5676141491052967,1.9679410945053732,1.2892325449158393,6.180938512749847,-0.667224004417385,-6.7652649916050525,0.9867664923192019
401,"Cruz, Lorenzo",P,R,R,19,11,64,84,16,25,93,52,73,46,30,0,0,47,19,37,38,96,15,83,54,42,41,77,57.192163730736155,0.39085252528897974,0.5688945167940129,1.7958755879466526,2.3545415812604746,5.566687309946898,-0.11122967023651956,-3.7601502294909124,0.9597470420829927
326,"Dale, Dickie",P,R,R,22,89,21,84,25,30,71,76,73,47,25,0,0,50,29,23,83,47,0,79,43,38,73,82,48.927186077480904,0.3815259794059384,0.5406935540628915,1.7350406313198734,2.1880489400800385,5.351907508840461,-0.2690229015675461,-2.784305030003835,0.9222195334688299
62,"Daniels, Walter",P,S,R,20,29,78,39,60,75,82,71,62,62,46,39,0,67,21,24,51,21,13,90,24,76,41,92,148.84166649231997,0.36224762555559326,0.45141525447036585,1.6007934055810886,1.18539828000228,5.17420452879104,-0.11339056713194627,-0.31623049299357875,0.8136628800259591
380,"Day, Ike",P,S,L,20,20,80,60,26,25,67,63,64,47,42,37,7,48,0,23,45,18,6,97,39,87,66,66,105.16378360144988,0.4076631604490865,0.577451323150487,1.8942125519491566,1.6696215191953838,6.065927001546785,-0.25593705944706413,-5.464825941600141,0.9851144835995735
159,"Decker, Aledmys",P,R,R,22,30,86,86,27,44,36,68,55,71,36,42,26,58,19,30,21,44,8,64,33,92,35,60,168.77003424089747,0.36724711451683384,0.5233536462136825,1.6406102015255324,1.974128958875845,5.313524609921477,0.3486346204594066,-2.6092338902074834,0.8906007607305164
244,"Dempster, Bernard",P,L,L,21,62,41,73,33,37,68,70,48,52,37,0,0,54,27,50,46,40,2,71,34,58,37,64,75.77395741108748,0.3891087046846521,0.5518105660871242,1.7830146088557821,1.9574703615752704,5.663401319791495,-0.501047712061152,-3.1059556883583994,0.9409192707717763
460,"Diaz, Livan",P,R,R,18,64,52,41,19,28,88,45,67,38,0,0,0,44,19,28,60,16,3,63,12,71,32,64,47.720254613145336,0.42518264544296364,0.5952834881106801,2.013146629205276,1.3083503174723863,6.500964098594803,-0.9449420088359175,-9.002877129525611,1.0204661335536438
476,"Dimaggio, Heath",P,L,L,19,56,20,22,44,33,71,82,77,67,32,0,0,43,31,34,94,24,33,88,23,44,50,64,25.057168063055226,0.4137703577238917,0.525844347821528,1.9293143009837068,1.0247384040731657,6.10817923550373,-1.3659171082024266,-2.8424691822074433,0.9396147055454197
32,"Donovan, Louis",P,L,L,18,31,42,82,80,69,56,91,94,84,57,0,0,71,23,19,17,20,25,73,30,100,38,91,100.20606253215941,0.31063381522389666,0.37132892943487233,1.275266765161025,2.4902484495713026,3.82413616905984,0.7624475620488447,1.4149573222112726,0.681962744658769
137,"Dorsey, Ken",P,L,L,18,24,88,50,58,50,81,51,77,66,28,55,25,60,16,17,52,23,11,72,19,66,76,52,120.77169014533257,0.37130007074702587,0.48614050296430944,1.6611677575510875,1.53927231518089,5.3217855762773425,-0.23044195487112357,-0.4086235160454916,0.8574405737113353
157,"Ducey, Carl",P,L,L,18,38,46,100,41,32,87,37,66,43,76,25,0,58,19,18,50,42,23,76,16,100,50,67,66.34384285403821,0.3617746774611832,0.5355033161303557,1.6145453948236446,3.9146860615358183,5.021920551408837,-0.14348625828276027,-0.6724840991804222,0.8972779935915389
42,"Durham, Jerry",P,L,L,20,28,81,97,63,55,42,23,85,87,64,0,0,70,42,26,27,82,6,51,31,62,42,87,170.94993896435156,0.32104907726645693,0.44077466780197205,1.3529332150436364,3.37322745531376,4.366053689357205,1.034673229649709,1.9016020933221862,0.761823745068429
47,"Durham, Solly",P,R,R,20,21,86,84,61,54,75,44,82,55,43,26,0,69,9,15,66,68,49,95,32,86,55,88,136.65057225172467,0.34140795059851736,0.4651534352090747,1.4769049740825602,2.3077484311476013,4.660439174760397,0.6071423954939548,0.6304597977662699,0.8065613858075921
500,"Duvall, Jerrod",P,R,R,19,52,22,65,17,32,78,61,60,51,29,0,0,42,32,33,31,91,20,74,50,95,43,91,50.42288871250499,0.40035544634271963,0.5650236900369924,1.857408349950283,1.8661402653673278,5.878797749518837,-0.4163696737656356,-4.989216872370466,0.965379136379712
416,"Eusebio, Deivi",P,R,R,22,92,29,48,14,27,82,77,74,52,0,0,0,46,16,13,45,18,14,98,27,82,16,60,50.787757672842936,0.41633059496905844,0.5691328949321993,1.9503644120239545,1.5105650975398575,6.11175002239877,-0.45484704223070876,-5.778668214701561,0.9854634899012578
284,"Farrell, Sparky",P,S,L,19,28,67,78,29,26,57,20,81,40,61,48,31,52,17,38,36,57,48,85,42,28,50,88,86.683593745724,0.38274355154557793,0.5591367756465387,1.7468815672497429,2.0473206113839395,5.681730184325765,-0.052958154690870236,-3.1978210850356104,0.9418803271921167
461,"Federowicz, Hugh",P,L,L,21,89,22,77,30,18,83,65,69,63,0,0,0,44,13,21,35,49,35,24,44,44,78,88,34.04232386560629,0.3962115597972619,0.5645365777926632,1.8302182432632081,2.162900182529685,5.655283857615164,-0.1734508484730094,-1.445297676627369,0.9607481375899252
305,"Ferguson, Glen",P,L,L,19,44,21,73,52,50,22,78,87,80,36,0,0,51,50,25,31,22,10,70,23,12,26,83,48.20649149908989,0.34809209049824225,0.4472675891825351,1.5199698936777215,2.00633013483696,4.832729778487758,-0.1515203195729268,0.2362718800925437,0.7953596796807774
350,"Fornataro, Zeke",P,R,R,18,13,69,64,34,46,45,87,51,37,39,23,0,49,15,40,23,5,35,74,15,89,37,34,69.87196600122554,0.38961164678274995,0.5407026555535868,1.7819792027904375,1.3619455391254427,5.789766041555275,-0.5751963077781337,-3.942144267725526,0.9303143023363367
103,"Gabriel, Angel",P,S,R,20,36,78,71,41,56,42,69,75,53,34,52,10,63,17,3,47,26,0,62,55,82,51,66,117.67448351490339,0.3587504889340323,0.48456897623815576,1.5849635717767525,1.7630305626255949,5.156186386386493,0.4715645804423336,0.2150751231817689,0.843319465172188
418,"Gabriel, Nate",P,R,R,20,87,15,85,33,47,32,27,72,75,0,0,0,46,57,17,29,62,0,30,17,59,42,84,25.04896370931385,0.3555423577510682,0.5007156001183305,1.5824524983440147,2.297196559492803,5.220292569432051,-0.4829711256087946,-0.956822220898178,0.8562579578693987
12,"Garces, Willie",P,R,R,18,38,60,81,60,86,25,83,74,74,46,62,51,77,43,61,32,68,14,79,20,68,18,65,125.20174558504966,0.30837477929282775,0.3819281149005638,1.2642523428243428,2.1697920098906507,4.098434671310921,0.6924676178489373,2.222981827509946,0.6903028941933915
246,"Gennett, Jack",P,R,R,20,30,84,73,15,30,96,33,74,40,43,0,0,54,74,31,57,43,6,100,31,66,0,84,109.6240164316596,0.39591792480534543,0.5758883059861719,1.8266847229629257,2.0719927006027263,5.779990900481086,0.1783700000072126,-5.953056845990001,0.9718062307915174
146,"Glanville, Luther",P,R,R,20,82,9,80,86,71,35,59,82,66,0,0,0,59,27,32,41,80,20,80,43,73,46,82,59.300975491093745,0.3164845984217096,0.39493031095199704,1.325680369671129,1.803141970495508,4.265367790343433,0.032574359978523745,0.8568674322505713,0.7114149093737067
91,"Glass, Chaz",P,R,R,20,81,33,51,51,59,91,87,83,88,0,0,0,64,16,51,90,18,10,66,30,100,29,81,67.36269579268914,0.36035240418522846,0.44203262224874373,1.5900096512626907,1.5301212043061583,4.843663641218432,-0.1304426057775423,-0.42241273299129917,0.8023850264339722
101,"Glover, Daryl",P,L,L,19,23,55,72,65,61,76,70,73,52,33,34,26,63,11,24,69,82,30,79,35,53,68,63,75.64350561707053,0.344927013986822,0.4503062215512936,1.499061297901885,2.0277806782305783,4.696453458395168,-0.02821241748172179,-0.2004962834240269,0.7952332355381155
282,"Gonzalez, B.C.",P,R,R,18,40,46,56,25,38,91,70,69,56,54,0,0,52,33,4,46,14,8,90,38,87,39,82,58.20381694003298,0.3948033448246821,0.5375413517456723,1.813603813456193,1.7185477042470843,5.652919403514481,-0.21225804937671125,-5.867357703568544,0.9323446965703543
395,"Goodwin, Phillip",P,L,L,20,33,74,54,27,27,40,77,54,62,24,30,0,47,1,29,29,29,0,73,45,62,65,48,116.83724211340781,0.4120362375219833,0.575322339203472,1.920960073991222,1.2295054386410833,6.252425800300269,-0.36519667609665085,-5.902258502580049,0.9873585767254554
349,"Gordon, Cam",P,R,R,20,62,24,47,26,35,84,99,82,71,39,0,0,49,12,32,51,27,0,89,50,67,37,100,50.84537727849096,0.39659476005456407,0.5137940924028566,1.818490014176001,1.7418651657526776,5.542372262122555,-0.02729033307878537,-4.896885578073908,0.9103888524574206
61,"Gray, Myron",P,R,R,19,67,26,72,68,80,39,78,88,76,42,0,0,67,9,40,51,45,6,69,42,33,45,96,73.15989346218143,0.31549695036842507,0.37848849312033384,1.3116758630633596,2.0972319589701867,4.154459366592824,0.1235969465032162,1.022242126492405,0.6939854434887589
238,"Griffin, Dennis",P,R,R,18,26,66,78,22,39,80,34,65,63,41,33,38,54,16,24,69,62,0,92,37,80,58,81,98.41096507852816,0.3757276497120494,0.5381044119189993,1.7002694626961299,2.083245778165886,5.416200272591259,-0.038057254527357774,-3.590736327850046,0.9138320616310487
70,"Griffin, Irv",P,S,R,18,57,19,100,77,84,44,37,100,63,47,0,0,66,14,44,29,57,13,98,30,65,42,65,62.81173149492469,0.28311374567098035,0.3545042910802415,1.116913680344613,3.252102547214868,3.542496188623514,0.38586027967618036,1.4316762398475587,0.6376180367512219
158,"Guerrero, Carl",P,R,R,22,30,69,82,36,47,12,48,76,70,55,22,0,58,39,8,46,53,3,78,39,79,50,72,115.67314135107944,0.35563271506054184,0.49453077475056295,1.570107067266427,1.9390508485434097,5.200552827076225,0.18408719467269155,-0.9014363437035453,0.8501634898111048
200,"Guerrero, Placido",P,L,L,22,24,78,89,40,34,36,53,68,54,63,46,27,56,9,21,31,73,5,53,36,13,55,88,122.0604470720773,0.3663548633460213,0.5291235167354063,1.6380916317173875,2.4018375922646498,5.302540652273965,0.28151153843700655,-0.41046281303357773,0.8954783800814275
5,"Guzman, Yuniesky",P,S,R,18,35,63,89,85,100,82,83,78,73,43,50,61,87,50,42,82,73,18,55,18,57,62,72,159.5075501592102,0.28008541111508595,0.3274128117245958,1.0844985684791053,3.7438682755237527,3.2567533654588265,2.391380670132107,4.702928951433792,0.6074982228396817
199,"Hackman, Turner",P,L,L,18,65,34,83,56,34,24,36,92,52,0,0,0,56,9,17,28,60,0,80,30,53,43,88,62.75692414643729,0.35973927855584104,0.4998201996878883,1.6032283777547123,2.1541450291412683,5.227144939394174,-0.2645194901570869,-0.09778172136134664,0.8595594782437294
40,"Hammond, Kareem",P,R,R,20,18,67,100,41,67,83,63,84,67,56,59,40,70,0,27,97,94,14,99,46,93,67,66,108.6455545270733,0.31630845515577344,0.4251095367714277,1.3169594894837122,3.32481712189685,3.983418667234929,1.032938944588567,1.372932930681499,0.7414179919272011
422,"Haney, Michael",P,R,R,21,99,29,81,17,19,26,61,65,58,0,0,0,46,1,15,35,44,31,83,35,55,40,69,64.47478915501397,0.39862640031863017,0.579874976539344,1.8465988869354728,1.8688193309852834,5.966055946063406,-0.5419230687704635,-3.79728910579993,0.9785013768579741
54,"Hanson, Kenneth",P,L,L,18,26,84,45,61,70,83,51,78,69,36,56,37,68,92,13,99,22,11,84,56,100,13,80,137.49352664940517,0.352904466061686,0.4410335829255065,1.5440106824108033,1.430447656708534,4.973526340195031,0.24681238609587464,0.37749885766853286,0.7939380489871926
497,"Hanson, Steve",P,L,L,20,59,30,33,35,40,44,42,52,56,32,0,0,42,17,25,37,28,0,88,42,86,41,68,55.21335465023159,0.4125681558059212,0.5606751075768697,1.9338623046496797,0.7212389741065428,6.467763116550229,-2.2259172702307977,-4.496472094080949,0.9732432633827909
10,"Hardy, Rocco",P,R,R,19,29,57,49,86,100,97,62,91,91,48,55,32,78,60,27,66,56,27,59,37,45,58,79,107.53472310519932,0.3016354918364867,0.3254406764284609,1.2170740554233528,2.759754676717568,3.7754481990707296,1.5558841863500208,3.1782541767020027,0.6270761682649476
283,"Harper, Trey",P,R,R,21,24,83,75,27,27,67,38,73,52,40,36,0,52,25,4,57,78,31,65,21,69,41,82,115.65640588302841,0.3894630341120723,0.5636056616586029,1.7847103724514297,2.041309735061909,5.743096281619488,0.06872537815371497,-4.346474873326805,0.9530686957706752
306,"Hart, Alex",P,L,L,18,21,75,37,45,41,94,56,58,44,32,0,0,51,41,23,41,18,26,78,39,44,51,58,66.94983495019207,0.4087013472790198,0.5525079820964766,1.902283403355458,1.2959772251005819,6.117912243005197,-0.95715289821281,-4.362331967339576,0.9612093293754964
72,"Hartman, Rondell",P,R,R,18,71,38,53,54,64,77,82,73,63,49,0,0,66,53,26,19,32,20,92,50,58,22,92,62.66431169077974,0.35944326478316546,0.45258086967502553,1.585854860421323,1.561351966895871,4.956885754414639,-0.26580084574951046,-0.6296138260818172,0.812024134458191
94,"Hayes, Lou",P,R,R,21,26,91,79,50,71,44,27,79,47,29,45,0,64,62,34,11,29,40,44,40,59,25,73,142.48596118561878,0.3354039425371254,0.45947087936269193,1.4460059776364267,1.900142510174442,4.875742564207795,0.650815837407722,0.8538565836533092,0.7948748218998174
479,"Hester, Burch",P,L,L,18,45,22,69,32,38,40,61,70,42,44,0,0,43,7,23,21,69,36,76,56,43,57,68,37.99595583756966,0.38333989858279816,0.5336639745593379,1.7504961462959758,1.845202452986343,5.6674873450110965,-0.4022536823426419,-2.3933686996769787,0.917003873142136
243,"Hiatt, Slim",P,R,R,22,19,72,72,28,34,22,72,81,65,37,0,0,54,18,9,24,21,0,89,38,72,21,100,83.09514074676507,0.3803823092746158,0.5235819611471673,1.7223355682854529,1.7412334099465425,5.555051023760202,0.02209336289555636,-3.561601325742135,0.9039642704217831
149,"Hinch, Alex",P,R,R,18,9,89,53,53,74,92,82,67,51,51,22,0,59,0,20,55,36,8,60,48,69,65,53,64.62296898298243,0.3568871522094993,0.45416235991235077,1.5680314870777217,1.731105413920736,4.950743223428657,0.028627356242046615,-0.7691434310332991,0.8110495121218501
437,"Holmes, Kolten",P,S,L,22,27,71,52,22,22,35,69,71,60,42,41,0,45,0,43,25,17,8,70,26,22,27,70,96.42680679051388,0.41234851876628653,0.5739537036570336,1.9227911069440162,1.402045103559677,6.2614007447034155,-0.35755003851327444,-5.786957460966583,0.9863022224233201
440,"Howard, Duke",P,L,L,20,17,73,42,31,22,75,56,78,58,23,0,0,45,25,27,45,23,0,76,39,95,34,78,55.02178899305985,0.41750350942795056,0.570360998311499,1.9570594919991322,1.1827503547315394,6.247200089533294,-0.7664256545521844,-3.042965404146988,0.9878645077394496
415,"Hundley, Dean",P,S,L,19,58,17,69,35,40,92,47,71,52,47,0,0,46,5,9,64,71,6,85,38,62,3,60,35.5778203043826,0.3776086061737357,0.5223829812333534,1.7133968012204348,2.0780615312637427,5.354826627649522,-0.23509215666683267,-2.0171450894394187,0.8999915874070891
263,"Hunter, Frank",P,S,R,18,60,39,61,36,28,67,67,85,54,27,0,0,53,11,10,67,15,28,97,47,88,43,65,54.28819123558112,0.39178169525233764,0.5328196270083569,1.7953927810640975,1.7636663009078206,5.622223175137484,-0.22834238804935442,-1.3713755350262518,0.9246013222606946
353,"Hunter, Todd",P,S,L,21,26,73,79,28,17,89,24,57,64,47,23,12,49,26,56,83,75,38,66,34,79,33,55,99.85048451649452,0.3980725684096911,0.5908300671970779,1.8426990594926722,2.033584596947858,5.8560497093041874,0.01836317164804194,-4.660484291201574,0.9889026356067689
414,"Huson, Rashun",P,R,R,21,49,34,52,41,53,22,62,57,55,27,0,0,46,6,9,18,29,0,48,22,82,39,46,67.0602988712465,0.3827376912225112,0.5143537728243333,1.7454814003397487,1.17653438272352,5.847581888218985,-0.6698272969445201,-1.3971873853402337,0.8970914640468445
