Player,Lvl,Frn,Pos,%,Age,Durability,Health,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,$,team,teamid,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
Brett Fedroff,RL,LAA,P,100,20,28,62,61,35,15,20,78,54,57,38,21,19,0,$8K  7650,Anaheim Dirty Halos,6878,97.96616666666672,0.4159016666666666,0.6262900000000002,2.117066666666669,1.1885999999999997,6.193360952684567,-0.6315428642590658,-5.757078842681318,1.0421916666666668
Brian Peterson,HiA,LAA,P,100,22,95,60,21,44,14,13,70,37,51,32,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,67.78430000000002,0.39739,0.6094599999999999,1.9802333333333335,1.5141857142857145,5.6616593030398965,-0.4616930447705218,-4.393161942498006,1.00685
Carter Brigham,ML,LAA,P,100,29,76,87,43,67,59,81,87,81,81,89,0,0,0,$6.8M  6750000,Anaheim Dirty Halos,6878,106.66676666666677,0.3245503333333334,0.38471399999999994,1.362726666666667,2.3602833333333333,4.035410368604522,0.6157538564313275,1.2814626672239955,0.7092643333333333
Carter Fullmer,ML,LAA,P,100,37,61,92,32,82,81,76,76,51,82,78,65,0,0,$5.4M  5400000,Anaheim Dirty Halos,6878,89.72481904761906,0.3129008333333334,0.3928100000000002,1.304563333333333,2.6361999999999997,3.946377527742251,0.2292654254209939,1.156533717289323,0.7057108333333336
Chad Kolb,HiA,LAA,P,100,22,96,87,36,32,18,11,69,60,60,39,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,114.34486666666676,0.43297999999999986,0.61995,2.159300000000002,0.9561499999999996,6.648288590841868,-0.9268566905478598,-5.784605434677083,1.05293
Coco Griffith,HiA,LAA,P,100,23,54,77,32,31,38,40,52,36,63,52,35,0,0,$27K  26250,Anaheim Dirty Halos,6878,84.76304761904761,0.4280700000000002,0.5056549999999997,2.0930366666666695,0.8880999999999999,6.592779305207367,-0.6195902011342003,-2.3591823540937327,0.9337249999999999
Cookie Hagerty,LoA,LAA,P,100,21,28,57,72,61,20,20,14,61,62,47,33,27,0,$27K  26250,Anaheim Dirty Halos,6878,120.77100000000011,0.38200066666666666,0.5762800000000002,1.9471533333333317,1.5056107142857145,5.478569091226762,-0.39198244247794223,-6.786456237597295,0.9582806666666669
Damaso Javier,HiA,LAA,P,100,24,61,53,10,39,36,36,47,69,67,59,33,0,0,$27K  26250,Anaheim Dirty Halos,6878,51.952999999999996,0.40469,0.5015939999999999,1.9946316666666677,1.2263999999999995,5.995983273563476,-0.8493993328636005,-2.416961350762612,0.9062839999999999
Dave Inge,RL,LAA,P,100,20,36,86,29,26,20,16,37,55,48,48,23,25,0,$8K  7650,Anaheim Dirty Halos,6878,62.11899999999998,0.4306600000000001,0.5924400000000003,2.1157000000000017,0.8496333333333328,6.691978111902771,-0.1048636394807852,-5.341562419670449,1.0231000000000003
Donaldo Lopez,LoA,LAA,P,100,20,37,61,22,40,16,16,37,22,57,44,24,0,0,$27K  26250,Anaheim Dirty Halos,6878,60.39649999999997,0.39037249999999996,0.5975600000000003,1.9965000000000024,1.1071999999999995,5.909073308177285,-0.6117561960987628,-5.33427057182219,0.9879325000000003
Earl Sinclair,LoA,LAA,P,100,20,19,73,71,43,24,33,78,59,61,49,36,22,0,$27K  26250,Anaheim Dirty Halos,6878,94.96400000000003,0.38274500000000006,0.5505300000000003,1.9525000000000017,1.6024499999999995,5.6774149773251565,-0.3341813737148264,-6.001634610631377,0.9332750000000003
Enrique Dali,AAA,LAA,P,100,26,75,65,20,40,57,51,88,82,84,56,0,0,0,$55K  54500,Anaheim Dirty Halos,6878,58.28854999999999,0.3909123809523811,0.46765300000000004,1.8093000000000006,1.314485714285715,5.259624338552253,-0.5523605758357518,-0.954842961913988,0.8585653809523812
Evan Gload,HiA,LAA,P,100,20,43,95,14,47,22,28,76,55,71,53,15,0,0,$27K  26250,Anaheim Dirty Halos,6878,56.22133333333332,0.38988999999999996,0.5595299999999999,1.9426559523809532,1.8296166666666671,5.161726889669641,-0.340181974979805,-3.9121895803912663,0.9494199999999998
Felipe Mercado,AAA,LAA,P,100,25,25,99,68,86,70,69,17,85,79,68,58,43,0,$61K  61000,Anaheim Dirty Halos,6878,148.56233333333347,0.320749880952381,0.4102626666666667,1.335461666666667,2.02942,4.336278100951259,0.6828875644236806,2.539808410215648,0.7310125476190477
Francis Ogden,LoA,LAA,P,100,25,37,61,26,29,13,16,45,11,57,48,29,0,0,$27K  26250,Anaheim Dirty Halos,6878,64.74249999999996,0.4270000000000003,0.5901600000000001,2.1737000000000024,0.9006999999999991,6.883521549262289,-0.6890341444287154,-5.363934635223915,1.0171600000000005
Fred Payton,ML,LAA,P,100,28,82,88,49,90,55,63,89,53,87,80,0,0,0,$378K  378000,Anaheim Dirty Halos,6878,75.3740238095238,0.315515357142857,0.4200828571428569,1.3725216666666666,2.734069999999999,3.9982275322749627,0.36791651801503295,1.0220050341240237,0.7355982142857139
Gene Simpson,ML,LAA,P,100,25,26,99,83,91,82,88,44,53,94,69,50,45,54,$1.8M  1765000,Anaheim Dirty Halos,6878,203.99675000000008,0.2871483333333334,0.34784630952380946,1.1659083333333335,2.8274616666666663,3.7736149117441666,2.780004000985312,5.67535672918939,0.6349946428571429
Giancarlo Bocachica,AAA,LAA,P,100,23,25,46,63,84,74,55,84,83,88,72,60,37,32,$343K  343000,Anaheim Dirty Halos,6878,102.3337500000001,0.33390476190476176,0.43011099999999997,1.4116816666666665,2.365503333333332,4.287927090207703,0.7507128520682685,0.44081985398987056,0.7640157619047617
Guy Jensen,RL,LAA,P,100,20,29,78,60,33,10,8,33,20,57,55,21,24,0,$8K  7650,Anaheim Dirty Halos,6878,104.48266666666672,0.42896000000000023,0.5951300000000002,2.164600000000002,0.8990999999999992,6.790605509401132,-1.7110338354960544,-5.343677633346697,1.0240900000000004
Hernan Benitez,HiA,LAA,P,100,22,41,89,30,46,17,15,30,0,53,52,26,0,0,$27K  26250,Anaheim Dirty Halos,6878,61.81849999999996,0.391787142857143,0.5850433333333335,1.992891666666667,1.4365416666666664,5.790753816843517,0.0033936585996352563,-4.533698494510879,0.9768304761904765
Hick Bryant,LoA,LAA,P,100,20,27,87,63,33,20,16,35,32,57,39,35,0,0,$27K  26250,Anaheim Dirty Halos,6878,116.15950000000014,0.4267100000000002,0.6068700000000002,2.135983333333336,0.8826999999999998,6.8197734967320915,-1.2786070524049946,-6.403222471579362,1.0335800000000004
Hugh Slocumb,ML,LAA,P,100,24,21,62,75,77,78,82,88,88,97,72,67,66,0,$5.8M  5820000,Anaheim Dirty Halos,6878,159.29629523809544,0.30082966666666655,0.34376450000000003,1.2441783333333334,2.820674047619047,3.707379781483577,2.1313707519303278,3.2518636455087813,0.6445941666666666
Hulk Bannister,RL,LAA,P,100,22,30,83,61,7,23,21,76,51,53,38,28,21,14,$8K  7650,Anaheim Dirty Halos,6878,114.85583333333345,0.43696000000000007,0.6134300000000001,2.1897000000000015,0.8928666666666661,6.828858892189925,-1.7203218724048128,-6.513628503087914,1.0503900000000002
Ivan Espinoza,RL,LAA,P,100,19,63,89,27,52,22,30,23,33,58,40,0,0,0,$8K  7650,Anaheim Dirty Halos,6878,70.89696666666666,0.36738666666666675,0.5788100000000002,1.9005500000000006,1.888314285714285,5.1598909466160645,-0.9365481844455844,-4.7113639464516766,0.9461966666666669
Jade Black,AAA,LAA,P,100,24,25,91,66,59,51,41,83,95,83,68,37,37,36,$57K  57000,Anaheim Dirty Halos,6878,108.56887142857153,0.35940666666666665,0.4809579999999999,1.6405499999999995,1.8172466666666667,5.258205382481354,0.07247225790952176,-0.7082315674446044,0.8403646666666665
Jamie Martin,RL,LAA,P,100,19,26,71,66,54,28,25,36,32,53,33,31,37,20,$8K  7650,Anaheim Dirty Halos,6878,107.5616500000001,0.397615,0.60539,1.9952499999999984,2.0282666666666676,5.773567511358638,-0.44928884558557114,-6.2116625647397825,1.003005
Joaquin Franco,AA,LAA,P,100,28,79,75,30,72,28,27,55,73,72,57,0,0,0,$38K  37500,Anaheim Dirty Halos,6878,77.10700000000001,0.3767745000000001,0.5396679999999999,1.850224999999999,2.035066666666667,5.150580720469941,-0.19635381206773087,-3.5894304147512717,0.9164425
Joe Dale,AAA,LAA,P,100,28,28,78,63,40,61,65,76,80,79,54,55,32,0,$59K  59000,Anaheim Dirty Halos,6878,98.42166666666677,0.34969,0.4575626666666669,1.6268000000000002,1.3084500000000008,5.105396492179681,-0.3511239787728395,-0.8073185333335828,0.8072526666666668
Joe Garcia,AA,LAA,P,100,25,35,75,73,52,33,37,44,40,67,66,27,25,20,$38K  37500,Anaheim Dirty Halos,6878,115.44583333333341,0.37604,0.4882916666666668,1.762266666666667,1.8103999999999987,5.622971995255487,-0.26005955911292933,-2.4677445028338556,0.8643316666666667
Joe Sheets,RL,LAA,P,100,21,45,93,33,33,18,21,71,46,53,47,24,0,0,$8K  7650,Anaheim Dirty Halos,6878,118.35934523809536,0.4281100000000002,0.5853200000000003,2.151400000000002,0.9662999999999997,6.559787394711772,0.2034145618774135,-4.722282074098722,1.0134300000000005
Jordan Coles,LoA,LAA,P,100,21,35,66,47,70,34,40,34,19,59,56,38,30,0,$27K  26250,Anaheim Dirty Halos,6878,102.88526666666671,0.36759500000000017,0.49102500000000016,1.734275,2.413749999999999,5.315052056606,-0.5500328391960914,-2.496314071098075,0.8586200000000004
Jordany Villarreal,AA,LAA,P,100,25,93,56,43,54,38,48,87,50,70,70,52,0,0,$38K  37500,Anaheim Dirty Halos,6878,86.10373333333332,0.3578329999999999,0.48600716666666666,1.6824166666666671,1.987416666666667,4.99027840862191,-0.34026642577595145,-1.1038932375735704,0.8438401666666666
Jose Baez,ML,LAA,P,100,30,31,65,92,89,71,66,37,77,78,69,51,56,0,$6.5M  6500000,Anaheim Dirty Halos,6878,195.88683333333344,0.31792000000000004,0.4202343333333335,1.332005714285714,2.3324023809523804,4.166370160751381,1.230831294879851,2.1427177934065518,0.7381543333333336
Jose Ceda,LoA,LAA,P,100,19,85,94,26,74,64,68,86,74,78,78,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,73.35458333333335,0.32427400000000006,0.4211878333333335,1.3820366666666666,2.402458333333334,4.526383052484503,0.02173594883146868,0.4625161367276916,0.7454618333333336
Kenley Harris,AA,LAA,P,100,21,24,83,77,46,39,37,32,53,93,62,56,42,0,$38K  37500,Anaheim Dirty Halos,6878,110.73666666666674,0.38081000000000004,0.4803435555555558,1.782816666666667,1.4108000000000005,5.302110298545814,-0.12323963183412688,-1.3833826160360942,0.8611535555555558
Kolten Kreuter,LoA,LAA,P,100,22,24,87,84,42,14,20,24,53,54,45,30,32,18,$27K  26250,Anaheim Dirty Halos,6878,123.96383333333343,0.3842305555555555,0.5869100000000005,1.9296250000000006,1.3417,5.706061550787585,-0.35441308521293413,-6.730155319993428,0.971140555555556
Lariel Avilan,RL,LAA,P,100,19,67,82,26,63,23,18,41,65,56,56,0,0,0,$8K  7650,Anaheim Dirty Halos,6878,66.53041666666665,0.384985,0.58357,1.9204199999999987,1.7047833333333329,5.322466100582626,-0.4958143543710588,-5.219695825038824,0.968555
Lew Marshall,AAA,LAA,P,100,23,60,74,34,72,58,61,39,39,65,50,31,0,0,$55K  54500,Anaheim Dirty Halos,6878,79.07216666666667,0.33822249999999987,0.4472838333333333,1.4961199999999997,1.884676666666667,5.067453825565627,-0.6566076170502011,-0.15366201259105655,0.7855063333333332
Lyle Huskey,AAA,LAA,P,100,23,77,97,31,72,53,51,85,53,80,65,0,0,0,$55K  54500,Anaheim Dirty Halos,6878,72.44216666666668,0.3409013333333334,0.4616133333333334,1.5149999999999997,2.186728333333333,4.729605567581176,-0.1632439439025029,0.28633161964016146,0.8025146666666667
Mac Sutton,AA,LAA,P,100,22,45,98,40,42,25,29,36,39,69,66,37,0,0,$38K  37500,Anaheim Dirty Halos,6878,73.6885,0.3997300000000001,0.5381475,1.9942100000000003,1.2226000000000008,5.7666711343838255,-0.4507057654085773,-3.475499389493275,0.9378775000000001
Matt Moreno,RL,LAA,P,100,22,26,63,58,54,19,12,65,54,59,39,26,22,21,$8K  7650,Anaheim Dirty Halos,6878,99.29702380952384,0.3948533333333335,0.6159250000000003,1.9837749999999983,2.0683625000000005,5.551124026634365,0.016357851964443754,-4.633225156318718,1.0107783333333338
Melky Pineda,HiA,LAA,P,100,23,44,60,32,47,24,22,71,51,63,48,35,0,0,$27K  26250,Anaheim Dirty Halos,6878,83.3243333333333,0.38981000000000016,0.579375,1.974500000000001,1.937833333333333,5.3613085278064805,-0.6687975084859817,-4.798292453643517,0.9691850000000002
Micah Long,HiA,LAA,P,100,20,63,82,23,72,49,38,89,55,74,43,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,62.18458333333335,0.3670574999999999,0.4991725,1.677866666666666,2.44655,4.7743128522612,-0.17082751283381772,-0.9988946059365367,0.8662299999999999
Michael Smith,AAA,LAA,P,100,28,36,81,26,53,69,65,47,89,76,59,41,38,0,$55K  54500,Anaheim Dirty Halos,6878,56.22683333333332,0.3322191666666667,0.4073473333333335,1.4424600000000003,1.6628550000000002,4.338928942332654,-0.040484618711742346,0.0688312250662943,0.7395665000000002
Milt Sherrill,ML,LAA,P,100,29,70,61,46,88,57,78,76,76,83,75,0,0,0,$6.5M  6500000,Anaheim Dirty Halos,6878,91.79746666666674,0.3026113333333334,0.372888,1.2508333333333344,2.704266666666667,3.7928778005344004,0.3735743615905758,1.1511370261317428,0.6754993333333335
Moises Almanzar,AAA,LAA,P,100,29,31,98,77,40,72,60,84,81,85,65,45,42,0,$73K  73000,Anaheim Dirty Halos,6878,127.95687500000007,0.3715000000000001,0.4444933333333334,1.7264999999999993,1.2947083333333333,5.345440619168445,-0.39753633628721396,-0.7314213221042624,0.8159933333333336
Neftali Galarraga,ML,LAA,P,100,23,32,73,57,86,65,79,36,52,85,88,51,63,0,$343K  343000,Anaheim Dirty Halos,6878,98.67126190476198,0.3055166666666667,0.3825296190476192,1.245723333333334,2.381021666666666,4.076089120288784,0.5272614595427886,1.3440422640601204,0.6880462857142859
Odalis Pena,ML,LAA,P,100,29,79,92,29,81,65,78,22,30,88,71,0,0,0,$4.2M  4200000,Anaheim Dirty Halos,6878,87.40716666666671,0.31677666666666665,0.40374727272727284,1.304779166666666,2.5441000000000003,4.4714796555195475,0.05383986903869073,0.7106078569323097,0.7205239393939395
Oscar Politte,LoA,LAA,P,100,22,48,92,26,33,34,38,78,53,64,59,36,0,0,$27K  26250,Anaheim Dirty Halos,6878,60.42343333333329,0.4263425000000002,0.51624,2.096300000000002,0.9797999999999999,6.5524939479666,-0.6224634546777209,-2.0105870743072303,0.9425825000000002
Paul Quinn,HiA,LAA,P,100,20,26,80,75,26,45,51,85,36,85,84,43,62,0,$27K  26250,Anaheim Dirty Halos,6878,110.65465079365087,0.4347225000000003,0.46075750000000015,2.045533333333334,0.9417533333333334,6.539692999598337,-1.0108874200607187,-1.6868613396240042,0.8954800000000005
Paulie Glanville,LoA,LAA,P,100,20,12,35,65,28,17,21,73,41,55,43,23,0,0,$27K  26250,Anaheim Dirty Halos,6878,87.10983333333334,0.43454000000000015,0.6266700000000002,2.187283333333335,0.9464833333333327,6.727227135049675,-1.4574088793461428,-6.708624679591238,1.0612100000000004
Pete Shaw,RL,LAA,P,100,21,57,73,36,26,13,16,69,71,41,41,22,0,0,$8K  7650,Anaheim Dirty Halos,6878,125.0908095238096,0.4308400000000001,0.6161350000000003,2.2189000000000023,0.9501666666666664,6.697751438691501,0.21304999000523459,-5.411986935256366,1.0469750000000004
Piper Oeltjen,AAA,LAA,P,100,26,27,88,62,85,56,66,38,81,80,72,48,41,33,$64K  64000,Anaheim Dirty Halos,6878,131.5151500000001,0.3250951666666667,0.4192791666666664,1.3797999999999992,2.130555,4.307088529368651,0.4752673983581895,0.624967738668068,0.7443743333333331
Rey Yamamoto,LoA,LAA,P,100,20,59,91,33,50,22,21,43,41,56,50,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,106.05177142857151,0.38356,0.577645,1.979325000000001,1.7956500000000002,5.381197363148852,-0.48112858747479703,-4.911737412997734,0.961205
Rick Recker,RL,LAA,P,100,22,29,78,58,28,12,15,37,50,57,40,14,25,0,$8K  7650,Anaheim Dirty Halos,6878,95.96183333333337,0.43261000000000005,0.6096966666666669,2.189500000000002,0.7798999999999994,6.868681411872512,-0.777727565746911,-5.4680178109582815,1.042306666666667
Rick Williams,HiA,LAA,P,100,21,21,81,85,19,20,18,76,43,66,42,32,20,22,$27K  26250,Anaheim Dirty Halos,6878,107.23066666666674,0.4215166666666667,0.6103299999999999,2.1650000000000027,0.8685999999999994,6.530899556513421,-1.1174677322998559,-7.101388240400711,1.0318466666666666
Robby Ducati,RL,LAA,P,100,19,61,86,25,27,17,22,24,26,50,45,32,0,0,$8K  7650,Anaheim Dirty Halos,6878,66.09563333333331,0.4310200000000001,0.5729666666666668,2.197900000000003,0.8463999999999993,6.612503789196069,-0.337462913592945,-5.173912421161219,1.003986666666667
Robinson Yearwood,AAA,LAA,P,100,25,22,77,81,75,71,56,40,48,83,52,49,36,27,$59K  59000,Anaheim Dirty Halos,6878,136.7519839743591,0.3480348333333332,0.45931314285714303,1.4771571428571428,1.8958249999999994,5.029761770777473,0.283433571543562,0.4658722517797996,0.8073479761904763
Roland Sheridan,AAA,LAA,P,100,24,35,100,28,56,62,51,81,62,74,70,53,45,0,$55K  54500,Anaheim Dirty Halos,6878,63.58699999999996,0.3326261904761905,0.46500650000000027,1.4525916666666672,1.7541600000000006,4.564405543282625,0.19685168372749545,-0.34996103716038335,0.7976326904761908
Sammy DaSilva,RL,LAA,P,100,21,30,86,82,30,18,15,27,50,53,35,20,25,0,$8K  7650,Anaheim Dirty Halos,6878,119.0259666666667,0.43036,0.6036400000000003,2.135900000000002,0.8619999999999999,6.897409486488732,-1.385623527804745,-6.867290371803736,1.0340000000000003
Socks Stubblefield,AA,LAA,P,100,27,65,79,39,70,43,37,82,81,69,53,0,0,0,$38K  37500,Anaheim Dirty Halos,6878,78.79746666666664,0.3676661666666668,0.4930700000000001,1.775942142857142,2.045316666666666,4.930836618857418,-0.37845123908373124,-1.458517233986216,0.8607361666666669
Souta Suzuki,RL,LAA,P,100,19,43,83,44,11,21,26,68,71,59,52,30,0,0,$8K  7650,Anaheim Dirty Halos,6878,98.18366666666672,0.4356900000000002,0.5881400000000001,2.2222000000000026,0.918533333333333,6.545385894353571,-0.5467214023274923,-5.829605754196603,1.0238300000000002
Tanner Zych,HiA,LAA,P,100,23,24,90,84,69,25,23,80,54,60,49,31,19,0,$27K  26250,Anaheim Dirty Halos,6878,109.9448571428572,0.38395666666666683,0.57972,1.901863333333332,1.7927750000000002,5.397895070336392,-0.04052814695786345,-6.320693845420185,0.9636766666666668
Tim Ruf,LoA,LAA,P,100,21,60,75,25,67,14,23,81,43,54,48,26,0,0,$27K  26250,Anaheim Dirty Halos,6878,69.23616666666663,0.3869906666666669,0.596584,1.9460999999999982,2.0843749999999983,5.328630781657487,0.1461373330215433,-5.045669901280478,0.9835746666666669
Trenidad Bryant,LoA,LAA,P,100,20,48,90,24,24,24,28,29,32,53,50,21,0,0,$27K  26250,Anaheim Dirty Halos,6878,59.03433333333329,0.43246000000000023,0.564083333333333,2.137800000000002,0.8147749999999995,6.631146948663411,-0.27946361195229963,-4.309720662894905,0.9965433333333333
Ugueth Guillon,AAA,LAA,P,100,24,24,65,64,82,59,54,26,59,88,67,59,0,0,$57K  57000,Anaheim Dirty Halos,6878,110.64163809523818,0.3404799999999999,0.45704666666666666,1.4957083333333332,2.136433333333335,4.812871258382654,0.4107365872972952,-0.4093278186982471,0.7975266666666665
Vin Duran,AAA,LAA,P,100,26,86,63,22,46,52,60,93,79,81,63,0,0,0,$55K  54500,Anaheim Dirty Halos,6878,63.84783333333333,0.3884600000000001,0.4444244999999998,1.8046999999999995,1.45623619047619,4.934279174924074,-0.28106104129698706,-1.0029103645153057,0.8328844999999998
Wil Whiten,AA,LAA,P,100,23,65,95,15,23,47,55,83,54,75,58,38,0,0,$38K  37500,Anaheim Dirty Halos,6878,55.52624999999998,0.4258199999999999,0.47120399999999996,1.9651999999999996,0.9567999999999997,6.162667391842088,-0.45725412555135014,-1.2884406980893182,0.8970239999999998
Wilkin Johnson,HiA,LAA,P,100,20,29,86,81,56,41,49,41,62,84,66,42,44,43,$27K  26250,Anaheim Dirty Halos,6878,112.38815476190484,0.3633980000000001,0.4835550000000001,1.6522749999999997,1.7548624999999993,5.382695873338759,-0.15093398584963297,-1.4245350826388141,0.8469530000000003
Woodie Magee,HiA,LAA,P,100,21,67,70,29,69,21,18,80,18,65,59,0,0,0,$27K  26250,Anaheim Dirty Halos,6878,76.42499999999997,0.3825716666666665,0.5998700000000001,1.9207416666666648,1.8883083333333315,5.285412564851377,-0.5473221046458242,-4.853889431493481,0.9824416666666667
Yuu Chen,AAA,LAA,P,100,26,77,99,30,47,66,64,94,7,86,55,0,0,0,$55K  54500,Anaheim Dirty Halos,6878,73.21928333333334,0.35656703968253967,0.45009250000000006,1.6764458333333332,1.6943300000000008,4.932369554386662,-0.26325272909235153,-1.117872630055556,0.8066595396825398
AJ Barr,HiA,ARI,P,100,21,27,78,73,51,27,33,52,66,72,61,43,39,0,$27K  26250,Arizona Dry Heat,6865,107.16225,0.3703258333333334,0.53507,1.7619433333333334,1.672756666666666,5.2857261627658385,-0.05587838520057737,-4.566192005290458,0.9053958333333334
Alberto Guerrero,LoA,ARI,P,100,19,19,32,67,33,13,11,16,19,52,44,28,0,0,$27K  26250,Arizona Dry Heat,6865,117.73636666666674,0.4307300000000003,0.59125,2.159040000000003,0.9441833333333327,6.479569405929215,-1.462073053944128,-7.4707215684327295,1.0219800000000003
Alexei Leon,AAA,ARI,P,100,23,52,92,49,51,45,38,48,25,63,52,45,0,0,$55K  54500,Arizona Dry Heat,6865,88.79150000000001,0.36298083333333336,0.5029666666666666,1.6998499999999996,1.7118066666666665,5.367278104243589,-0.3010553575078025,-2.340796170921559,0.8659474999999999
Andres Ayala,AAA,ARI,P,100,31,69,47,29,68,51,52,69,70,78,56,0,0,0,$55K  54500,Arizona Dry Heat,6865,72.91466666666668,0.35237999999999997,0.4557692500000002,1.509293333333334,2.082543333333333,4.777268636854047,-0.224470359837979,-0.21021690960940048,0.8081492500000002
Bo Cintron,HiA,ARI,P,100,21,34,98,90,45,23,20,85,69,71,40,28,0,0,$27K  26250,Arizona Dry Heat,6865,134.78625000000008,0.39150999999999975,0.6011400000000002,1.9732200000000006,1.5023,5.781577913132497,-0.47463995395322006,-6.940228039416899,0.99265
Bryan Bourn,HiA,ARI,P,100,21,34,84,80,38,30,26,80,17,64,52,35,18,0,$27K  26250,Arizona Dry Heat,6865,122.82300000000005,0.3917750000000002,0.5806700000000002,2.0756500000000018,1.3364599999999993,6.179702109804143,-0.7069100416476569,-5.6632060789727925,0.9724450000000004
Charlie Lincoln,AAA,ARI,P,100,23,22,75,54,81,35,27,84,21,68,57,42,40,37,$55K  54500,Arizona Dry Heat,6865,78.13499999999998,0.37383749999999993,0.5414599999999998,1.7515666666666652,2.1694499999999994,5.205669191373255,0.20688927863605033,-1.055726143495205,0.9152974999999998
Charlie Mayne,AA,ARI,P,100,20,80,69,23,52,39,49,87,51,88,71,40,0,0,$38K  37500,Arizona Dry Heat,6865,61.40973333333334,0.36715500000000006,0.4536094047619049,1.6910500000000015,1.801141666666666,4.985707481877592,-0.05702966511487177,-0.6893074458485765,0.8207644047619049
Clarence Castillo,LoA,ARI,P,100,19,16,95,65,39,45,48,25,56,71,64,37,34,28,$27K  26250,Arizona Dry Heat,6865,95.72630000000007,0.38606833333333357,0.5008816666666666,1.8816500000000007,1.167033333333333,5.887839492363468,-0.6279300794164585,-1.6492382957267997,0.8869500000000001
Clarence Herzner,LoA,ARI,P,100,22,21,67,66,41,37,28,43,48,72,49,38,32,0,$27K  26250,Arizona Dry Heat,6865,100.2743000000001,0.38373833333333346,0.5384650000000003,1.9550666666666674,1.108,5.874403156117441,-0.5176358356652145,-2.7203426027753856,0.9222033333333337
Clayton Boucher,AAA,ARI,P,100,41,15,46,35,37,34,45,37,52,51,45,36,26,27,$117K  117000,Arizona Dry Heat,6865,154.3998333333335,0.39026666666666665,0.4925,1.9423916666666678,1.212599999999999,5.805510850483691,0.5170431813969341,-1.667253355588339,0.8827666666666667
