Rank,Player,Pos,Bats,Throws,Age,Contact,Power,LH,RH,BattingEye,BaseRunning,Bunt,Push/Pull,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Durability,Health,Speed,Patience,Temper,Makeup,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
146,"Amaro, Miguel",1B,R,R,18,57,0,60,32,62,43,100,26,57,64,53,35,42,14,85,72,85,81,2,51,0.24673788349137366,0.31761139090695767,0.25711418537083075,499.9125124728307,950.8680036757141,0.88145,50.460499891597046,60.23900180697466,-37.9630502435247,1.3938280667451173,0.7686321111279467,-14.183412439459591,0.0,0.5747255762777884,0.0,16.663750415761022,-8.152160525340484,-4.2574635523074065
42,"Araujo, Irving",2B,R,R,21,48,72,72,30,43,45,29,38,72,73,78,67,66,21,98,85,62,58,46,47,0.23822365576980747,0.2903549419431635,0.41272031211004456,573.2176937945187,1136.860065985471,0.95809,76.19227524776265,77.18501624822409,-15.703874324454258,-2.2513104114080242,0.6507659558250565,0.111162714548005,0.0,0.7030752540532081,0.0,19.10725645981729,1.9493485356403826,0.32379537508973766
269,"Armas, Jesus",LF,L,L,18,49,29,27,47,0,65,100,54,50,73,47,57,45,0,85,42,74,81,28,71,0.23630451664247398,0.26487698733667175,0.31921988605379287,456.7890624385327,896.3713492732495,0.77444,47.247255379618345,60.999429157739826,-44.03560143321509,1.870708068088083,-1.9611683854483888,-6.56827782817926,1.2439568466241655,0.5840968733904646,0.0,15.226302081284423,-4.610963730829473,-3.841886134084971
94,"Aubrey, Herm",LF,R,R,21,37,64,38,64,25,50,67,32,65,50,55,51,82,0,93,100,81,37,45,61,0.2412487352430825,0.2805271242860901,0.41050506511539675,565.4050574973226,1111.8700025063008,0.9175799999999996,74.32967790622983,75.92330081051345,-20.253706402284905,2.0916599471023254,-0.8186781988402447,7.070063823446332,0.03374861244975884,0.6910321894014868,0.0,18.84683524991075,-5.719495897666156,0.20514305717944764
343,"Austin, Jesse",RF,R,R,19,37,0,32,14,32,57,80,8,48,68,54,63,53,32,86,57,76,41,30,70,0.2186741356002279,0.27123450351060563,0.21164775451201745,412.50559262931347,844.4414304178208,0.76128,24.031026955628967,40.77144971427413,-64.07565528668765,0.9037126817833102,-1.3988485725970707,-10.148749473777476,0.0,0.4828822580226231,0.0,13.750186420977116,-4.34383451861019,-6.441909179488553
365,"Bailes, Larry",C,R,R,20,44,6,46,35,57,24,79,71,46,21,42,74,82,76,68,42,22,74,46,56,0.23915786501117106,0.30590183605029886,0.2348217579385524,337.0661831619218,696.8730216417462,0.9149719999999997,42.50524884065866,44.68230135092787,-35.452044252938926,-5.9827664917193575,-0.628838462481528,9.77069200481036,2.48180145551458,0.5407235939888513,3.6039758272580484,11.235539438730726,3.5847377656468424,-1.334442508608342
358,"Banks, Henderson",RF,R,R,22,13,31,23,32,40,30,16,26,47,52,53,78,62,14,98,84,22,53,42,84,0.22119374802491804,0.27465137695493996,0.2744789456980558,463.988143671304,979.0755114201456,0.8949899999999995,38.01556137092897,52.039097961457365,-31.45926755406271,-3.3758734067724445,-2.287490679785468,-2.0354290730326747,0.018146925929173746,0.5491303226529958,0.0,15.466271455710132,-5.036396663683877,-2.6649505716652637
359,"Barrios, Jairo",DH,L,L,20,29,36,18,38,59,60,13,45,47,31,38,26,64,15,86,50,49,70,17,30,0.2328028572605615,0.299294470541436,0.31813105764979555,459.33602121658623,908.0116703547537,0.64716,56.95738527079133,61.93099529279069,-21.063686546865156,-4.4705151317824985,0.32942482342578416,5.070502615500828,0.01706100480268935,0.6174255281912315,0.0,15.311200707219541,-12.45557846851514,-1.7747133337464944
300,"Bassitt, Evan",DH,L,L,18,22,71,36,28,65,16,35,19,48,14,28,19,22,0,88,95,35,45,46,44,0.23658643527683842,0.30686498158066605,0.4132193253935243,514.3054855680093,996.6769292764366,0.54233,76.68335344484562,84.16634928687044,-11.67067352344046,-2.8028202703249354,-4.007668199575266,-8.013944711767671,0.40314115878187523,0.7200843069741903,0.0,17.143516185600312,-13.671837164285826,-1.9165932909329935
99,"Bassitt, Justin",LF,R,R,18,57,25,26,37,69,70,50,42,62,56,73,43,57,1,84,95,74,50,58,71,0.24053611962949872,0.31388809678308127,0.3021074262139113,525.7666601575911,1005.2445364370942,0.9354699999999997,58.3420591458494,72.49622186366837,-22.407276297877868,1.7862380152692743,0.7802844045684719,0.5063016104934088,0.0,0.6159955229969926,0.0,17.52555533858637,-5.171010989902748,-0.782147699952876
302,"Beckwith, Posiedon",1B,S,R,21,48,45,32,29,40,39,39,11,50,68,60,39,51,0,84,60,27,60,95,52,0.23242310855960474,0.2865647790914223,0.33330655766751516,466.98065785318613,945.1372978314757,0.82926,55.79618707525564,62.23500457950411,-34.85878634124966,-5.809048173637953,-0.3403822804810215,-1.9155265842176965,0.0,0.6198713367589375,0.0,15.566021928439538,-8.103028959460525,-3.5397724707845404
197,"Belnome, Cristian",2B,L,R,20,38,57,30,32,38,56,11,18,56,66,69,60,62,26,92,89,7,71,43,36,0.22736892854845225,0.27715890376766894,0.34075488784480623,483.65418240241706,1027.6271462514997,0.777065,53.88602611520813,67.68049246543424,-23.72749170147748,-4.425757480034827,0.38347651475604383,0.38595814060677086,0.0,0.6179137916124752,0.0,16.12180608008057,1.7620492905546974,-0.9961488265945134
468,"Benson, J.T.",RF,R,R,18,28,11,13,0,28,46,73,47,36,54,54,62,61,0,67,74,52,35,54,28,0.20288939085579005,0.25393636370715383,0.21357195663486414,336.568215993233,692.3399692783132,0.9105899999999997,17.27964549121001,40.56896961175323,-47.74864910377343,-2.310946913595133,-2.1304555135026653,-1.9655750928794307,0.0,0.46750832034201795,0.0,11.21894053310777,-3.561419595053052,-4.471803544058237
84,"Berroa, Paul",1B,R,R,22,54,68,22,48,47,50,45,49,66,61,68,39,65,20,93,85,60,77,78,47,0.23970976565580748,0.2956685084344232,0.40713075828894885,555.5597103144974,1113.9486385509372,0.8263449999999999,76.52823974895777,83.12209258478508,-8.53056321890487,-2.2707332463755114,1.1052375517151398,5.009463603762082,0.0,0.702799266723372,0.0,18.518657010483246,-9.550314116520381,0.3201595929848171
187,"Blue, William",CF,S,L,22,47,51,18,32,35,54,31,34,57,82,77,48,54,0,86,53,68,19,70,87,0.2278283627809162,0.2782847848021899,0.35341739059739385,492.0915588727221,978.4159638341516,0.8405299999999997,57.95472706335617,65.79410664855946,-31.285577401877518,-0.3489666028579321,0.7969823772520745,0.5958795463852502,0.0,0.6317021753995837,0.0,16.40305196242407,1.6776679763960076,-1.3060277477228477
397,"Bolick, Gaylord",DH,R,R,18,54,42,46,29,42,65,23,61,42,4,10,61,73,18,64,35,10,72,56,69,0.24285011194064213,0.3009129068409359,0.34032621647615763,357.36637440603226,656.5822951188311,0.443625,63.56690441205186,57.119371586134875,-29.566137780038154,-4.193133971295005,-0.23695006494248158,-5.8404672975928404,-1.9446655501727381,0.6412391233170935,0.0,11.912212480201077,-9.006615845251456,-3.6983927581505642
423,"Bowman, Danny",DH,S,R,19,20,51,33,31,27,29,29,18,42,25,39,44,26,0,95,83,18,56,79,52,0.22997569597208012,0.274541986077525,0.3446192856932103,486.1278509600088,993.0045000053942,0.4097999999999999,51.28641427808228,59.46562802292775,-36.674174161615575,-4.788423967674736,-2.591011800604885,-18.04113233341144,-0.047604116202627986,0.6191612717707353,0.0,16.20426169866696,-13.621460905423788,-5.737045212876813
354,"Boyd, Alen",DH,R,R,18,31,21,22,37,26,53,88,55,45,4,14,68,85,52,75,83,65,73,42,48,0.22555624592142198,0.2727320345027659,0.2743715452593329,376.2905028471723,760.4914473015815,0.7607999999999997,40.258385579851655,45.27112053319983,-43.235026453111296,-1.4476671898794695,-0.9108025150409176,-1.4136576497863023,-1.1761709845378905,0.5471035797620988,0.0,12.54301676157241,-10.431981444466139,-4.433268183082653
314,"Brennaman, Melvin",SS,R,R,19,36,0,32,56,21,50,78,45,49,76,74,99,84,31,77,89,8,26,39,75,0.23300183277098444,0.2717808971562107,0.2028413160184722,387.9236022327095,845.9537918269634,0.8727400000000002,24.60572928532978,36.04464793535472,-60.474810228394205,-6.12505494245806,-0.8909088180590444,-6.331827596018623,0.0,0.4746222131746829,0.0,12.930786741090316,4.351614155488495,-5.608877180650597
127,"Bromberg, Buddy",LF,L,L,18,32,89,60,34,35,33,22,77,59,67,51,59,46,0,90,61,37,74,41,52,0.23792865997405382,0.28560749837399946,0.4591269296590407,519.115155743435,1012.3056143838912,0.84783,83.29416702541543,79.28188563354664,-11.577936317501997,-3.908815928125965,1.6793821485998572,4.261178501467071,0.0,0.7447344280330401,0.0,17.303838524781167,-5.207333407324544,0.08778093918925338
73,"Brown, Stephen",2B,R,R,20,54,51,64,42,36,62,68,61,67,69,74,63,65,6,90,44,85,54,31,52,0.24599097017271443,0.2947571520522893,0.383385617875963,539.9982555583119,1021.9902190230787,0.8874083333333332,72.38893630151192,79.09522903688942,-17.396006153567228,3.7741900428533026,1.1782828184748693,3.655637653601358,0.0,0.6781427699282523,0.0,17.99994185194373,1.7523837774744147,0.9863431450155672
406,"Browning, Winston",1B,R,R,22,39,0,23,17,19,69,94,39,44,68,58,37,41,0,94,57,72,82,9,47,0.2184637324022375,0.2616519022674347,0.21313134123546074,457.5271943761036,939.339298389852,0.8233100000000002,20.396817735796994,32.631189469212046,-71.55653425695313,0.6159318650032363,-3.5386478172191103,-17.985073793380433,0.0,0.4747832435028954,0.0,15.250906479203453,-8.053320459446606,-8.237352256274697
373,"Burgess, Jandel",DH,L,L,22,4,68,10,10,46,70,42,12,46,58,31,52,37,3,100,53,29,40,78,84,0.21088100638348986,0.27012012489478776,0.36367986873607316,463.4889925327152,943.3300986308604,0.6944166666666668,53.58389141078127,66.02427335479882,-18.591775460681294,-4.669233277634087,-9.566168890231111,-36.58542188070272,0.48582923559833174,0.6337999936308609,0.0,15.449633084423839,-12.940056222645548,-5.778966089970389
93,"Butcher, Jayson",SS,S,R,19,49,67,0,43,30,44,49,36,65,69,82,74,99,16,88,82,75,57,71,71,0.22225525873906882,0.2680774168081333,0.3820361942383932,508.88993824645877,1039.4075416252017,0.9185066666666662,63.49659441602902,65.87341483101353,-29.75259975060758,0.5885250785219944,3.3756420807141962,14.304208400968019,0.0,0.6501136110465264,0.0,16.962997941548625,5.346746613298363,0.7508712312391741
230,"Caballero, Emmanuel",SS,S,R,19,22,21,29,26,55,42,78,78,54,69,88,76,100,3,78,100,52,59,60,52,0.2142753769321022,0.27640704200484423,0.24304150763952753,437.532389363274,903.5491606015712,0.9775999999999996,34.118797555617256,46.57193331794997,-25.992083808405127,-4.099068468820536,3.4469642283907294,14.834029612232642,0.0,0.5194485496443717,0.0,14.5844129787758,4.647886628608905,0.4006570163228225
389,"Campbell, Gary",1B,R,R,19,15,21,31,17,39,53,56,28,45,35,47,64,41,0,93,49,75,44,49,100,0.22096423111306235,0.27661530331934053,0.2721503754976605,456.4409194616601,884.2341876011342,0.7599199999999999,37.153861814579194,59.36057829015046,-42.82218526884576,0.5911662492284383,-2.180242322308172,-6.491708415673106,0.0,0.548765678817001,0.0,15.214697315388669,-7.58088295268462,-4.141340512431503
265,"Campbell, Iago",3B,R,R,18,15,58,41,3,39,35,0,35,50,61,68,75,57,11,89,65,40,74,74,61,0.21005893062062173,0.2632914245235179,0.3339236841178258,446.1517158225179,916.1564432103187,0.8937750000000002,46.38861177657285,74.26870814464607,-18.42394238829298,-1.9418214590622394,-1.7275895197267634,-5.413369929968301,0.0,0.5972151086413438,0.0,14.871723860750595,1.5709129684676246,-0.9410230196908864
284,"Canseco, Cliff",2B,R,R,20,10,0,33,27,24,94,82,3,51,70,87,53,65,7,92,73,95,82,62,53,0.21193250851638637,0.25271610853900484,0.2023951896188541,465.7855774303898,960.2971258033067,0.9313800000000001,15.819762439984098,62.89458646697646,-52.190456716619224,16.144313541349746,0.20901562209812413,-6.835046029871395,0.0,0.45511129815785895,0.0,15.526185914346327,1.6466000099508002,-2.591143061604075
431,"Carmona, Tommy",DH,R,R,21,43,27,29,20,53,17,29,14,41,38,38,44,22,0,77,81,27,50,63,75,0.23405470211070417,0.3007218839821821,0.2941248741294404,429.57842454500496,838.8959886617959,0.54349,49.03773388213498,69.06960033307968,-26.08981468850648,-5.191018506407616,-1.7263066913533478,-6.324095932721366,0.0,0.5948467581116225,0.0,14.319280818166833,-11.507489556403236,-3.5067910203417765
200,"Caruso, Tim",RF,R,R,19,48,30,50,51,10,80,49,40,56,55,85,79,54,0,98,47,29,70,56,71,0.24485675780697433,0.2745611173373297,0.30521602529268116,517.1935284845531,1039.0987217202783,0.9527199999999999,46.49169691657202,56.3433949408841,-38.27371190411088,-5.876637878107884,1.2719362937253673,-1.7299019393611446,0.13821742740268508,0.5797771426300109,0.0,17.239784282818434,-5.345158033540526,-3.4254020630852615
49,"Casian, Rob",SS,R,R,18,40,79,43,46,33,45,22,32,69,81,79,70,73,13,90,100,54,76,70,59,0.23387385144938067,0.2782601287172615,0.4235161390450105,543.2393324729055,1097.0550934299827,0.9613099999999999,74.79978989029091,74.56729394348616,-16.81604530915027,-3.9752516111143135,2.5055282050808434,6.768420061001053,0.0,0.7017762677622721,0.0,18.10797774909685,5.643287517643944,0.9805216546220651
266,"Castillo, Hector",SS,L,R,18,20,11,35,18,32,25,96,60,50,93,75,94,73,0,92,46,65,66,91,82,0.21344398773934364,0.2640058541718532,0.22799803326837437,434.06868206430227,892.0906025543809,0.5639659285714287,26.27975173107601,45.733556409274954,-62.885071189795376,-1.1373529357113918,2.92705826679036,-9.79012294628086,0.0,0.49200388744022755,0.0,14.468956068810074,4.58894342877768,-5.518706222341789
203,"Ceciliani, Gabriel",RF,L,L,18,12,50,27,16,39,71,67,45,54,66,52,77,63,16,80,85,81,82,69,58,0.21075028228180093,0.26460497664421145,0.3302774301042125,429.3593760188669,845.6190333366394,0.9314799999999999,47.26711660477353,67.28061807417123,-27.613074375006608,4.104883682667481,-0.7527924458397146,-4.556189266700134,0.0,0.594882406748424,0.0,14.311979200628898,-4.3498921467934135,-1.8245252397839316
54,"Cerda, Vin",DH,L,R,18,67,53,69,90,100,59,14,36,68,17,26,66,56,51,73,86,26,39,62,19,0.2931916675417051,0.3825079555707994,0.4355331170553923,526.1325384769589,932.2101258970797,0.5098516666666666,112.98021109151209,102.50394302561409,14.055110936141737,-5.289570766740035,0.03089995553659381,-2.6775448503414134,-2.4875832882727487,0.8180410726261917,0.0,17.537751282565296,-12.787518873759666,1.0923820616300441
231,"Chafin, Raymond",DH,L,L,22,48,9,20,22,40,87,74,61,54,83,78,28,43,4,89,90,78,82,33,23,0.22250670641523265,0.2774791819388033,0.23772189205709562,494.1036773342639,1004.7522889804095,0.8517175000000003,30.986367952828495,52.333721940033534,-57.34396956063757,6.294628197034435,0.0026511355724233715,-2.8647492037276687,0.0,0.5152010739958989,0.0,16.470122577808798,-13.782610274079692,-5.163113064137888
104,"Charleston, Ellis",C,R,R,18,72,60,29,33,59,43,76,37,61,25,45,75,82,99,64,100,28,83,32,78,0.23966918050008915,0.30727003932424846,0.37019229121302794,393.5698205139488,808.5146619863808,0.9928999999999993,72.45543515326476,65.24499551747458,-16.993133014558115,-5.026263228241016,-0.26640642940464415,26.23850575655265,4.135063539611414,0.6774623305372764,9.9054045153242,13.118994017131627,4.159026039024592,3.1650529759804242
374,"Clark, Carter",1B,L,L,20,15,13,22,43,17,83,77,50,46,87,71,38,45,14,69,79,86,100,60,46,0.21931779602762977,0.2556941319103394,0.2519898553874411,395.6426386302337,812.3713289555162,0.8754700000000003,27.596166407042382,62.05398288989331,-48.840779798784475,6.36766674186011,1.3796787584869432,5.059119340930015,0.6910871370134254,0.5076839872977805,0.0,13.188087954341123,-6.964774768137143,-3.1437003130294423
285,"Clifton, Stan",DH,R,R,18,18,68,36,1,71,57,2,27,49,35,31,64,52,7,75,78,30,61,62,88,0.21817972684318396,0.2948789699354798,0.37316345471409545,414.248710591346,784.7634014394134,0.7203257142857146,64.60990752639968,78.97994828601647,-9.538520885782429,-2.957246905322979,-1.7771356019939692,-6.245461455001294,-0.00391184692840997,0.6680424246495753,0.0,13.808290353044868,-10.764930060897305,-1.5821839955470889
396,"Clyburn, Ozzie",DH,R,R,18,34,0,38,8,46,50,70,48,42,1,33,75,81,74,82,76,5,68,52,74,0.2187936347170118,0.2798851850757129,0.18056614954946526,345.17015198711306,762.0675230044872,0.9125900000000002,19.523064574394574,43.87846837677568,-45.05196712489272,-5.065126400164319,-2.2705593559108355,-2.9295266149767056,2.5623115776243877,0.4604513346251782,0.0,11.505671732903767,-10.453601138607505,-5.24051668339339
311,"Coleman, Nick",DH,R,R,19,30,51,18,59,27,18,66,68,49,0,35,56,91,82,66,97,31,70,23,100,0.232602870518471,0.2750320852937639,0.34499462729671493,369.8534663738683,805.237235520035,0.8037899999999994,56.77978355529971,58.660427881513996,-29.916262692654172,-3.5681518209250966,-0.7076429289458543,-1.2030415855156964,0.5466141667887835,0.6200267125904788,0.0,12.328448879128944,-11.045778265021056,-3.36685935677278
39,"Collins, Deion",DH,R,R,18,65,98,100,91,87,23,31,21,71,18,33,76,69,20,63,90,23,91,64,58,0.2961368381055513,0.3738487442633026,0.5590596195858546,545.0614752471447,931.7568746712059,0.5110649999999999,138.73249571344834,138.64577496741256,70.13577642853157,-4.919752711517155,-0.2698902980067108,5.104496023306356,0.38416192124414006,0.9329083638491572,0.0,18.16871584157149,-12.78130143581901,7.63058234803518
301,"Coomer, Alexander",LF,R,R,21,48,17,33,34,55,18,55,27,50,61,61,63,50,28,70,87,51,37,47,76,0.23621290393589486,0.30211055392922026,0.27223994338290053,416.5929909115657,827.4332628492266,0.9053599999999998,47.610660824103014,59.39933814344766,-28.888834633302285,-5.338505167771838,0.24871876822784228,0.9314916904570962,0.04057909003302333,0.5743504973121207,0.0,13.886433030385524,-4.256343944697668,-2.385265495688408
138,"Cooper, George",2B,R,R,22,57,41,0,40,27,82,85,33,60,85,78,62,70,17,82,98,54,83,65,55,0.22487286957009978,0.2697405775631476,0.3127533976221686,471.8304973039776,977.2141633890569,0.9235949999999997,46.89272354251492,50.51140944790857,-42.39060784543922,-3.702801426756798,1.5473041514430268,6.692116517184989,0.0,0.5824939751853162,0.0,15.72768324346592,1.6756072760443363,-2.2171727368280973
485,"Cortes, Turner",LF,L,L,22,23,57,11,19,31,15,3,25,35,59,46,48,44,0,69,54,9,60,79,36,0.215736707718548,0.26551573054499616,0.34042158466481937,361.17117888573557,752.9494023462757,0.7479000000000005,48.31965739052297,53.19195021075351,-31.397437781708724,-3.501730380648994,-3.350178576110958,-0.5618496435526453,-0.06481757676528986,0.6059373152098155,0.0,12.039039296191184,-3.8731965141269327,-2.751073359387044
6,"Cox, Lay",1B,R,R,18,81,90,58,58,77,66,33,40,82,65,43,52,55,20,81,92,85,76,70,100,0.2694474243555702,0.34631569959804376,0.5190026086360957,597.0744964368641,1065.9453118145466,0.9851349999999991,119.64004951674046,108.56091494241632,6.825648795135154,4.508983640451346,1.9179176350474703,6.581531405602508,0.0,0.8653183082341395,0.0,19.90248321456214,-9.138762961372999,2.8906378146841507
57,"Creek, Malik",SS,L,R,19,41,42,62,64,62,84,29,31,70,66,92,91,88,7,83,43,56,62,93,92,0.2553896709778689,0.3171942292919101,0.35626604455749256,517.1902804467827,964.1976970694959,0.9192158333333331,74.56833990703358,76.97339148872439,-16.88645044439195,-3.693937118938639,2.545906224554972,5.478017151378585,0.0,0.6734602738494027,0.0,17.23967601489276,4.9598646968595475,0.7153218882735106
82,"Curtis, Matthew",LF,L,L,20,34,74,48,70,51,67,0,63,66,68,55,40,52,0,87,97,43,62,25,80,0.25423506008109586,0.30866510341654513,0.4424749475614749,559.9832772109658,1083.5540844723582,0.8531033333333328,88.50493580329253,83.17205326330091,-9.826797538017397,-5.059787549567406,0.8303390667517605,2.7501307514631765,0.0,0.75114005097802,0.0,18.666109240365525,-5.573837883088262,0.09633654083744503
338,"Dahlstrand, Matt",DH,L,L,22,25,23,23,45,19,64,79,71,48,42,50,46,27,0,99,87,68,62,54,65,0.23278136281351894,0.27202226909905514,0.2912674935742686,516.6742432108149,1036.1037951633334,0.6256786666666664,40.09098740602398,52.54602697461503,-43.01169330867649,0.3611045398189186,-2.0880829510989254,-7.521334662742461,0.02722038889376062,0.5632897626733238,0.0,17.22247477369383,-14.212672087288524,-4.753457482538536
35,"Damon, Phil",1B,R,R,18,78,41,91,50,72,61,27,43,72,38,32,33,38,13,92,80,85,86,58,75,0.27552612423527456,0.3503751012346098,0.4045381342831943,606.7742089666426,1085.571464335546,0.7221859999999998,95.07142722867916,91.79358018993932,-7.329655638805843,3.670762770793689,0.34494530359412034,-5.257820152093725,0.0,0.7549132355178041,0.0,20.225806965554757,-9.307025585867162,0.201787932222641
237,"Davenport, Dave",DH,S,R,22,5,69,53,43,65,43,10,29,53,43,48,25,36,25,93,65,24,62,68,39,0.23940924322786472,0.3042067639616068,0.4015442284974601,509.28452250547707,1025.4500430282205,0.7232833333333331,74.73374754870797,75.70338487997878,-16.191506986606555,-4.216145238471095,-4.562805670453277,-25.057743667705296,0.0,0.7057509924590668,0.0,16.97615075018257,-14.066530082691639,-4.289185154815226
7,"DeSclafani, Slick",2B,L,R,18,74,81,72,65,60,37,63,27,80,83,77,63,54,0,88,79,55,77,49,100,0.2702523394067603,0.3324797069266813,0.4843548498874144,612.9685956947505,1142.5084463097155,0.9596049999999998,107.38407586752923,96.89173274921818,3.7428193474862406,-4.560233027208282,2.3721594590950046,8.380976067493032,0.0,0.8168345568140957,0.0,20.432286523158353,1.9590336870879896,3.0191445714115113
297,"DeSoto, Al",C,R,R,18,54,32,34,25,30,24,100,23,48,28,42,81,83,87,58,62,45,51,2,91,0.22703208210228512,0.2773005076221411,0.29322571761992955,310.8883752077818,653.7735622599721,0.9741100000000001,46.038943217012765,50.02077705047791,-47.05916011666654,-4.499992555454404,-0.5250425554434932,13.399238805350672,5.037826685635684,0.5705262252420706,5.594727937269245,10.362945840259393,3.363032727674754,-1.8987986499114209
198,"Diaz, Joaquin",LF,R,R,21,35,43,30,41,56,58,34,31,56,48,55,46,68,0,83,100,56,42,83,61,0.2342200141008911,0.2971812757580506,0.33696690386203487,498.9858237244189,975.5138261467218,0.8671500000000001,60.84137090085327,72.10687708375765,-20.644971890753286,-4.679432101770083,0.35255662952930217,1.9504011384274964,0.0,0.6341481796200854,0.0,16.632860790813965,-5.018075237380256,-1.1852083533017206
175,"Dickens, Joe",DH,R,R,18,36,90,41,30,83,38,15,71,55,30,22,34,43,2,82,70,0,73,97,87,0.2450082512962472,0.32687549186842146,0.46105522714507097,492.4111286960542,930.5406802520156,0.6391600000000001,95.57171597354368,81.73526626226668,-9.479607206745701,-5.013344248660525,-1.000092146964908,-15.880617911742846,-6.933540934043886,0.7879307190134924,0.0,16.413704289868473,-12.764618384801311,-2.693553510160034
