Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
287,"Borges, Benji",P,R,R,18,49,9,87,38,65,49,52,82,52,48,0,0,48,64,27,26,32,27,100,37,61,57,84,52.23599999999997,0.324156,0.43360499999999996,1.3858833333333336,2.5719499999999997,4.344021808645284,-0.1500258253307866,0.736724212688475,0.7577609999999999
249,"Bowen, Jandel",P,R,R,22,42,20,46,56,75,93,46,85,63,61,0,0,52,39,21,69,25,1,85,31,67,23,56,55.486999999999995,0.35453749999999984,0.4312282499999999,1.5945600000000004,1.747066666666666,4.774784036305806,-0.22745379748263544,-0.0032935075611937427,0.7857657499999997
64,"Braden, Aaron",P,S,L,18,57,18,100,65,76,47,75,96,49,57,0,0,66,65,64,30,74,37,100,7,50,48,83,57.321,0.3045336666666667,0.38683666666666666,1.2687666666666666,3.4553700000000016,4.08882438808458,0.29438403555064346,1.1070601645334954,0.6913703333333334
206,"Brosius, Khalil",P,L,L,20,25,78,91,42,39,20,23,58,76,41,0,0,55,0,51,41,48,17,41,25,66,24,80,127.27400000000013,0.3600429999999999,0.4873250000000002,1.5976977777777774,2.8294866666666656,5.2509351921479865,0.38407286412126035,0.30124000059540434,0.8473680000000001
411,"Bryant, Hick",P,L,L,18,18,70,37,41,14,47,27,70,54,51,0,0,41,36,11,45,26,6,87,4,53,27,98,93.80225000000006,0.40385000000000004,0.5449983333333335,1.8986916666666667,1.2069500000000004,5.945177090226273,-0.8462476593037134,-1.4183188562072133,0.9488483333333335
448,"Bryant, Trenidad",P,R,R,18,49,23,25,28,38,27,50,69,44,42,0,0,37,68,41,36,37,20,78,29,91,44,58,63.71,0.42386666666666706,0.5305828333333334,1.9480833333333332,0.7789999999999995,6.536180873114649,-0.6581776839583824,-1.6069629992600099,0.9544495000000005
260,"Buckley, Leonardo",P,L,L,20,81,33,65,39,34,24,63,76,36,0,0,0,52,12,30,22,70,0,99,10,89,49,73,91.97790000000005,0.3848213333333335,0.5431424999999999,1.887013333333333,1.66285,5.458034036862853,-0.3465831625986576,-0.7760496844192665,0.9279638333333333
134,"Buford, Will",P,S,L,18,21,52,85,59,44,65,82,68,71,53,25,28,58,13,1,68,54,0,55,23,33,87,87,74.92583333333332,0.3487870238095237,0.45926,1.4996649999999996,2.174933333333332,4.723083733855575,0.24695424099597385,-0.25643444894892337,0.8080470238095236
8,"Buscher, Matthew",P,R,R,18,27,81,99,77,81,38,68,82,58,51,31,55,79,0,4,32,49,25,52,13,43,51,98,188.41176666666678,0.2933116666666667,0.3676516666666668,1.1703916666666665,3.0660500000000015,3.8619758163195685,2.1051640361149833,4.1442954161345815,0.6609633333333336
151,"Buss, Bump",P,L,L,18,22,76,63,30,40,88,60,61,65,50,38,0,56,58,26,70,25,16,81,53,100,91,91,108.53500000000007,0.38215566666666667,0.4987373809523811,1.8897199999999992,1.8045900000000006,5.035910765954935,0.12457521644391617,-2.122761121607649,0.8808930476190477
471,"Caballero, Jose",P,L,L,22,53,29,52,28,13,51,34,63,36,31,0,0,37,15,11,46,35,17,87,32,82,14,65,73.69061666666668,0.387807142857143,0.5947400000000003,1.9455133333333334,1.985733333333333,6.0141056715856145,-0.5542970294953492,-0.9755545620493296,0.9825471428571433
344,"Callaway, Henderson",P,S,R,18,22,85,47,27,43,49,33,56,52,34,31,0,45,36,36,30,15,5,39,32,81,45,95,116.74200000000012,0.37670166666666666,0.49619200000000013,1.8318666666666659,1.800366666666666,5.699493203737916,-0.5448453878653404,-2.5590771677949284,0.8728936666666668
33,"Campos, Yusmeiro",P,L,L,22,44,84,60,77,59,61,59,66,49,51,54,0,74,12,41,30,37,31,91,44,39,31,91,134.19400000000013,0.3377750000000001,0.4443841666666664,1.451853333333333,1.9094766666666667,5.073802578026018,-0.1040819509632565,0.30729092100166194,0.7821591666666665
419,"Carmon, Josh",P,R,R,18,47,20,29,25,46,83,56,62,57,43,0,0,40,45,24,91,26,6,76,40,100,56,84,62.16999999999999,0.42305000000000026,0.4980100000000004,1.9235500000000014,0.8867999999999999,6.228837230957777,-0.6129740172768168,-1.348303436166742,0.9210600000000007
9,"Carter, Evan",P,R,R,21,25,90,79,68,93,90,75,97,56,55,60,34,81,57,52,92,59,3,30,45,44,89,93,188.09583333333353,0.29699500000000006,0.3659878333333333,1.2496633333333336,3.0144761904761905,3.599071792085651,2.6945164721770807,4.390357880544779,0.6629828333333334
381,"Castillo, Chaz",P,R,R,19,57,33,60,33,28,33,32,63,64,36,0,0,45,17,44,21,21,0,100,25,79,18,56,83.45266666666669,0.39154488888888883,0.5314279999999999,1.7965699999999993,1.73223,5.820034466143315,-0.7705693315840355,-1.3840525328510658,0.9229728888888887
350,"Champion, Chad",P,L,L,22,34,71,50,25,23,54,80,69,73,29,20,35,47,35,20,12,30,15,55,51,67,46,60,106.30866666666678,0.3831578571428573,0.5264800000000002,1.8592733333333322,1.8379066666666666,5.424709624332461,0.2249682123702593,-2.565080260536309,0.9096378571428575
306,"Christenson, Cedrick",P,L,L,20,56,31,74,39,18,31,83,80,46,43,0,0,49,35,40,37,44,0,78,49,49,25,74,79.353,0.36699666666666675,0.5480550000000002,1.7598416666666672,2.1739821428571435,5.550256136284211,-0.39108038243878385,-0.10758121477294223,0.9150516666666669
327,"Cingrani, Joe",P,L,L,19,27,70,42,39,30,41,40,74,70,39,19,0,48,31,50,20,24,8,73,51,75,51,73,111.58300000000013,0.3950070000000001,0.5209980000000002,1.8442083333333332,1.3570999999999995,5.851742610026687,-0.41754158574915884,-0.9895480849713294,0.9160050000000003
459,"Clark, Ian",P,R,R,18,48,28,51,23,23,44,59,60,58,39,0,0,36,4,27,7,22,14,50,42,48,26,46,70.24871428571426,0.38192983333333336,0.5456600000000003,1.8468933333333337,1.9429666666666667,5.678881208422475,-0.6232586511937441,-1.0869161346946903,0.9275898333333337
457,"Clay, Patrick",P,L,L,21,59,32,34,29,26,47,3,76,44,47,0,0,38,31,36,8,15,0,98,35,60,48,61,90.34900000000003,0.4170760000000001,0.58209,2.0297500000000004,0.9851999999999994,6.434120345466315,-0.29621240103705554,-1.457255619164261,0.9991660000000001
479,"Clayton, Damon",P,R,R,21,29,17,72,34,26,55,45,67,64,26,0,0,36,8,37,0,13,0,100,3,70,37,83,49.116999999999955,0.3771600000000001,0.5109300000000001,1.8101766666666652,2.2484266666666666,5.491438066311565,-0.4425689943973832,-0.7876609669524349,0.8880900000000003
59,"Coghlan, Dick",P,L,L,19,35,100,55,68,57,46,58,86,74,68,75,60,69,7,43,26,1,0,75,50,40,29,62,147.68425000000013,0.34288490476190475,0.42920666666666646,1.4446923809523815,1.7658719047619056,4.787786624550242,0.6463873286062018,0.21369873766374142,0.7720915714285712
364,"Cohen, Tommy",P,S,R,21,21,67,65,18,24,76,51,68,33,49,31,19,46,16,33,58,63,2,84,10,35,51,74,105.09883333333345,0.3895856666666668,0.592505,1.9038849999999976,1.6982399999999995,5.739814391118341,-0.2756806772796168,-3.0417822925856433,0.9820906666666667
438,"Conger, Timothy",P,S,R,19,34,86,60,2,13,33,53,50,61,29,50,23,40,69,45,53,23,26,49,29,42,30,88,107.7052500000001,0.400262,0.5680480000000001,1.949424999999999,1.7760833333333335,5.721343401141716,0.3493173800975013,-2.3869398262015946,0.9683100000000001
441,"Constanza, Hector",P,R,R,21,22,67,52,5,13,71,43,55,72,31,42,21,40,38,24,77,38,19,89,35,82,69,92,106.07100000000011,0.3903743333333334,0.5502760000000003,1.8989333333333323,1.950579999999999,5.537394650588154,0.13103576807538933,-3.147347946814156,0.9406503333333337
133,"Corbett, Shawn",P,R,R,22,77,17,100,41,55,81,79,79,75,0,0,0,60,47,59,60,47,35,84,21,25,22,100,55.788000000000004,0.33299000000000006,0.4258266666666665,1.3671499999999996,2.9878000000000005,4.1616060035894575,0.08510169347487859,0.29698843235843303,0.7588166666666666
307,"Cortez, Rougned",P,R,R,22,9,67,67,44,39,50,47,76,65,52,42,20,49,42,31,10,31,41,80,4,70,24,43,93.12400000000004,0.3741,0.47321266666666667,1.6272466666666654,2.2110499999999997,5.050246309092667,0.31491961013334174,-0.7961378246256905,0.8473126666666666
253,"Cruz, D'Angelo",P,S,R,18,22,74,83,24,40,36,16,68,39,30,26,0,50,56,5,19,67,0,100,10,42,32,73,120.40200000000009,0.3464183333333332,0.531037666666667,1.5546,2.451697142857143,5.280692149142782,0.5277215142554204,-0.5179668752020778,0.8774560000000002
22,"Cuevas, Wilton",P,L,L,18,26,61,91,74,68,89,22,86,83,76,69,0,74,14,28,85,81,0,90,38,93,67,69,134.66180000000014,0.30256350000000015,0.3886260952380951,1.2293350000000003,3.063109653679655,3.656176808114432,1.598109790224956,1.9847902033702376,0.6911895952380953
23,"Cuyler, Danny",P,L,L,18,59,24,99,89,79,100,87,80,67,0,0,0,74,4,40,38,67,32,87,27,43,34,51,63.12283333333331,0.2916558333333333,0.3462316666666667,1.1590499999999997,3.4845533333333325,3.235481396761985,0.536759667063228,1.6708662506694287,0.6378874999999999
329,"Cyr, Cutter",P,L,L,20,27,58,94,32,16,39,24,52,49,44,31,16,48,51,38,42,100,6,82,39,20,26,87,104.2705000000001,0.35956666666666665,0.5640920000000001,1.6440500000000002,3.7701742857142877,4.924752877840536,0.6911286784574241,-0.5080030012136784,0.9236586666666668
190,"Darr, Paul",P,R,R,20,29,63,74,33,45,44,62,74,73,25,21,13,56,61,40,16,73,20,84,35,82,27,51,118.85150595238106,0.35401666666666665,0.45494499999999993,1.6200650793650793,2.3134500000000005,4.970133244328724,0.2586869351474587,-0.87134563631541,0.8089616666666666
440,"DeRojas, Jesus",P,R,R,21,9,67,44,28,27,48,40,74,59,32,40,24,40,50,38,1,15,5,100,13,69,22,59,98.42881666666675,0.39673666666666685,0.5380573333333334,1.9041833333333338,1.5445,5.718845305320742,-0.362118398002498,-2.5361844003844616,0.9347940000000002
155,"DeRosa, Jon",P,L,L,21,97,28,91,55,42,64,38,72,28,0,0,0,58,21,4,36,62,11,84,33,84,29,95,68.53025000000001,0.3655224999999999,0.5110399999999999,1.7259,2.897820238095238,4.973566122213674,-0.1059944023803763,-0.6503770108368099,0.8765624999999999
380,"Dresden, Ossie",P,R,R,18,14,78,58,27,41,55,11,65,52,28,44,2,43,0,42,16,21,30,50,20,30,46,90,93.05900000000003,0.3776593333333335,0.48371000000000014,1.8437142857142845,1.9246500000000006,5.411771999670443,0.3230903599579041,-2.9244583409623033,0.8613693333333337
294,"Drew, Pete",P,R,R,20,63,32,81,33,30,63,46,68,51,31,0,0,50,20,18,37,92,17,64,43,20,33,74,77.54185714285711,0.37465000000000015,0.5405849999999996,1.7081433333333331,2.318566666666667,5.140702659555778,-0.3767568479692464,-0.9350242344324532,0.9152349999999998
67,"Duran, Aaron",P,R,R,18,55,36,57,72,60,82,65,71,82,44,0,0,65,15,25,52,28,26,89,26,37,49,93,88.58966666666667,0.344078,0.4274466666666666,1.4802033333333333,1.8475499999999996,4.621304650058262,-0.15358334317220648,0.28196486213683863,0.7715246666666666
345,"Ellis, Forrest",P,L,L,19,29,100,65,15,15,46,51,59,60,45,0,0,47,52,41,20,5,0,90,48,74,43,79,118.47850000000008,0.3855789999999999,0.5608900000000002,1.8680433333333326,1.9467450000000002,5.541029372218837,0.004788115726329402,-3.1377537716158805,0.9464690000000001
274,"Ellis, Fred",P,S,L,18,13,63,73,44,43,57,39,63,40,32,42,21,49,37,54,14,26,17,76,38,45,31,51,100.19119047619056,0.36126833333333347,0.5416616666666666,1.693816666666666,2.457239999999999,5.180525501089569,0.32464352060320556,-0.6124916257197607,0.90293
173,"Everett, Bobby",P,R,R,22,35,65,100,28,39,37,41,66,58,47,0,0,57,35,46,25,51,0,69,27,75,32,71,114.87700000000014,0.36623000000000006,0.47993583333333334,1.58865,3.5138500000000006,4.786260340131513,0.42574727758245323,-0.12306824948846355,0.8461658333333334
52,"Everidge, Bralin",P,S,L,19,55,25,87,93,74,47,67,96,60,51,0,0,70,67,25,43,38,14,71,35,87,33,100,72.83691666666668,0.29750399999999994,0.354678,1.208746666666667,3.2310999999999983,3.6021510984479073,0.3301544991039583,1.159375773937441,0.6521819999999999
420,"Fernandez, Emilio",P,R,R,22,39,88,25,17,21,74,54,58,47,40,0,0,42,33,34,41,16,4,68,21,86,29,83,115.60033333333342,0.41715000000000013,0.5908800000000002,1.9660533333333348,0.8914999999999993,6.752374355899759,-1.0890183070037345,-3.0876372085992108,1.0080300000000002
110,"Finley, Raymond",P,R,R,22,31,75,90,45,49,53,37,79,75,26,43,20,62,36,37,14,46,22,58,16,67,56,68,135.51725000000016,0.3293966666666666,0.4527799999999999,1.4045666666666665,2.8249499999999994,4.520585806545082,0.5856191643234965,0.7450016913207078,0.7821766666666665
346,"Fish, Brian",P,R,R,18,19,83,49,39,39,16,32,51,53,29,30,0,45,0,36,34,27,4,54,26,87,37,95,101.19600000000011,0.39319666666666664,0.5116500000000002,1.8548783333333336,1.7372666666666663,6.145375285098103,-0.6365935267106225,-0.7614602580643874,0.9048466666666668
124,"Flores, Al",P,R,R,21,13,67,68,63,67,46,38,89,70,44,54,15,61,44,33,1,0,37,79,34,39,35,70,93.61800000000008,0.3353500000000001,0.4546723333333332,1.4645400000000002,1.9115833333333334,4.791260235015739,0.11865397503092874,0.05665229154610096,0.7900223333333333
88,"Flynn, Bert",P,R,R,22,28,80,51,54,62,78,17,83,85,58,68,45,65,0,24,47,38,18,95,30,86,20,100,129.47090000000009,0.3555216666666666,0.4458249999999998,1.5188444444444442,1.7452500000000006,5.055352697605347,0.2825963897589316,0.5597969607306647,0.8013466666666664
165,"Franklin, Andy",P,L,L,22,83,14,86,67,39,78,81,71,66,0,0,0,57,0,10,67,100,30,100,26,62,49,66,52.27399999999996,0.3747099999999999,0.49440000000000006,1.7025999999999994,2.862342857142857,4.500062906740895,-0.11183481394697552,-0.20145760949815422,0.8691099999999999
470,"Galvez, Pedro",P,R,R,19,33,28,48,28,31,36,20,78,48,58,49,35,37,53,32,42,9,0,90,45,17,46,70,68.88443333333329,0.37559238095238107,0.5487300000000004,1.821336111111111,1.8386250000000006,5.769669230987285,-0.08416595813872085,-0.8991736089708496,0.9243223809523815
288,"Gandarilla, Esteban",P,L,L,18,36,53,67,41,19,40,37,67,49,46,28,0,48,35,18,5,73,15,75,25,60,26,74,81.77650000000003,0.37887933333333357,0.568977666666667,1.7898333333333327,1.7222,5.825151314529747,-0.021188130733348624,-1.4701267738800365,0.9478570000000006
276,"Garces, Juan",P,L,L,21,34,54,52,47,39,28,66,74,63,40,51,0,51,43,41,43,48,0,46,32,74,49,63,77.52979999999998,0.36480190476190466,0.4804666666666663,1.655616666666666,1.790475,5.217835678799826,-0.25227139848086444,-0.3878762433726767,0.845268571428571
21,"Garcia, Reggie",P,R,R,18,23,56,100,57,80,37,73,79,71,78,40,46,74,19,60,39,100,16,100,41,61,34,83,101.90723333333342,0.30522666666666665,0.38135499999999994,1.231573333333333,3.08263,3.9141447901076254,0.7165905794112255,1.6768791472607147,0.6865816666666666
211,"Gardner, Tyrone",P,R,R,22,81,39,79,16,43,85,66,74,49,0,0,0,55,23,37,63,52,0,60,8,85,35,64,76.63475,0.3744099999999999,0.5500000000000002,1.6860900000000003,2.1037666666666657,5.089540581789792,-0.05606281530921484,-0.5098298666073222,0.9244100000000001
220,"Gibson, Lloyd",P,S,L,18,50,30,46,53,29,56,72,90,84,47,0,0,52,28,18,44,57,13,96,27,54,33,79,66.08039999999995,0.3667199999999999,0.4805816666666665,1.7636428571428566,1.6010999999999995,5.078340841483676,-0.15087402993067345,-0.07475270740973167,0.8473016666666664
348,"Gil, Jecksson",P,R,R,20,80,30,87,17,14,74,67,66,45,0,0,0,47,88,27,57,26,14,71,27,60,49,70,74.26800000000001,0.3754699999999999,0.5899900000000001,1.7566899999999996,2.5428000000000006,5.079949209652591,-0.38639823681732594,-1.4365408238634116,0.96546
412,"Glanville, Paulie",P,R,R,18,13,71,38,38,36,69,41,60,41,14,0,0,41,49,28,46,23,3,23,11,93,48,82,97.52160000000008,0.41080142857142876,0.5456599999999999,1.988761666666668,1.570866666666666,6.309533062323487,-1.0073467361851538,-1.3792075740453984,0.9564614285714287
148,"Glass, Homer",P,L,L,21,46,24,92,55,30,85,100,81,53,58,82,39,58,17,44,35,16,31,97,48,31,20,90,62.26514285714283,0.3341633333333332,0.4875166666666666,1.4587,2.591519999999999,4.600327768272574,0.2333594326722022,0.6442639340331056,0.8216799999999997
447,"Gonzales, Coco",P,R,R,20,53,12,88,32,23,33,48,65,37,43,0,0,39,54,57,24,60,0,69,12,92,35,74,57.18099999999997,0.3691649999999998,0.5854500000000005,1.6631,3.261693333333333,4.774593057281342,-0.37657124003236936,-0.6375974645854502,0.9546150000000002
363,"Gonzalez, Hernan",P,S,L,21,26,63,67,26,20,84,41,62,57,53,37,0,46,28,16,31,56,19,49,33,92,33,72,104.83700000000012,0.3831709999999999,0.55236,1.846673333333332,2.0675,5.584915118520915,0.23331337219584664,-1.923344247520055,0.9355309999999999
390,"Gray, Davey",P,S,R,21,37,14,78,37,41,91,41,76,61,40,0,0,44,46,47,62,46,3,83,52,76,10,58,46.55899999999995,0.3439576666666667,0.4632433333333335,1.5678999999999994,2.327466666666667,5.129295607336931,-0.19860207117284218,-0.056426034266406425,0.8072010000000003
290,"Green, Chip",P,R,R,20,21,85,62,17,29,75,43,74,71,55,42,26,50,8,15,100,31,12,77,29,80,24,88,93.6706190476191,0.37999799999999984,0.53427,1.7588033333333317,1.7748750000000002,5.43902714815954,0.13004412851260022,-2.9491333467658336,0.9142679999999999
428,"Grey, Don",P,R,R,18,65,37,36,25,23,65,59,67,59,46,0,0,39,17,7,24,29,14,24,16,23,21,68,84.54611904761907,0.3998985714285716,0.55062,1.951433333333333,1.4694,6.043901541645169,-0.588928328994895,-1.4471584916827,0.9505185714285715
429,"Guerrero, Anthony",P,S,R,18,16,50,66,20,31,52,35,57,34,24,47,0,39,3,28,11,18,3,88,22,74,46,46,92.47140000000009,0.40049500000000016,0.5688550000000004,1.966571666666665,1.8744333333333327,6.114454597952816,-0.1837287295167317,-1.5676895446570753,0.9693500000000006
309,"Guerrero, Frankie",P,R,R,19,29,75,23,41,49,71,59,64,69,44,44,20,49,14,40,29,29,7,38,23,83,19,58,107.49100000000006,0.42588000000000037,0.48086000000000007,2.026566666666668,0.8843999999999997,6.7714156951467634,-0.9968707598434497,-1.0310556939858535,0.9067400000000004
257,"Guerrero, Gregorio",P,R,R,21,30,59,58,28,37,49,66,77,80,30,29,0,52,13,60,19,20,0,72,48,54,42,87,93.44260000000004,0.37983866666666677,0.45390700000000017,1.819172857142856,1.799533333333334,5.001719893263877,0.12948724641246204,-1.0896207492890329,0.8337456666666669
458,"Hall, Stuart",P,R,R,22,39,28,26,30,32,29,37,73,66,30,0,0,38,20,23,19,34,24,100,45,56,62,94,68.29433333333331,0.41717400000000004,0.51046,1.9799300000000002,0.7831999999999997,6.6071283741499975,-0.6918024442671822,-0.8864570055831057,0.9276340000000001
154,"Hampton, Ben",P,R,R,21,44,75,89,19,25,76,64,65,63,50,0,0,58,2,43,63,71,0,65,21,99,29,67,127.50000000000014,0.3581766666666667,0.55057,1.60035,3.067466666666667,4.918754078671937,0.40212106112916246,0.005334371214185654,0.9087466666666667
142,"Hardy, Cleatus",P,R,R,22,41,25,68,68,65,50,61,100,78,46,0,0,59,8,17,31,29,0,86,6,91,23,80,59.98074999999998,0.32699266666666665,0.41801999999999995,1.3835333333333335,2.4900471428571436,4.285186787881956,0.1276012842633104,0.8831570608147142,0.7450126666666665
259,"Hardy, Darron",P,R,R,20,35,75,78,27,33,20,48,60,63,50,34,30,52,58,41,20,18,6,63,33,92,32,70,122.25800000000015,0.36505999999999994,0.5048000000000001,1.775839047619048,2.3339666666666665,5.2365850244681225,0.26531520276249837,-1.0848137835973837,0.8698600000000001
53,"Hawkins, Shae",P,R,R,22,36,88,94,41,33,90,86,81,40,55,54,23,70,26,21,83,47,4,91,31,35,45,85,163.15850000000017,0.3489641666666665,0.50541,1.5572999999999992,3.154500000000001,4.468612620469302,1.1389497776716713,-0.07871661766147327,0.8543741666666665
97,"Hayes, Vinnie",P,R,R,18,49,40,71,40,70,48,54,90,45,47,0,0,62,23,19,22,44,5,100,40,100,32,75,80.79700000000001,0.35424250000000007,0.47719000000000017,1.5815833333333325,2.3993,4.88897993315393,-0.01398603035240245,0.3887415573778996,0.8314325000000002
112,"Haynes, Farmer",P,S,R,20,38,65,81,51,55,28,17,77,70,41,44,0,62,65,58,31,89,0,46,36,31,29,67,120.2538333333334,0.3339016666666668,0.4696428333333334,1.498083333333333,2.1604300000000007,4.74299601015057,0.3437181056229781,-0.1622746728838808,0.8035445000000002
496,"Haynes, J.D.",P,R,R,19,19,73,25,10,15,25,30,59,34,31,0,0,32,54,74,16,32,0,86,50,42,47,66,107.81633333333345,0.4227100000000002,0.6132200000000008,2.0704000000000007,0.8349999999999993,7.032477484252566,-1.2485171225564482,-3.6612736143084925,1.035930000000001
349,"Henderson, Lloyd",P,R,R,21,61,37,84,9,22,80,31,57,68,35,0,0,47,12,9,70,74,36,90,18,46,27,81,88.0281666666667,0.37293499999999996,0.5571600000000002,1.6682499999999996,2.2091166666666657,5.046581705619058,-0.2651157428450923,-0.6585325244711312,0.9300950000000001
486,"Hennessey, Zephyr",P,L,L,20,39,20,29,27,23,84,70,80,37,45,0,0,34,62,49,49,33,0,26,29,34,47,87,56.54199999999999,0.4198400000000002,0.5736950000000001,2.0229000000000013,1.0150999999999997,6.3773269682258125,-0.32156678192376353,-1.2022256861816547,0.9935350000000003
395,"Hill, Joe",P,L,L,19,22,54,35,44,25,89,50,61,56,28,46,13,44,47,32,19,38,24,89,30,47,13,49,95.58000000000006,0.4124716666666671,0.5362400000000002,1.965208333333334,1.2251999999999994,6.233030584811065,-0.5764493428673143,-1.0310100491159782,0.9487116666666673
223,"Holden, Will",P,S,R,21,36,95,69,33,35,82,11,65,71,54,32,0,54,12,38,93,30,22,35,37,26,37,67,117.38500000000015,0.37472066666666676,0.48231119047619053,1.7249166666666662,2.2676383333333323,5.133895062815046,0.3175387030937185,-0.6935064108266357,0.8570318571428572
