Rank,Player,Pos,Bats,Throws,Age,Durability,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Health,Speed,Patience,Temper,Makeup,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
399,"Beirne, Pat",P,R,R,18,54,30,56,7,20,64,20,80,46,44,0,0,38,10,45,60,89,9,75,24,91,31,68,71.8398333333333,0.38277750000000027,0.5656650000000002,1.8575499999999996,2.010796666666666,5.6020369696868775,-0.1575979485944481,-0.8950297452903797,0.9484425000000005
250,"Beliveau, Wendell",P,R,R,21,69,30,58,9,34,86,73,63,80,38,0,0,49,0,5,39,35,35,100,55,67,17,77,70.57866666666666,0.37249499999999997,0.49093166666666704,1.8203716666666674,1.8190666666666664,4.918385162070491,-0.6517801988932406,-0.9818449474623661,0.863426666666667
68,"Bell, Jason",P,S,R,21,93,34,48,56,68,73,83,68,58,0,0,0,63,11,33,76,54,29,61,11,30,57,87,90.34930000000003,0.3442924999999997,0.4438266666666667,1.5894249999999999,1.8213066666666662,4.52175512389,-0.3583540726513088,-0.5957432949154395,0.7881191666666665
297,"Beltran, Anthony",P,R,R,22,22,75,74,16,21,31,53,63,62,50,18,15,47,66,0,35,79,29,90,12,62,32,95,110.72700000000012,0.3759399999999999,0.5399450000000002,1.7575999999999992,2.2856833333333326,5.519193064741731,0.3307139275266236,-2.278259465851683,0.9158850000000001
11,"Beltran, Francisco",P,L,L,18,35,86,76,71,60,55,70,95,79,57,82,59,78,34,21,32,46,34,100,25,68,52,81,157.34420000000014,0.321615,0.40889799999999993,1.3637771428571421,2.2859258333333337,4.123911069371384,1.522687941286356,2.5006097367363624,0.730513
32,"Benard, Mike",P,R,R,22,10,81,90,70,72,70,89,63,60,49,45,0,70,2,38,73,92,13,86,14,65,70,79,94.92566666666673,0.3252735714285715,0.4020686666666668,1.4232928571428565,2.0711499999999994,4.711309684378157,1.1177196677349595,2.23118852505339,0.7273422380952383
204,"Bishop, Kid",P,L,L,18,49,15,30,79,53,99,67,65,100,52,0,0,52,22,10,80,41,8,100,59,61,50,72,57.78299999999999,0.4031291666666668,0.4686311904761908,1.8856833333333336,1.093466666666667,5.853645899924208,-0.328686417680056,-0.8399037882900022,0.8717603571428576
373,"Black, Quentin",P,L,L,21,56,23,67,15,26,92,39,73,77,18,0,0,41,0,19,49,27,23,77,40,31,81,68,61.63066666666665,0.37191,0.5249766666666668,1.788419999999999,2.3281333333333323,5.249528373866524,-0.17020515200475056,-0.5673909433039731,0.8968866666666668
427,"Bonifacio, Ubaldo",P,R,R,18,26,29,35,34,32,23,37,53,33,49,26,0,33,74,37,21,3,20,69,23,39,50,74,70.44866666666668,0.41883500000000007,0.55761,2.0281966666666666,1.0426999999999997,6.691968043768952,-0.5337966520581829,-1.2783593276992524,0.9764450000000001
177,"Borbon, Minnie",P,R,R,21,27,77,79,25,29,29,61,71,62,60,0,0,54,20,14,55,81,3,86,20,53,16,86,139.0235000000001,0.3597730952380953,0.5227033333333334,1.582674761904761,2.074300000000001,5.0289368152123695,0.4233473069151323,-0.5382513308308838,0.8824764285714287
45,"Borchard, Thomas",P,R,R,19,34,83,88,46,58,93,57,57,49,23,36,51,67,49,0,64,69,34,62,23,51,4,69,129.2610000000001,0.3455746666666666,0.46322500000000033,1.4811099999999993,2.632158333333333,4.724595459631535,1.047457756788049,0.41800534993945554,0.8087996666666669
374,"Boucher, Lyle",P,R,R,19,43,25,79,20,32,41,41,95,76,37,32,16,41,22,42,43,59,35,36,26,57,60,56,66.00833333333333,0.3312356666666665,0.46690958333333354,1.4979800000000005,2.441549999999999,4.692323830013806,-0.09351318837882205,-0.311968466263971,0.79814525
227,"Bourjos, Bobby Ray",P,S,R,22,22,75,64,28,30,61,61,62,54,31,45,0,51,0,53,57,51,38,66,46,100,80,100,109.39300000000011,0.39204666666666665,0.5134350000000002,1.8869830952380948,1.8694750000000002,5.253354987265601,0.33243094968375675,-2.9296431850941373,0.9054816666666669
431,"Bristow, Arnold",P,S,L,21,4,76,23,14,26,75,42,68,38,20,0,0,32,0,12,37,46,12,88,31,96,55,65,87.38933333333334,0.42757333333333347,0.59799,2.088083333333334,0.8641999999999996,6.572624727001445,-1.1707778018299217,-3.892449620220571,1.0255633333333334
212,"Brown, Johnnie",P,R,R,21,82,27,88,36,27,46,66,72,69,0,0,0,52,17,5,31,38,0,80,27,83,50,66,65.58966666666663,0.3602099999999997,0.5461466666666666,1.6476000000000013,2.266966666666667,4.7505170679692625,-0.14334514925827502,-0.6232244618559154,0.9063566666666663
159,"Burawa, Brian",P,L,L,21,34,82,65,14,23,93,80,75,64,24,51,44,55,0,17,77,37,10,100,28,85,31,88,123.19700000000012,0.37836166666666676,0.5364933333333334,1.907049999999999,2.0564833333333334,5.544135226709201,0.39570782525340886,-2.6809552011704123,0.9148550000000002
193,"Burke, Tex",P,R,R,22,24,66,65,22,48,82,58,66,40,31,31,0,53,0,11,97,70,17,79,41,88,22,60,112.83916666666678,0.3736423333333334,0.5372529999999999,1.8100833333333324,1.837554999999999,5.184032963448359,-0.4153981491522052,-2.7953349918440433,0.9108953333333333
224,"Burriss, Fred",P,R,R,19,20,86,31,27,30,84,85,73,65,77,26,31,51,34,3,100,28,0,100,38,100,68,95,111.27258333333346,0.4128660000000001,0.514612,1.9689666666666668,1.2466000000000008,6.014503136390102,-0.5777391204670763,-2.3207394368461944,0.927478
398,"Camp, Ossie",P,R,R,19,27,72,35,2,26,41,56,71,37,19,12,0,38,31,0,47,35,45,76,58,75,56,58,117.19850000000015,0.40085,0.6000700000000004,1.9975833333333335,1.17095,6.491452642150527,-1.197711303990843,-3.5615703483914443,1.0009200000000005
255,"Carrasco, Diego",P,S,L,20,44,28,100,39,37,86,21,44,41,21,41,0,49,17,20,42,91,9,74,44,38,28,76,68.06889999999997,0.3569199999999999,0.5392185714285714,1.6461666666666672,3.2953399999999995,4.703587548729897,0.21713511691047646,-0.4442323531130226,0.8961385714285713
229,"Carrasco, Ricardo",P,L,L,19,40,49,69,24,29,36,63,84,70,34,0,0,51,6,28,31,70,22,73,19,96,46,61,69.87466666666666,0.37338166666666667,0.5018399999999998,1.8386700000000002,2.3622000000000005,5.365071390665499,-0.37400453146677726,-1.050737332816613,0.8752216666666666
33,"Carreras, Gabriel",P,R,R,18,41,80,70,32,74,92,64,92,50,22,18,0,70,0,53,93,44,0,76,58,14,46,65,146.47258571428588,0.35430433333333333,0.47116567171717155,1.6310466666666668,2.072033333333333,4.807439454182415,0.46331439668681346,-0.7395586814975954,0.8254700050505048
15,"Carreras, Quilvio",P,S,L,22,73,32,57,99,79,95,93,93,100,0,0,0,78,15,13,64,26,5,64,47,90,68,52,104.7253333333334,0.3317499999999999,0.34031708333333344,1.4201233333333323,2.3894499999999996,3.7961993835697037,0.7393398613375014,1.1332757790441057,0.6720670833333333
411,"Carson, Deven",P,R,R,21,75,46,21,33,16,55,32,73,56,0,0,0,36,33,18,54,54,0,9,37,46,15,56,82.65450000000001,0.4220800000000001,0.5572300000000001,1.9940999999999993,0.8176999999999999,6.61435047355609,-0.4146637105416482,-1.9925497880845395,0.9793100000000002
421,"Castillo, Everth",P,L,L,20,2,85,48,34,12,35,31,85,57,26,0,0,34,13,3,21,62,1,66,44,56,19,73,89.85625000000006,0.3852896666666668,0.522655,1.8707583333333326,1.726,5.640658024770277,0.023705894540144,-0.8952739612567606,0.9079446666666668
307,"Cavan, James",P,R,R,21,21,57,33,31,43,61,81,69,63,56,33,1,46,2,23,50,29,0,56,34,100,26,96,84.36879999999998,0.4230883333333335,0.4791675000000001,1.938973333333334,0.8792999999999995,6.486059444020952,-0.5549784563503907,-1.0474357994343573,0.9022558333333336
295,"Charleston, Lawrence",P,L,L,19,23,73,21,37,24,77,91,63,59,68,26,0,47,62,18,48,26,12,70,0,40,52,86,101.2687222222223,0.4123566666666668,0.52964,1.982276666666667,1.0245999999999995,6.049466941700733,-0.8881150163792857,-1.560176153625899,0.9419966666666668
405,"Charleston, Storm",P,R,R,22,57,35,73,16,26,33,0,46,35,18,0,0,37,22,33,22,46,19,55,31,39,20,91,118.17166666666681,0.3987600000000001,0.6084975000000006,1.9258700000000004,2.3145399999999996,6.4492628010083175,0.00516112621466704,-1.5815218018153447,1.0072575000000006
184,"Christopher, Dorian",P,L,L,22,25,77,57,42,28,37,74,70,52,24,67,12,53,0,46,45,45,41,67,35,82,50,80,113.67983333333342,0.37360883333333333,0.5231600000000002,1.722193333333333,1.8317999999999983,5.302157496293293,0.4157310936931989,-0.755692018082539,0.8967688333333335
47,"Claudio, Ruben",P,R,R,22,65,27,93,42,73,98,54,81,85,24,0,0,66,9,0,46,90,10,100,36,40,37,98,64.43589999999999,0.3113516666666665,0.4480000000000001,1.3662166666666662,3.6792107142857127,3.7863803086423,0.3418207314555522,0.4604846261285884,0.7593516666666666
24,"Cobb, Milt",P,L,L,21,34,73,62,66,65,49,100,100,63,50,0,0,73,0,42,32,30,30,61,40,59,58,84,121.41600000000011,0.3344216666666668,0.42267499999999997,1.4059666666666675,2.0913933333333325,4.45596377253052,1.7795949126177775,1.4019161229691384,0.7570966666666668
296,"Coleman, Darryl",P,L,L,19,53,22,84,23,38,49,55,64,78,20,0,0,47,0,25,5,55,34,90,40,52,13,81,63.65299999999998,0.3584975,0.4928816666666669,1.6251999999999995,2.206749999999999,4.6609089554976215,-0.320131799417347,-0.48991640549853555,0.8513791666666669
190,"Coleman, Socrates",P,L,L,20,18,80,88,39,25,8,52,69,50,35,43,0,53,1,23,51,81,33,80,29,84,57,94,94.9227666666667,0.35448416666666666,0.5641700000000003,1.6356916666666652,2.704466666666668,4.879424131562677,0.5435146787336853,0.6739043269614254,0.918654166666667
125,"Coles, McKay",P,L,L,21,27,59,75,51,50,53,18,83,74,36,29,0,57,28,30,34,60,43,62,29,31,58,66,84.7325,0.3448954761904763,0.46646400000000005,1.4956433333333323,2.166825,4.994961351000258,0.03941022545967156,-0.5944636531212147,0.8113594761904763
156,"Cordero, Julio",P,R,R,20,28,54,39,51,39,69,83,87,52,30,71,0,55,73,34,58,40,8,59,58,54,40,62,79.91799999999995,0.39564,0.47708499999999987,1.8664999999999998,1.3356249999999996,5.7374501121227635,-0.0322174908188038,-0.7552553564741021,0.8727249999999999
158,"Craig, Dock",P,R,R,22,54,34,62,64,44,17,70,76,50,59,0,0,55,42,3,53,42,16,65,33,75,59,55,104.92350000000006,0.36391500000000016,0.5122179999999998,1.6537250000000006,1.7545400000000015,5.588396195479757,-0.3461283850098067,-0.7676604868834518,0.876133
189,"Creek, Todd",P,L,L,18,37,73,70,33,28,73,25,65,41,54,34,0,53,26,37,23,74,24,61,24,54,26,82,109.19130000000013,0.3795373333333332,0.5673099999999998,1.8681683333333317,2.237,6.0152750523089855,-0.6887699067485323,-1.5538964634754435,0.9468473333333329
21,"Cyr, Dan",P,L,L,19,36,53,91,60,64,35,100,82,97,46,76,35,76,0,0,9,72,10,100,43,70,30,95,105.50891666666678,0.3186333333333333,0.41410714285714273,1.3433666666666668,2.7642500000000014,4.220021814204932,0.9994015052265068,1.3568435691802465,0.7327404761904761
34,"Damon, Quinton",P,S,R,19,22,97,99,32,49,87,94,74,88,32,48,30,71,46,11,35,74,31,97,54,65,32,76,173.97116666666676,0.3366963333333332,0.4482700000000001,1.4686000000000001,3.3792095238095254,4.189830466572676,1.430192628175017,1.422164700555604,0.7849663333333333
170,"Dean, Hank",P,R,R,18,60,28,26,37,66,90,69,99,68,50,0,0,54,0,13,23,31,6,71,43,65,0,100,64.52573333333332,0.39590666666666685,0.45163600000000004,1.8641850000000002,1.0524999999999998,5.55480787452137,-0.3547345836325359,-1.3511578159130264,0.8475426666666669
271,"Dolan, Dave",P,L,L,19,25,61,49,31,32,55,70,78,62,35,25,0,48,18,75,39,50,13,74,19,37,73,51,103.6970000000001,0.3824390000000002,0.4996900000000003,1.9161925000000004,1.7175750000000005,5.652556466356673,-0.25889401410005136,-1.0663137384249006,0.8821290000000005
96,"Ducey, James",P,R,R,18,40,11,71,93,100,100,44,90,77,39,42,0,60,8,15,89,50,7,100,42,94,66,78,52.36183333333332,0.2835966666666666,0.3098598333333334,1.142681666666666,2.9287833333333326,3.3580746985386143,0.5741614437555679,1.9544957778638476,0.5934565
146,"Dunn, Tim",P,R,R,22,40,55,73,25,32,88,79,82,60,42,26,0,56,36,43,84,85,30,50,46,97,81,61,77.37957142857141,0.36400533333333335,0.489339166666667,1.7494583333333336,2.101475000000001,5.109380604095184,0.44948924775125065,-0.06416343090038039,0.8533445000000004
126,"Duvall, Kenny",P,L,L,21,20,63,85,56,23,61,89,76,44,61,41,0,57,30,21,72,62,14,53,18,82,56,61,98.28620000000002,0.33772000000000013,0.5486333333333332,1.5028099999999998,2.2205499999999994,4.942441164712247,0.31087506371459017,-0.30451037673401876,0.8863533333333333
273,"Dye, Clark",P,S,L,18,62,34,53,45,27,64,36,63,66,0,0,0,48,33,11,49,24,36,100,18,94,37,65,85.73700000000002,0.37664166666666665,0.5462,1.7468249999999999,1.9713916666666653,5.6413978880054625,-0.5979714952522862,-0.7889621786868173,0.9228416666666667
100,"Ellenwood, Buck",P,R,R,18,18,83,84,42,47,78,57,80,37,31,38,29,60,0,24,26,51,0,96,36,72,73,74,94.21825000000003,0.3523533333333333,0.5303666666666667,1.5470238095238091,2.191,4.837800009110699,0.7251395850149486,-0.14432563579833946,0.88272
225,"Elmore, Rich",P,S,L,20,18,61,59,57,35,91,35,60,74,38,45,11,51,0,42,73,13,0,57,20,97,22,80,97.60898809523815,0.36336566666666664,0.5021920000000004,1.6691983333333333,1.8516000000000006,4.750430895645403,0.221596422443681,-0.8120678354628698,0.8655576666666671
61,"Esquerra, Richie",P,R,R,18,16,84,84,52,56,42,74,89,43,32,25,0,64,60,42,18,69,20,71,22,69,39,75,95.38041666666669,0.3248766666666667,0.4592683333333333,1.4043249999999994,2.486259999999999,4.487149088173709,1.1193331811994034,1.617236908282222,0.784145
213,"Estrada, Rafael",P,R,R,18,34,55,36,38,48,95,51,78,47,8,0,0,52,21,26,47,25,7,97,28,84,84,88,86.64749999999998,0.40660000000000013,0.4958916666666664,1.891958333333334,1.3550342857142856,5.991222077736208,-0.7873876703117837,-0.8023045169641426,0.9024916666666665
76,"Evans, Kareem",P,R,R,18,81,26,37,54,62,100,93,78,86,0,0,0,62,66,39,61,48,37,100,39,41,20,69,73.35100000000003,0.37553083333333326,0.4216633333333333,1.7626999999999993,1.5053083333333326,4.957820263190287,-0.201352522584682,0.1730549028384315,0.7971941666666665
330,"Foster, Jeremie",P,R,R,19,21,75,66,30,13,68,9,77,51,18,52,0,45,9,20,57,100,15,100,29,69,59,64,116.73350000000015,0.38896766666666666,0.5160666666666668,1.841671666666666,2.185083333333334,5.575565215332398,0.20307496305183081,-1.8197052919398393,0.9050343333333335
174,"Fox, Frank",P,R,R,18,71,38,69,35,10,79,70,93,69,0,0,0,54,0,36,67,78,0,88,37,54,57,81,81.56066666666666,0.3753651666666666,0.49210399999999993,1.770861904761904,2.06676,5.431187630070517,-0.2249026361099255,-0.5564346327404587,0.8674691666666665
407,"Franco, Luis",P,R,R,18,32,72,6,10,22,66,46,89,48,41,59,10,36,16,13,90,21,1,55,40,88,38,76,106.49100000000011,0.4292400000000005,0.5716100000000001,2.0163066666666674,0.8211999999999992,6.6679944658150445,-1.1547960680496516,-2.2720029513884086,1.0008500000000007
107,"Gardner, Randy",P,R,R,20,20,88,80,38,36,100,44,82,81,37,54,7,59,32,27,77,9,0,81,27,27,79,70,136.93483333333344,0.3373186666666665,0.46582500000000004,1.51212,2.554141666666666,4.401925915000259,1.0904831522347713,0.7383065941702104,0.8031436666666665
143,"Gaviglio, Glenn",P,R,R,18,14,69,61,43,51,85,64,91,43,26,34,48,56,9,20,39,6,0,93,26,92,62,67,94.65191666666671,0.3685350000000003,0.4899809999999999,1.6355914285714284,1.8311666666666655,5.337330981532618,0.06512326469727132,-0.6777783172436495,0.8585160000000002
354,"Getz, Tommy",P,R,R,21,14,59,47,43,24,18,66,63,52,61,43,25,43,35,13,38,43,28,59,7,42,51,100,114.61120000000011,0.38227333333333346,0.534175,1.838366666666667,1.69025,5.617339343306456,0.24895806206178847,-0.6235273078713995,0.9164483333333334
128,"Gordon, Matthew",P,L,L,22,24,94,88,43,31,31,46,54,51,33,49,0,57,2,25,51,99,32,94,26,86,36,59,147.60933333333344,0.3526950000000001,0.5116100000000001,1.5950000000000002,2.8888638095238095,4.887211148293924,0.9375622157257912,0.9859459796705918,0.8643050000000002
55,"Graham, Pep",P,R,R,18,23,78,65,57,72,59,16,90,57,17,56,9,65,36,13,31,58,21,100,20,34,65,94,143.6776666666668,0.34071750000000006,0.4272661666666664,1.5021250000000006,2.00625,4.689496897643099,0.6891931911900402,1.3049603846719953,0.7679836666666664
114,"Gray, Gary",P,R,R,19,86,29,93,23,44,86,71,70,74,0,0,0,58,0,9,40,81,10,64,37,66,23,96,69.62016666666665,0.36195499999999986,0.47522,1.543025,3.2017500000000005,4.810369075805428,-0.2817306985875343,-0.641158226921991,0.8371749999999998
358,"Greenwood, Charlie",P,L,L,19,66,15,74,22,32,25,87,79,44,41,0,0,43,35,37,44,100,12,57,29,48,52,59,63.500999999999976,0.36473133333333313,0.5296140000000001,1.8056500000000002,2.4303999999999997,5.513003292413924,-0.48176141199260153,-0.6881732909643504,0.8943453333333333
145,"Guerrero, Luis",P,L,L,22,18,59,72,31,47,25,78,77,77,48,54,33,56,65,8,21,48,0,100,11,71,27,98,96.37833333333339,0.35591000000000006,0.43797900000000006,1.5961186507936502,2.355226666666668,4.680508676708729,1.0370703803580559,-0.5286767395631508,0.7938890000000001
14,"Guillen, Josmil",P,L,L,18,30,87,73,68,55,100,72,74,89,57,49,0,77,20,32,56,78,26,94,35,75,52,90,152.88816666666685,0.3397266666666667,0.45053750000000015,1.4657333333333327,2.3986166666666655,4.706966075223983,0.6590542919817749,0.26812876572726707,0.7902641666666668
160,"Gyorko, Earle",P,S,R,18,34,90,45,19,40,84,66,87,61,35,30,33,55,0,0,62,33,16,100,28,64,22,78,131.41400000000013,0.38965333333333313,0.4918383333333334,1.871770000000001,1.7203500000000003,5.1818336271484835,-0.6269629494472994,-3.230966098637544,0.8814916666666666
53,"Hackman, Elijah",P,R,R,19,10,74,97,57,59,100,48,84,69,24,49,0,65,7,6,88,69,13,82,29,71,55,60,97.73725000000009,0.327080857142857,0.45083199999999984,1.4158928571428564,3.362658333333334,4.229678707658541,1.255071541527334,1.4035753297895124,0.7779128571428569
384,"Hardy, Connor",P,R,R,19,88,16,86,23,35,33,7,47,39,0,0,0,40,52,12,15,62,28,78,20,59,0,83,66.31400000000001,0.3626899999999998,0.5330800000000001,1.7300166666666663,2.7069607142857155,4.991081605025467,-0.19588155612221697,-1.107732177241232,0.89577
115,"Hefner, Alex",P,L,L,18,36,79,57,40,44,52,28,80,53,54,35,0,58,36,0,30,41,12,89,41,87,25,72,114.3295000000001,0.3714176666666668,0.4797736666666666,1.6833733333333327,1.8805250000000007,5.3567586591288805,0.08608026787412121,-1.2381207230827111,0.8511913333333334
314,"Helms, Gary",P,R,R,18,59,13,71,41,50,92,0,87,45,0,0,0,46,6,4,92,83,18,100,28,53,47,87,62.04466666666667,0.35913166666666674,0.49007,1.5991947619047608,2.382408333333333,5.59151997870906,-0.2302300466882073,-0.39228718571672644,0.8492016666666667
44,"Heredia, Collin",P,L,L,22,78,27,72,63,65,93,75,94,81,0,0,0,67,18,56,63,47,24,78,40,83,55,55,66.15933333333334,0.32771000000000006,0.4062800000000002,1.3625966666666676,2.3479666666666654,4.12453032965776,0.168453811052904,0.8573497650819608,0.7339900000000003
346,"Herrmann, Donn",P,L,L,21,33,36,55,45,28,36,66,57,50,46,0,0,44,0,57,46,39,13,71,35,100,32,100,115.04500000000014,0.36946350000000017,0.5686573333333333,1.7740500000000006,1.8841999999999999,5.904144259471435,-0.762293860398475,-0.6972563601964527,0.9381208333333335
279,"Hines, Benny",P,R,R,21,31,70,86,8,26,80,36,63,66,14,52,0,48,35,14,65,88,18,48,9,19,68,77,102.6612000000001,0.35253500000000004,0.5338400000000002,1.5326749999999998,2.465133333333332,4.905988169457473,0.5753120283911558,0.5710605295694356,0.8863750000000002
348,"Hobbes, Butch",P,L,L,21,23,64,53,38,15,12,40,79,57,28,45,11,44,59,22,17,35,18,83,35,89,14,81,119.96215000000011,0.3888363333333333,0.5151590000000003,1.8521766666666653,1.7209071428571425,5.873600246561534,-0.24303669708123746,-1.0293593813426218,0.9039953333333335
77,"Hogg, Myles",P,R,R,22,30,69,61,42,58,35,97,81,82,32,54,29,62,46,17,5,31,18,65,19,57,25,87,125.69900000000013,0.3596949999999999,0.42989500000000014,1.5925483333333335,1.7750466666666664,4.804454808295822,0.6664272041372172,0.6636857367843504,0.78959
254,"Holtz, Charlie",P,R,R,18,10,95,95,29,13,65,52,56,70,34,34,36,49,44,31,32,41,23,78,30,64,51,64,94.72093333333338,0.3563466666666668,0.5379858333333335,1.5697833333333335,3.155066666666668,5.101127871143513,0.8537198154433971,0.9454660385924812,0.8943325000000003
54,"Hughes, Mike",P,S,R,21,17,62,75,43,74,34,76,81,72,53,56,32,65,39,2,38,70,12,94,38,88,28,100,88.39783333333337,0.33474,0.44300333333333336,1.4628600000000003,2.50295,4.72296434081951,0.23105424647019895,0.8734150624146372,0.7777433333333333
210,"Hunter, Rock",P,L,L,19,75,33,54,38,25,99,81,78,70,0,0,0,52,0,25,71,12,5,90,33,100,70,47,84.29603333333336,0.38942733333333335,0.5138468333333334,1.8662157142857145,1.8268399999999998,5.234164856371483,-0.10457047648949346,-0.6216690576347839,0.9032741666666667
30,"Hunter, Shane",P,R,R,19,65,33,100,42,65,93,69,89,92,33,0,0,71,23,0,67,56,14,100,38,9,35,100,84.24177777777778,0.3109900000000001,0.4000574999999999,1.3301666666666667,3.1889147619047624,3.661331529241724,0.30434441802245027,0.4621189353742332,0.7110475
140,"Jacobs, Barry",P,R,R,18,29,10,94,95,100,91,93,100,66,53,0,0,56,15,43,53,68,7,93,63,50,52,77,49.54649999999996,0.26741833333333326,0.2715095000000001,1.0938285714285716,4.249900000000001,2.7207978897723644,0.6963466990757239,1.9333447456436763,0.5389278333333334
157,"James, Tomas",P,L,L,21,76,32,31,68,44,98,71,81,56,0,0,0,55,0,28,89,27,0,59,40,70,60,60,93.31560000000003,0.4141625,0.4839443333333331,2.0090000000000003,1.1038166666666667,6.418622602024835,-0.5149740364422233,-1.293081534366294,0.8981068333333331
142,"Jensen, Sam",P,R,R,18,22,57,72,26,31,100,78,62,80,33,41,0,56,62,28,60,78,1,100,0,48,57,96,88.11800000000002,0.37529499999999993,0.4986933333333335,1.7857999999999998,2.184058333333332,5.086411779021995,0.8600157305454769,-0.46265591162024194,0.8739883333333334
415,"Johnson, Ivan",P,R,R,21,24,25,46,14,35,65,49,63,66,32,0,0,35,44,4,57,49,5,78,40,52,0,76,62.61749999999997,0.39273133333333343,0.5080360000000002,1.8642333333333325,1.6488999999999994,5.284108208038287,-0.43533928915705955,-0.961785424768711,0.9007673333333336
171,"Johnstone, Turner",P,L,L,22,64,35,70,46,19,58,68,81,67,0,0,0,54,67,8,37,67,1,96,19,52,64,77,71.95200000000001,0.36040700000000003,0.4984058333333333,1.7005200000000003,2.177940000000001,5.25318798526327,-0.27493062183267997,-0.3102943161265321,0.8588128333333334
48,"Kaufman, Rogers",P,S,R,20,37,75,100,39,49,36,60,60,33,40,48,29,66,7,35,24,47,9,94,37,39,18,81,122.06383333333343,0.3577333333333331,0.5144066666666669,1.5340666666666665,3.492999999999999,4.882232604928544,0.6351196109309489,0.3975635614970159,0.87214
270,"Key, Oscar",P,L,L,19,47,38,54,54,28,41,26,70,61,63,0,0,48,13,22,39,23,33,85,20,37,50,75,86.04976666666671,0.3602066666666668,0.5193000000000001,1.6498216666666665,1.791106666666666,5.304186878833368,-0.49741175013010647,-0.6828021873133039,0.8795066666666669
