Rank,Player,Pos,Bats,Throws,Age,Contact,Power,LH,RH,BattingEye,BaseRunning,Bunt,Push/Pull,OVR,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,Durability,Health,Speed,Patience,Temper,Makeup,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
469,"Barney, Hick",LF,L,R,22,25,6,29,24,35,73,47,47,44,51,52,63,57,0,84,70,49,92,86,65,0.22168576974692522,0.27373020841815576,0.22351099472355,419.965713317506,841.6186189632863,0.8439299999999996,26.78716911677524,39.074649620259116,-161.11021639767378,-4.02655870707047,-0.576653754022373,-0.16415072314935314,0.0,0.4972412031417057,0.0,13.998857110583533,-4.329313883556,-15.68604525099267
97,"Belinda, Neil",LF,R,R,20,62,27,56,37,59,46,73,51,64,70,71,41,63,9,88,71,77,75,63,62,0.2459097992741141,0.31207658029080637,0.31811369619918156,536.0872310306877,1033.8449401147664,0.9265200000000003,63.26767124636584,76.32521852059354,-50.46769470386474,0.763145305286811,1.4505161859340052,1.4545250342393414,0.0,0.6301902764899879,0.0,17.869574367689587,-5.318132407997769,-3.598050532209714
30,"Bell, Wendell",RF,S,R,19,58,48,63,65,65,77,77,51,72,58,55,60,59,16,87,100,56,76,10,49,0.26444384019335,0.33076806179965357,0.38997633739668947,566.6070291716605,1062.58407705836,0.9644849999999995,85.3797724384281,82.82303455424984,-23.582796929691032,-3.0311027951559497,1.3546733827801947,1.163564503720664,0.0,0.720744399196343,0.0,18.886900972388684,-5.465967474580041,-1.2124401686917876
429,"Beltran, Pedro",2B,R,R,20,16,0,54,11,50,51,41,38,46,66,69,78,67,8,94,58,21,56,45,86,0.2182412175330553,0.27899204558299384,0.18752891821203393,428.6900672297925,896.000339185819,0.80694,20.561836992209045,48.56284376211875,-145.41840506475793,-3.6088025065382405,-2.005060801135144,-3.07155266012954,0.0,0.4665209637950278,0.0,14.289668907659749,1.5363517475751354,-13.734892820112831
291,"Benjamin, Johnnie",LF,S,R,22,47,1,26,31,45,79,79,57,52,72,53,43,56,3,79,92,74,59,43,83,0.2295098595476525,0.289110504438682,0.23059892803715087,449.77590665686876,883.9050831049681,0.8410899999999993,34.81968741374343,59.12827738819234,-117.00503722658172,2.8399083161200913,-0.1704252822175812,-2.0828495778281955,0.0,0.5197094324758329,0.0,14.992530221895626,-4.546836847247778,-10.663783898953684
354,"Beresford, Vinny",DH,R,R,19,42,39,61,35,43,44,52,54,49,14,12,67,67,45,86,58,2,65,40,62,0.24478167745610552,0.30129449653431356,0.326783972246664,424.80414690077305,851.0551568362862,0.6443966666666665,60.47102498757207,62.97549220455728,-56.85461902080395,-5.4629909897066575,-0.33446526399596666,-1.9595862056922067,-1.3929967314466452,0.6280784687809775,0.0,14.160138230025767,-10.214996738432792,-6.080851590984513
29,"Blair, Ross",SS,R,R,22,69,0,53,51,53,79,59,64,72,77,77,93,86,26,92,88,96,48,39,19,0.25018190961357234,0.31256170100181435,0.2534167584043001,538.9128024596721,1030.8451686054468,0.9523299999999998,51.404331098245656,62.88147182686339,-95.6967726625185,11.14695414714165,1.8283163860276768,1.820266847583569,0.0,0.5659784594061145,0.0,17.963760081989072,5.30270148459592,-5.9932688799888405
6,"Bochtler, Royce",2B,R,R,18,66,73,100,56,84,67,67,62,84,78,60,58,57,26,85,80,71,100,34,79,0.27300833063928437,0.35104023970730236,0.4711259009768992,598.2238218896091,1083.0807436294854,0.61869,110.9218733107487,113.25133002578394,32.15773473405708,0.9509393085616448,1.774590251771984,1.1137955191122217,0.0,0.8221661406842016,0.0,19.94079406298697,1.8571343340697624,5.6462808636339314
491,"Boehringer, Abel",1B,R,R,21,47,18,24,27,24,45,29,33,43,38,56,33,54,9,78,87,48,43,36,66,0.22539107698488145,0.27016635835897923,0.2603985215655357,432.11527104023844,889.9199807625264,0.8884449999999999,34.074447116865976,38.14832328083734,-113.52955357898152,-6.185427927935816,-4.461084142220758,-2.7796707619917074,0.0,0.530564879924515,0.0,14.403842368007949,-7.6296294646993,-11.663432002071412
112,"Borders, Curtis",1B,R,R,21,50,64,34,52,63,76,39,26,63,59,38,71,62,0,78,85,57,22,36,52,0.2501561317730259,0.3186992698334797,0.4174233298733836,504.92730188928545,919.8313146885484,0.9052199999999992,86.63194472766968,85.56313817736617,-23.23811082188219,-2.0008338706731785,0.7624075917636246,0.23403629051362637,0.0,0.7361225997068632,0.0,16.83091006297618,-7.886070942117184,-1.6186900692438364
3,"Borowski, Clayton",SS,R,R,22,74,60,71,84,64,67,64,29,89,74,83,86,77,8,95,83,95,93,100,97,0.27800775165074565,0.34160811446871253,0.44898915896032277,654.346178740263,1193.1327000707388,0.9772799999999994,104.98225631954169,106.50406451666936,4.537224292384724,8.314808479517634,2.627893248068808,3.381242751550331,0.0,0.7905972734290353,0.0,21.8115392913421,6.137513889252771,4.4531250430597
299,"Bravo, Midre",2B,R,R,20,44,23,20,17,32,74,61,29,52,72,60,49,58,11,82,83,85,73,41,33,0.2172144583866822,0.26856270885464567,0.27183108070350015,449.8078252514824,900.6796535011381,0.8752099999999997,36.552606992474956,54.85280029916979,-137.35202592924819,5.103977145748342,-0.0999927151047687,-1.020538199818137,0.0,0.5403937895581459,0.0,14.993594175049413,1.5443752632049692,-11.765247589453704
473,"Bridges, Ed",RF,R,R,20,22,58,23,25,45,63,29,27,44,55,40,58,60,14,69,83,8,66,74,38,0.22081518692826577,0.2776218692714335,0.3436549907866696,379.2481843009591,773.2436505146325,0.8420300000000001,53.94409005500396,71.01554241093315,-40.659830376012614,-3.1159427764063503,-0.03280005179844144,0.6125678189931298,0.0,0.6212768600581031,0.0,12.641606143365303,-3.9775907948283566,-3.47716409236956
24,"Brock, Jarrod",2B,R,R,20,54,66,72,58,44,53,71,48,74,76,63,81,68,8,96,59,58,86,83,100,0.25807231599118186,0.3104755447826144,0.42959295026965527,575.0915286242962,1090.7105809580535,0.9348199999999995,88.50611531087684,83.37488882025679,-24.967521759596632,-3.117486379722794,0.566319178213654,0.9382685341837074,0.0,0.7400684950522697,0.0,19.169717620809873,1.8702170455385005,-0.6155032295412557
135,"Brower, Jacque",1B,L,L,22,54,45,36,25,32,88,67,78,61,65,34,52,50,22,89,88,92,49,37,50,0.2312331535829387,0.28246375872002366,0.3530434842680783,502.12922706082463,967.5814433097839,0.8131899999999997,59.776289279158426,70.16245795832977,-81.68282012043555,12.489984058007197,1.1103784968779153,-0.37283762517988794,0.0,0.6355072429881019,0.0,16.73764090202749,-8.29545133153107,-6.160619546883162
183,"Buckley, Tex",DH,R,R,21,33,84,41,32,82,32,0,20,57,35,21,48,38,2,86,84,22,65,79,76,0.24504127371134898,0.3270658169924969,0.4529712433778761,513.8351042969152,960.9435460753739,0.7407666666666666,93.84276349067709,86.00001992214445,8.834028983227507,-4.928082567056508,-0.39615460565507293,-4.867480800566288,-4.744724862037248,0.780037060370373,0.0,17.127836809897175,-11.533958886364228,0.46689266109914046
46,"Burdi, Danny",LF,R,R,20,55,64,55,34,62,66,45,50,70,63,78,54,51,20,93,66,68,47,55,38,0.24572429681455796,0.31157021787566913,0.4055662654850627,565.1741628870368,1082.5939227808267,0.9728999999999992,80.46335737063104,82.48683673939556,-24.831495301869246,0.4306223235503884,1.622109753959425,0.1703703563492464,0.0,0.7171364833607319,0.0,18.839138762901225,-5.568898779736762,-1.1046819275260051
412,"Calvo, Alex",RF,R,R,22,34,58,34,26,27,46,8,40,47,64,46,68,54,20,63,92,56,61,100,38,0.2229376430966916,0.26900725521493746,0.36482142674690154,388.42127203941345,763.8971877824515,0.9108099999999998,56.90420240716097,67.15660152999023,-59.05898477012132,-3.2269163698247847,-0.49537738217576366,-0.6830582404715739,0.0,0.6338286819618391,0.0,12.947375734647116,-3.9295122828315403,-5.4377164678095555
187,"Cambridge, Matt",2B,S,R,20,29,34,27,5,52,60,32,39,57,78,67,71,81,19,84,90,82,57,80,57,0.2074155565582232,0.271450772602306,0.279763160947877,447.1761404015124,904.5129779838026,0.8992299999999998,39.600240416992655,67.41312739359314,-87.6439551422831,2.7345080947071314,-0.8035441416892902,-0.08202657387863893,0.0,0.551213933550183,0.0,14.90587134671708,1.5509481789845723,-6.907589378449231
278,"Candelario, Stefen",1B,L,L,21,18,81,43,42,43,7,25,36,53,66,39,76,58,24,78,97,10,100,61,46,0.23216735800753055,0.2854918285986747,0.42021138491821686,441.5617838045582,903.9815727621317,0.58071,74.61514077247607,83.30837579069573,-12.955266160935944,-3.000964856259417,0.7514226794526768,2.7286448353168833,0.1641656964760864,0.7057032135168916,0.0,14.718726126818606,-7.750184951664366,-0.6308474650981464
494,"Canseco, Lisalverto",1B,R,R,22,27,14,23,40,42,68,59,52,43,53,39,56,50,0,67,100,42,75,34,56,0.2301805499603592,0.28631125342335023,0.2580611719552458,389.7443155180663,761.5203994512558,0.8693599999999997,38.60834964270956,47.53844392615505,-68.99359380898697,-5.244437559849435,-0.23127740843538513,0.6258936147547616,0.0,0.544372425378596,0.0,12.991477183935542,-6.528810009012824,-6.767977103860968
206,"Carpenter, Cecil",DH,R,R,18,67,41,74,43,39,4,13,70,56,48,16,27,33,3,94,68,59,46,17,88,0.2600173534148758,0.31567041622117775,0.3830224818806143,549.5501832282171,1043.655452484265,0.6028379999999999,78.44153179326581,94.84888240485608,-17.22996566017511,-3.710047378397435,-0.9842452481661895,-4.004435451650188,-8.864480441651862,0.698692898101792,0.0,18.31833944094057,-12.52672868208137,-1.9304093706446084
296,"Carpenter, Kenny",1B,R,R,18,55,31,14,39,41,75,59,61,52,54,41,43,38,20,78,57,78,50,0,28,0.23913441543347178,0.29659657502003306,0.3262691071194532,451.644449967891,857.7605708651245,0.7622600000000004,57.656842937162345,66.57431615968005,-84.23100679475132,4.144750233904549,0.6816047119806737,0.8661653386767026,0.0,0.6228656821394862,0.0,15.0548149989297,-7.3539143592689,-7.2084000093266924
99,"Carrasco, Juan",LF,R,R,18,56,58,64,43,66,62,86,26,64,50,55,41,51,11,75,66,71,48,34,53,0.2546887428101971,0.32389501709152396,0.4120710513706628,513.9047987330705,934.8152927812189,0.9801800000000003,86.90340714656536,84.86382508775093,-12.93602786305868,0.3376698725367856,0.20432135837861548,0.4411605439099143,0.0,0.7359660684621867,0.0,17.130159957769017,-4.808720641878698,0.01655389389050706
364,"Casey, Benj",SS,R,R,20,49,13,25,21,27,38,83,28,49,72,80,77,92,12,76,68,47,50,66,57,0.21674749566716148,0.2638042337278034,0.22865308905821474,399.7621539980173,839.5711857210845,0.9301649999999999,27.52736191223861,31.5772185097599,-162.76234483985158,-5.83758712466086,1.0811710023715044,1.1785506672324133,0.0,0.49245732278601817,0.0,13.325405133267243,4.318781819552904,-15.096003189017784
270,"Castillo, Matty",LF,R,R,22,57,3,55,13,28,77,51,51,53,52,50,47,41,0,93,80,99,61,36,45,0.23109517839634636,0.28101829123239497,0.2470919534515306,507.3573617711663,971.2395636867732,0.8102599999999994,35.22258987119907,60.37900330097082,-167.68421639747928,10.199604650233148,-2.956351660065467,-3.9931732782701626,0.0,0.5281102446839255,0.0,16.91191205903888,-4.996088290569821,-15.074309903947352
128,"Castillo, Miguel",2B,R,R,19,51,19,35,33,35,74,100,33,61,82,93,61,71,9,83,93,85,78,36,26,0.22751313988752406,0.276848275738051,0.2688556945996737,494.42404409497976,990.0882201325148,0.9845599999999998,40.09157629298765,53.84627941939257,-109.71729234000635,4.97705573661488,2.6110133732964984,2.4164756729448094,0.0,0.5457039703377247,0.0,16.480801469832656,1.6976821332862049,-8.480979901070711
168,"Cedeno, Erasmo",RF,R,R,20,43,43,35,31,61,46,33,52,58,63,43,75,67,8,96,57,45,71,53,38,0.23695953892434837,0.30660456439979294,0.3381674921546741,503.34979045018554,976.6483102720231,0.8725766666666663,64.72709778806215,69.00735584398616,-56.92162877582955,-4.816691588877367,-0.3265581762498291,-0.6173087811968813,0.0,0.644772056554467,0.0,16.77832634833952,-5.023911061070078,-5.100082753729123
331,"Choi, Kenji",RF,R,R,20,44,0,30,21,39,55,76,35,50,63,76,57,57,0,82,87,61,88,0,62,0.22330390470994457,0.27838078627588464,0.21069599545668652,448.0199240632355,904.8349309898913,0.8493900000000001,25.85958743804853,46.9689832911021,-170.63091320421842,-3.042286997134432,-0.7187288560839907,-2.491253388701805,0.0,0.4890767817325712,0.0,14.933997468774518,-4.6545006738163135,-16.719500240000862
365,"Clark, Vic",LF,L,R,22,30,17,22,18,45,57,28,41,49,52,63,49,60,14,90,58,69,63,54,84,0.21873298985078596,0.27771107491755354,0.2514007261568486,454.40962132718414,920.1577477678657,0.8474099999999996,34.377768812810736,56.75150768414286,-116.41157061391095,0.190858691280101,-1.610674703730929,-1.0637620749734924,0.0,0.5291118010744021,0.0,15.146987377572804,-4.733321747777087,-10.771480070744314
426,"Clark, Willie",2B,R,R,20,39,4,0,28,31,65,78,18,46,75,64,64,71,3,73,74,75,57,43,79,0.21553671119698586,0.2668057326779595,0.21841687295080822,391.7136872652918,791.8772441763431,0.8210175,24.944786979169784,35.860367677529396,-166.38327653622648,1.8176250690235516,-0.4200657468763851,-0.06672550107659203,0.0,0.48522260562876773,0.0,13.05712290884306,1.3578142046919461,-15.140375415752935
153,"Coleman, Derek",SS,R,R,19,67,8,34,47,59,47,61,58,59,70,77,79,77,0,73,56,80,71,73,84,0.24758982472817048,0.3158101446390816,0.2734115380879647,464.9192166533321,858.0939934607595,0.8088066666666666,55.657669924192795,64.33398950950996,-76.15018771313989,1.2744403187972995,1.1823287793702593,1.4931417650610637,0.0,0.5892216827270462,0.0,15.497307221777737,4.414063752370162,-5.389351378943577
455,"Collier, Dewey",1B,R,R,18,3,74,18,45,27,37,10,34,45,65,36,53,46,7,99,58,1,89,88,69,0.2253055258403782,0.26738941215336975,0.39146857069896307,472.8228158066049,1001.8760210676119,0.732243333333333,60.96519272564232,67.71803168982632,-64.50649046766438,-4.182199050399446,-4.655069762452424,-9.213571887189735,0.10078612412954549,0.6588579828523329,0.0,15.76076052688683,-8.589472059907509,-7.128955764673219
34,"Cooper, Pat",LF,R,R,20,70,55,54,38,66,56,57,42,71,72,60,40,60,26,93,96,46,59,41,64,0.24972512125580948,0.31958050110149494,0.38211916917319977,565.9779890067875,1115.7513687517494,0.9254199999999999,79.272039907512,78.30501649182575,-22.64604732582724,-6.013344723897311,2.2216807970135344,2.075835977673446,0.0,0.7016996702746947,0.0,18.865932966892917,-5.739461773414349,-1.3563359704456122
336,"Cora, Bailey",3B,R,R,21,34,41,35,25,24,50,53,43,50,72,58,77,60,2,80,49,57,66,51,79,0.22367265467476333,0.26810274730885236,0.321317422252715,425.5559489848092,838.0733275413513,0.9136399999999999,47.722601337235155,54.03685520610168,-95.43670466175543,-2.9305159135692547,-0.38867489974938146,-1.1186381253034887,0.0,0.5894201695615673,0.0,14.18519829949364,1.4370255959213842,-8.452593226913713
468,"Corsi, Nolan",RF,L,R,19,22,32,16,27,34,42,5,45,44,62,48,56,58,10,84,97,28,49,76,67,0.21682465922245492,0.2674587854230217,0.27660814157257607,425.1192931421101,899.9517380390316,0.8432300000000003,36.107996728671914,50.65585210821718,-102.15040230966567,-3.9795061996693217,-0.1591669818124553,-0.20047066326888963,0.0,0.5440669269955978,0.0,14.170643104737003,-4.629381368513537,-9.75534914962747
89,"Counsell, Benjamin",1B,L,L,18,25,54,71,51,59,66,37,64,65,57,37,74,55,0,88,87,75,98,44,60,0.25040808120076186,0.3139626485512977,0.3983396935897613,536.2886508349329,979.7413078714162,0.8466766666666666,80.72824216394706,85.53025991764393,-21.973592969616586,2.400854242870204,0.0669154194702151,0.606388003430528,0.0,0.712302342141059,0.0,17.87628836116443,-8.39970257091406,-0.9564708587284645
85,"Craig, Lenny",DH,S,R,18,6,94,35,49,95,46,13,52,65,54,56,41,28,29,96,72,18,72,84,98,0.2453254354025065,0.32947267137013425,0.4679212045979415,550.683505536057,1083.0064934454858,0.7638966666666669,96.4806247725433,96.59832560446422,39.36953636495603,-4.586633856257221,-0.4504868355949464,-1.2515472636436893,0.0,0.7973938759680758,0.0,18.356116851201904,-12.999049132576133,3.9195537053890206
88,"Crockett, Chet",LF,R,R,18,70,7,26,22,58,85,98,35,65,92,84,42,60,2,87,100,92,49,37,61,0.23035397942524796,0.2986323050024079,0.24544025682581105,524.3084275927395,1028.0692677330226,0.9593644999999996,41.58893140445483,62.766571243295445,-159.59728969379066,8.124660199157383,4.090357851926702,5.907789296475877,0.0,0.544072561828219,0.0,17.47694758642465,-5.288422159120486,-13.442962941939472
361,"Cromer, Hooks",LF,R,R,20,29,54,32,16,37,26,4,27,49,58,53,53,65,6,87,86,41,69,56,28,0.21670903600612224,0.26930666564341527,0.337169624476364,462.2982267420739,953.0661379713565,0.7948749999999998,50.695998182222446,61.09596408942394,-86.28749187928047,-3.77823139228499,-1.3614038314913317,-1.0164476770451236,0.0,0.6064762901197793,0.0,15.409940891402464,-4.902603590387637,-8.121115841583228
329,"Crow, Julius",DH,S,R,19,52,45,40,29,63,49,31,67,50,2,19,55,57,33,69,100,51,45,31,0,0.24226563228849948,0.3142362582635007,0.35555725788357595,433.100961972028,802.3346211127937,0.5167699999999996,69.78315118274672,74.28478299762182,-42.75113515046631,-5.495714643797569,-0.7661213893402057,-2.424357827017995,-0.9724363420536113,0.6697935161470767,0.0,14.436698732400934,-9.630216645729691,-4.622693367733775
131,"Cruz, Yan",2B,R,R,21,40,37,35,31,46,70,79,29,61,75,67,77,77,12,86,70,54,72,97,82,0.22847676096108344,0.2858559602385813,0.30912025853016484,470.1939741615206,933.1177695412189,0.832605,51.83895665889626,60.2985655886584,-71.16016967773155,-3.925798391135425,-0.10558612448254144,0.1646292273911405,0.0,0.5949762187687462,0.0,15.673132472050685,1.5999961754821999,-5.810347621597841
294,"Cunningham, Philip",1B,S,R,22,44,70,22,39,25,50,19,33,52,34,46,33,45,22,95,70,34,77,57,32,0.23467682768776324,0.27714682143600927,0.40168171079218296,512.891658378765,1050.0080490130931,0.8018999999999998,67.07950667087475,71.67629846570215,-38.87856298403127,-4.8247402317674055,-0.3403027466236758,-2.053434339317527,0.0,0.6788285322281922,0.0,17.0963886126255,-9.002126620482622,-3.795990796151403
35,"Damon, Jedd",2B,R,R,18,0,90,50,41,75,52,22,37,71,77,81,76,65,22,100,89,32,84,61,78,0.23083302612290557,0.3000031744033442,0.43476113454162,557.9704153575003,1126.0732308197767,0.9730666666666662,81.75812808732057,83.57748445801981,-26.786624068685356,-3.915833012734777,-11.54472348554318,-4.831345263138137,0.10176415564863536,0.7347643089449643,0.0,18.59901384525001,1.93085259056889,-1.512242670304272
76,"De Los Santos, Yusmeiro",RF,R,R,20,34,80,51,42,46,48,24,0,66,75,52,87,84,3,89,59,50,68,79,70,0.23747555303176515,0.29277953152700353,0.4357006569741011,510.91739919781685,980.4370426032692,0.9023600000000002,83.3478140413577,78.47935484351353,-23.722695497879926,-4.569006842723106,3.4550909823292173,2.758083848458879,0.0,0.7284801885011046,0.0,17.03057997326056,-5.043400424913937,-1.3653419426798488
486,"Delaney, Emerson",C,R,R,20,37,29,25,16,62,13,53,23,43,19,24,79,84,64,69,66,4,55,55,72,0.22354046366735464,0.2963943225635602,0.26809868217433797,324.58620685432106,685.3254416389391,0.8725299999999997,45.123418918163715,53.22035039847305,-74.17622615568946,-4.4049090059954,-2.351369048521059,1.1890088562900096,0.25053059060264127,0.5644930047378982,1.0128230044052888,10.819540228477369,3.52533663394516,-6.252433178790789
44,"Delcarmen, Beck",2B,R,R,19,53,37,64,59,51,58,54,29,70,84,67,63,65,28,84,99,70,74,50,58,0.25312594544897027,0.3106006985837576,0.34966317305601,531.1914084255695,1034.3001191951334,0.9552499999999998,70.60192892717218,72.93665338093362,-58.218146998658746,-0.46761387855582803,1.3007017930334472,1.4744146513923315,0.0,0.6602638716397676,0.0,17.70638028085232,1.7734912880574991,-3.802945196296918
462,"Dent, Walker",DH,R,R,18,36,45,33,27,60,23,0,19,44,27,20,57,49,25,81,71,3,55,16,51,0.2363121446826189,0.3059951811060366,0.3328815385682967,419.32739491946995,836.0998311592266,0.6686479999999999,60.97722856437807,69.00608819856106,-43.06097766168377,-4.579315116873519,-0.5791250943008253,-5.055708686062923,-5.035267724239522,0.6388767196743332,0.0,13.977579830648999,-10.035491800608002,-4.913893840158772
21,"Dickens, Hal",SS,R,R,18,66,70,38,28,57,84,85,36,75,97,95,94,87,17,93,39,23,61,45,77,0.2365282683421665,0.29948131468108324,0.3868820823997696,518.2812543734908,1028.7465320695192,0.8759466666666662,74.1407525809996,83.63488081631685,-65.91860265480568,-4.8195838744473045,7.900308931380332,8.556519335650817,0.0,0.6863633970808529,0.0,17.276041812449694,5.291906029164193,-3.992656133557694
290,"Dickson, Junior",1B,L,R,18,41,17,43,32,43,30,73,79,52,69,38,43,44,0,90,94,81,46,52,41,0.23446347639300996,0.2931693162232902,0.2861277725846302,501.70955205336213,981.237617528066,0.7193483333333333,48.37196392687523,60.32587596624407,-81.68131683452283,0.29336952431359226,-0.07562405757091398,-0.3537839403482578,0.0,0.5792970888079203,0.0,16.72365173511207,-8.412531014472444,-7.401051512433846
