Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xOPS,pcR,RLR,pos_adj,xWAR
Courtney Nolin,RL,LAA,SS,100,19,62,79,19,38,27,25,27,28,37,71,47,76,53,4,$8K  7650,Anaheim Dirty Halos,6878,0.20239666666666659,0.2761099999999999,0.3232050000000002,480.6836111111111,714.6156990528107,0.9611622425475669,63.80047074524409,63.14610185436315,-22.15494809427111,-3.0312565704843952,-3.864019690936092,-1.2258349832526836,-0.5011087466038188,0.599315,0.0,16.022787037037038,3.676006682370425,-0.6766262540193311
Darron Monroe,HiA,LAA,SS,100,19,57,64,10,5,10,15,44,45,70,64,43,62,40,5,$27K  26250,Anaheim Dirty Halos,6878,0.19779799999999997,0.2841060000000001,0.23436000000000007,518.58,617.9573540091515,0.8989935640213151,31.25142920248949,33.42274255116503,-67.77380610884234,-1.5638728625830365,0.8123753126693884,-2.1298114786073987,-0.4191579530638288,0.5184660000000001,0.0,17.286,3.178792973298104,-5.140548179762154
Dennys Hendrickson,LoA,LAA,CF,100,20,67,89,18,11,18,10,27,49,78,59,43,40,32,7,$27K  26250,Anaheim Dirty Halos,6878,0.20343,0.27590699999999996,0.24197000000000007,558.658,712.1160309910774,0.6536583891255491,35.75520854066438,52.287909354719716,-63.80984342350939,1.428672463952778,-2.4288579377237385,-3.8070823087510792,-0.021757836006053258,0.517877,0.0,18.621933333333335,1.2210494358557569,-4.671127365635987
Domonic Sutton,HiA,LAA,CF,100,22,88,85,20,8,17,17,32,44,71,65,42,40,37,14,$27K  26250,Anaheim Dirty Halos,6878,0.20087499999999991,0.2798874999999999,0.2406150000000001,496.99,860.1513625383377,0.7928860014467081,34.00293251644918,40.44004923979516,-63.69679083691641,-1.3798037192320347,-1.4236277736009608,-2.180868706279446,-0.014781700667212813,0.5205025,0.0,16.566333333333333,1.4748823088791798,-4.960492378549765
Don O'Shea,AAA,LAA,3B,100,27,80,68,58,58,65,71,44,56,59,59,66,76,66,0,$64K  64000,Anaheim Dirty Halos,6878,0.25862083333333324,0.3108716666666665,0.42200999999999994,553.335,993.7926553487778,0.9657569425533317,93.5382276143139,86.58966407489412,-11.67641762407295,-2.505782905678375,-0.12476660659135051,0.09080137670971145,0.017380233498405492,0.7328816666666664,0.0,18.4445,1.7040340455225955,0.6104969989150155
Edwards Miller,LoA,LAA,1B,100,25,97,78,41,23,29,23,39,58,67,69,69,55,50,9,$27K  26250,Anaheim Dirty Halos,6878,0.22871777777777783,0.26870833333333327,0.3401399999999999,537.2411111111112,1006.6447105407715,0.9632770671169583,73.74822647535967,62.94458861501639,-24.454574605612716,-0.5852259326928547,-0.0364192780120897,0.17281479994955867,-0.02514538660159626,0.6088483333333332,0.0,17.90803703703704,-8.630355885980551,-1.5712418221909896
Ernest Lush,AA,LAA,RF,100,22,88,97,45,51,46,43,40,76,48,61,53,59,57,4,$38K  37500,Anaheim Dirty Halos,6878,0.25080690476190487,0.3032231666666667,0.3610810000000002,513.5319999999999,979.6152193546295,0.9622357219272614,75.66343997221051,69.53140154937313,-24.39443505731018,-3.785380635134917,0.00068317356734603,0.5767361080704911,-0.020568534663018157,0.6643041666666669,0.0,17.11773333333333,-5.039172939067024,-1.5647121194089273
Evan Buckley,HiA,LAA,LF,100,24,76,98,13,12,21,19,33,46,67,69,49,47,47,3,$27K  26250,Anaheim Dirty Halos,6878,0.20559999999999995,0.28129499999999996,0.2481,513.755,797.2656494379044,0.9233787142853833,40.78517581117981,49.76846942875468,-57.675463494067714,-1.7679413862652422,-1.100932789152419,-2.1408823688483247,-0.014781700667212917,0.529395,0.0,17.125166666666665,-4.101160748137368,-4.894377712411986
Felix Yang,ML,LAA,1B,100,21,67,54,80,93,82,58,85,53,41,41,38,48,35,2,$343K  343000,Anaheim Dirty Halos,6878,0.2691933333333334,0.3508933095238095,0.5595259999999996,496.301,912.8291034698486,0.7842498355163959,128.83820848813127,108.06583732370126,20.90652301439375,-6.628660189581986,0.20361123954826943,0.7989703305814655,0.01013449091475226,0.9104193095238091,0.0,16.543366666666664,-7.8260382670597455,2.3982071522063655
Fernando Duran,AA,LAA,RF,100,22,82,98,6,71,56,35,35,76,43,60,41,60,54,1,$38K  37500,Anaheim Dirty Halos,6878,0.21448850000000008,0.29440778571428583,0.49886933333333333,534.1075,900.4797240495682,0.8815197713310937,103.81910101462181,96.66737970920244,2.653806147332981,-3.3345206516336026,0.140530895781986,-1.537641045058597,-0.020568534663018185,0.7932771190476191,0.0,17.803583333333332,-4.6320973459339925,1.10396307492655
Fred Gran,ML,LAA,CF,100,22,91,100,72,56,76,79,48,66,100,81,74,83,72,10,$343K  343000,Anaheim Dirty Halos,6878,0.2647438095238096,0.32612683333333337,0.43016666666666664,635.1028333333334,1153.0595502853394,0.9680008768296942,92.52417793604769,96.52327371561837,-10.800953504303557,9.04017638156245,1.3433889452413417,2.7480076731657106,0.02416401118474964,0.7562935,0.0,21.170094444444448,1.977125429158675,2.432504775916778
Gabe Hutchison,ML,LAA,LF,100,33,93,55,86,87,86,70,61,51,57,57,55,48,57,6,$8.3M  8266668,Anaheim Dirty Halos,6878,0.28102666666666676,0.3449925000000001,0.5314649404761904,620.0521666666667,1121.0680166482925,0.9624288676647639,117.49408349032288,111.1850929257231,18.204612123318533,-4.768196045763151,1.7588581482063437,3.2515195306677547,-0.002536113702394643,0.8764574404761905,0.0,20.66840555555556,-5.766810785227842,3.1839002821581226
Gabriel Ceciliani,RL,LAA,1B,100,20,72,94,15,34,14,26,24,59,81,53,31,60,51,6,$8K  7650,Anaheim Dirty Halos,6878,0.21531499999999984,0.27863,0.3364900000000002,509.2333333333333,764.3468014001846,0.8108266298304544,70.06634771029402,76.5021955449179,-26.16480709124203,2.33785440391608,-2.687592060025817,-4.503311464858228,-0.025653208498393774,0.6151200000000001,0.0,16.974444444444444,-6.553041850138758,-1.8050293462411342
George Patel,LoA,LAA,LF,100,21,76,93,34,45,23,29,38,44,50,56,45,42,45,0,$27K  26250,Anaheim Dirty Halos,6878,0.22486333333333333,0.28131666666666655,0.35441900000000004,507.5773333333334,849.2332354784012,0.9282336302797515,66.17399217707295,67.1724104358568,-13.998651192590701,-3.769472636105905,-0.48225576390630004,-0.29055497500660515,-0.014781700667212974,0.6357356666666666,0.0,16.919244444444445,-4.368483721596714,-0.5551415839865381
Glenallen Benjamin,ML,LAA,2B,100,23,92,90,77,99,69,76,72,67,68,80,77,82,80,0,$360K  360000,Anaheim Dirty Halos,6878,0.2791583333333335,0.3341809999999999,0.5585566666666666,690.025,1198.5454601049423,0.9756079339216307,128.5356727475333,112.45635138146672,24.714084531413775,0.9107991456770145,2.62598550847275,5.050366367485157,0.03437527955214224,0.8927376666666664,0.0,23.000833333333333,2.0551191016888586,5.617132928962017
Gregory Locke,HiA,LAA,C,100,22,77,65,63,51,37,35,57,46,0,27,35,67,72,74,$27K  26250,Anaheim Dirty Halos,6878,0.24392476190476195,0.3205646666666667,0.3826533333333332,438.25249999999994,820.8490165472031,1.000800435938339,81.76440367178292,72.15001725850553,-8.3345429855198,-4.338540504019084,-0.330081700269671,-0.21089911542885517,0.19468341621457164,0.7032179999999999,3.739797358388983,14.608416666666663,4.222474364954749,0.976320474302501
Herman Haynes,HiA,LAA,CF,100,21,84,92,22,14,11,11,10,49,87,63,43,40,30,9,$27K  26250,Anaheim Dirty Halos,6878,0.19657999999999995,0.24949000000000002,0.2541480000000001,493.02833333333336,837.0412170886993,0.6558168981010012,37.2658790347742,55.63726702126607,-56.51021367214728,3.5045181883202052,-4.534024505800849,-4.23939883420793,0.018441446970010867,0.5036380000000001,0.0,16.43427777777778,1.4352558592055888,-3.96865218508151
Hi Duda,LoA,LAA,2B,100,21,77,54,30,31,30,24,42,48,90,73,51,56,47,5,$27K  26250,Anaheim Dirty Halos,6878,0.21842249999999996,0.2693399999999999,0.35700633333333315,463.84666666666664,828.7615069150925,0.9460655969484303,67.4733810630387,84.85626766652744,-23.85793103300542,2.9278181067242053,0.10584355172280603,0.01140310907517802,-0.024271954179147324,0.626346333333333,0.0,15.461555555555556,1.4210588253002272,-0.4067969749666847
J.B. Little,RL,LAA,LF,100,22,79,77,51,15,20,17,63,55,79,71,54,46,44,2,$8K  7650,Anaheim Dirty Halos,6878,0.23530916666666676,0.32147166666666666,0.29532,518.6416666666668,859.6771748065948,0.9518180867218803,58.30140604962955,58.68221994331544,-42.6560458427519,2.0247334389179805,-0.6716327313405378,-1.2971559971325117,-0.025145386601595755,0.6167916666666666,0.0,17.28805555555556,-4.422207689334336,-2.9292137177087905
Jack Parkers,RL,LAA,LF,100,19,56,86,15,12,22,11,23,36,78,43,28,45,31,1,$8K  7650,Anaheim Dirty Halos,6878,0.21492999999999984,0.28412699999999996,0.2552500000000001,540.5258333333334,611.5013573765755,0.4912841073852543,34.20821840959298,52.541159620138636,-61.231748957872476,0.7573931494417079,-2.084332712819056,-10.102413784371114,-0.12948061522237947,0.539377,0.0,18.01752777777778,-3.1455831140770343,-5.614474342732225
Jesus Armas,RL,LAA,1B,100,20,73,50,40,17,10,26,0,55,69,55,36,41,38,0,$8K  7650,Anaheim Dirty Halos,6878,0.22518516666666666,0.25061333333333335,0.29900333333333334,526.6985714285714,719.8134198784828,0.800482841368132,60.61514271263497,48.888817108276506,-36.1969641340531,-0.1558279543395663,-7.271152193328212,-5.834773880054137,0.011595479421297144,0.5496166666666666,0.0,17.556619047619048,-6.171239882360107,-3.1045441346714933
Josmil Urena,AAA,LAA,2B,100,26,81,96,30,25,28,21,49,77,87,61,44,40,45,3,$55K  54500,Anaheim Dirty Halos,6878,0.22292649999999994,0.31700100000000003,0.3542509999999998,510.01866666666666,861.8822716474533,0.9312143698205594,74.44528121643265,90.17670032222544,-21.52502708094369,5.7990491775042825,-0.3609009665818117,-0.3039381185578612,-0.025145386601596098,0.6712519999999998,0.0,17.000622222222223,1.4778502600264976,0.24678934796599922
Ken Szczur,LoA,LAA,1B,100,20,71,73,18,33,30,23,44,56,27,50,34,45,39,0,$27K  26250,Anaheim Dirty Halos,6878,0.23011999999999994,0.29027250000000016,0.3325575000000001,537.2516666666667,737.2491645216942,0.7890749666380694,77.25951069710936,68.62856132163104,-16.244021935336704,-4.238119701987988,-2.2463472344663784,-0.9808357513546292,-0.0268595520893884,0.6228300000000002,0.0,17.90838888888889,-6.320723289795047,-0.9953300228423028
Kenley Seneca,LoA,LAA,1B,100,25,82,92,22,25,17,12,36,48,56,45,29,39,36,7,$27K  26250,Anaheim Dirty Halos,6878,0.21253999999999984,0.27716,0.3450400000000001,484.10416666666663,811.8178380131721,0.7201127901679708,65.57241884835985,61.45945132025888,-32.479395603227985,-3.415045756759205,-1.7255747584255714,-5.579916589577422,-0.24950664068574202,0.6222000000000001,0.0,16.136805555555554,-6.960029475421573,-3.2552646017469096
Kenneth Moorhouse,RL,LAA,2B,100,19,67,52,17,22,14,5,17,36,75,60,39,60,45,12,$8K  7650,Anaheim Dirty Halos,6878,0.19431999999999994,0.263778,0.30743499999999996,531.9056666666667,668.5865925550461,0.8720089080351058,64.27916433693194,57.19642501671358,-38.876638591394936,0.8151665914424031,-1.2389428694989526,-3.758226549420526,0.053260880268341165,0.571213,0.0,17.73018888888889,1.1464104810614644,-2.3124288039604846
Kevin Osbourne,AA,LAA,2B,100,21,71,90,88,21,64,56,51,68,74,72,68,55,54,13,$38K  37500,Anaheim Dirty Halos,6878,0.25962725,0.32021200000000005,0.3215499999999999,514.3736666666666,918.3359715938568,0.9704839354550829,75.76708582172913,69.2229744919531,-23.993979643626414,1.5462767164083036,0.9610178880680398,2.1193322559457566,0.00048582636749656136,0.6417619999999999,0.0,17.145788888888887,1.5746501570539384,-0.16206299663934745
King Glass,LoA,LAA,LF,100,22,78,90,29,44,35,34,43,65,83,73,59,47,49,19,$27K  26250,Anaheim Dirty Halos,6878,0.227185,0.2909308333333333,0.3463371212121211,496.65666666666664,897.4753279685974,0.9427735007891286,82.91626378111282,93.68147578621438,-14.749867217399695,3.4464710421103466,0.43337184571516685,0.23728670623969422,-0.02514538660159642,0.6372679545454545,0.0,16.55522222222222,-4.616642633583321,0.0879360290148815
Kraig Christians,AAA,LAA,LF,100,31,79,92,30,52,61,64,42,44,29,62,59,67,57,12,$55K  54500,Anaheim Dirty Halos,6878,0.2563264999999998,0.30813224999999994,0.37637171428571425,497.0323333333334,948.65820145607,0.9598270035016796,87.79912773385782,73.7046018795366,-14.690653522325512,-3.7018591513018526,0.12035735149075814,0.6620170600763141,0.02816565143656001,0.6845039642857143,0.0,16.567744444444447,-4.87992901983575,-0.6090401132277755
Len Henderson,RL,LAA,1B,100,19,60,81,8,8,21,16,41,38,46,41,27,52,32,6,$8K  7650,Anaheim Dirty Halos,6878,0.20447999999999988,0.26977000000000007,0.22809500000000005,508.005,626.3893423080444,0.41665382615768737,35.10900418613861,35.40452166079867,-64.31770374823859,-3.6194923146159907,-0.13791200004308068,-5.215277843643478,0.0011036277001719112,0.4978650000000001,0.0,16.9335,-5.370278997839888,-6.207564257845902
Leonardo Darling,LoA,LAA,DH,100,24,78,68,7,36,31,11,28,32,29,44,22,50,33,0,$27K  26250,Anaheim Dirty Halos,6878,0.21776999999999982,0.28683000000000003,0.34164,521.0564285714286,748.189781665802,0.2905277922181113,71.42316719927447,68.22030153830613,-23.601993163841016,-4.171531874986318,-4.400903800516636,0.0,-0.6032482599693111,0.6284700000000001,0.0,17.368547619047618,-10.263234316403318,-2.083143509572989
Levi Hemphill,LoA,LAA,SS,100,21,84,77,33,0,13,12,30,33,68,63,44,67,54,11,$27K  26250,Anaheim Dirty Halos,6878,0.2126521428571429,0.2747800000000001,0.23667999999999995,467.8,820.5944565534592,0.9492259718283519,32.47381970626604,39.8194492795318,-56.284259502688286,-1.910502376969854,-1.8760930913955112,-2.215761609377075,0.014654789436106147,0.51146,0.0,15.593333333333334,4.221164899966354,-4.0916624817568445
Luis Lopez,AAA,LAA,C,100,28,74,92,40,69,30,37,11,48,29,15,39,88,74,87,$61K  61000,Anaheim Dirty Halos,6878,0.23202390476190485,0.25792166666666655,0.4124998106060609,441.5033333333333,826.934695482254,0.9920012651276904,77.86444127433033,71.37401564133961,-19.647368997810666,-2.7935621025833854,-0.9692599793693712,7.373345573788705,4.543611642615592,0.6704214772727275,7.076570406302376,14.716777777777777,4.2537792977482205,1.1066250846494918
Luis Peralta,RL,LAA,LF,100,19,64,80,5,7,12,4,30,53,79,59,35,40,31,9,$8K  7650,Anaheim Dirty Halos,6878,0.1969399999999999,0.27496799999999977,0.2492380000000001,541.15,644.5712695717812,0.6350068890763991,30.37749705412252,34.94840259437119,-64.28675146140766,2.132557503520425,0.38552681763636787,-19.836834897948176,-0.025653208498393882,0.5242059999999998,0.0,18.03833333333333,-3.3156958311305615,-6.779963096779001
Mario Raburn,RL,LAA,RF,100,21,68,93,21,12,37,28,0,53,91,49,28,52,45,1,$8K  7650,Anaheim Dirty Halos,6878,0.22290333333333334,0.265115,0.2991383333333333,497.55400000000003,712.6222858428955,0.7031040342030156,47.57521048132097,63.594758076712495,-52.586806179933035,3.4959455233514825,-5.89496763310806,-8.806026130623925,-0.001747491961811301,0.5642533333333333,0.0,16.585133333333335,-3.6657524991918495,-4.533270744409796
Marshall Douglass,LoA,LAA,C,100,23,64,94,33,23,9,9,26,8,10,14,28,65,64,69,$27K  26250,Anaheim Dirty Halos,6878,0.22163285714285708,0.2866619999999999,0.2984499999999999,428.68800000000005,652.215254843235,0.9360486015067191,61.309309635740185,49.8549183207372,-34.733893954955796,-2.81788509108475,-2.4602005513513503,-5.136148495329387,-1.1297588115879655,0.5851119999999999,1.967695220907217,14.289600000000002,3.3550167430207565,-2.325785096123997
Matt Wise,AAA,LAA,LF,100,30,85,89,36,59,54,47,41,41,29,58,57,61,58,4,$55K  54500,Anaheim Dirty Halos,6878,0.24215333333333341,0.29705738095238104,0.38640125,505.97,973.1733680963516,0.9585656171217235,81.62663001663108,75.24171494011367,-20.67260573378668,-4.21692760391183,-0.40746336452686893,0.1631776706602051,-0.010204848728634749,0.683458630952381,0.0,16.86566666666667,-5.006035844117036,-1.2968337411762978
Matty Tavarez,AAA,LAA,LF,100,24,77,96,34,86,73,41,47,32,57,61,65,71,67,7,$59K  59000,Anaheim Dirty Halos,6878,0.2500781060606061,0.3200976507936508,0.43377961111111085,533.7391428571428,982.9686344861984,0.9701025137486008,103.88312646232002,91.54946892093592,-7.849743563112322,-2.5599153293541663,0.7103965229733984,1.4434236945955496,0.021031896755502585,0.7538772619047617,0.0,17.79130476190476,-5.056423016904313,0.37984087325676563
Omar Perez,AAA,LAA,SS,100,22,93,99,22,16,49,43,41,57,30,89,80,94,85,10,$55K  54500,Anaheim Dirty Halos,6878,0.2264298484848484,0.28288023809523805,0.25097333333333327,524.028,999.5836855173111,0.9659352126882411,44.87447528659525,45.194469914416025,-45.98645506155026,-4.043125946964244,3.2012097499981333,6.686444073166278,0.006500701740789591,0.5338535714285713,0.0,17.4676,5.141891386405922,-2.0897385659859955
Oswaldo Olmedo,RL,LAA,C,100,22,79,71,15,22,16,13,39,31,5,1,13,42,36,44,$8K  7650,Anaheim Dirty Halos,6878,0.2133999999999999,0.27387999999999973,0.3199733333333333,457.8733333333333,716.516340970993,0.12155343109828104,67.12437431302989,52.03325812932947,-29.42555967507478,-4.097410574016424,-1.598048802474717,-8.010024586801537,-4.636812557860596,0.593853333333333,-3.3521555825399525,15.262444444444442,3.685783646970129,-2.6141754348895963
Patrick Hammel,AAA,LAA,2B,100,29,80,93,29,24,53,38,32,62,70,76,64,54,57,20,$55K  54500,Anaheim Dirty Halos,6878,0.24207477777777783,0.2734066666666667,0.3227866666666666,472.00809523809517,896.3219856023788,0.9615126363619307,74.558111753553,67.72261365257144,-25.73251115378823,-0.5728050480958187,0.3454508385143374,0.6637268934464166,-0.020568534663018407,0.5961933333333334,0.0,15.733603174603171,1.536903267493791,-0.8437191936923554
Patsy Hague,ML,LAA,C,100,30,80,83,56,71,77,59,72,39,36,14,21,61,61,66,$360K  360000,Anaheim Dirty Halos,6878,0.2725683333333334,0.3418888333333336,0.4480721666666668,494.86,932.3587037324905,0.9607509223726909,112.6026977572818,103.33523252897994,2.503625068898208,-4.039850523290524,-0.11801666515222194,-4.649593379408829,-2.714218231082096,0.7899610000000004,1.951892506290208,16.495333333333335,4.796083866936679,1.7192199235593266
Red Garland,ML,LAA,1B,100,27,28,78,89,72,81,80,81,68,46,45,63,76,83,78,$378K  378000,Anaheim Dirty Halos,6878,0.2891614166666665,0.3786573333333333,0.4379883333333334,371.745,669.4450762271881,0.9895572531040973,118.64836620042641,105.80282232108355,16.829865775732593,-5.266423270954532,0.7648978127215106,3.3795359775461566,0.7272850511179968,0.8166456666666667,0.0,12.3915,-5.739412519094548,2.1765608981713633
Robin Blankenship,AA,LAA,2B,100,24,90,66,27,20,25,20,47,51,88,62,43,41,45,3,$38K  37500,Anaheim Dirty Halos,6878,0.21860999999999997,0.31785800000000014,0.322725,514.877,895.0125079154968,0.9116117286673976,69.98809369571724,75.1704428965112,-22.307067111614483,3.137720165116372,-0.4151783176810303,-0.3550256605053045,-0.02816732667148749,0.6405830000000001,0.0,17.162566666666667,1.5346579353832248,-0.08336802525390558
Rondell Rowand,LoA,LAA,SS,100,22,77,49,34,23,28,24,34,56,44,53,46,61,46,2,$27K  26250,Anaheim Dirty Halos,6878,0.22960333333333338,0.2731,0.3166999999999999,496.8273333333334,782.958579659462,0.9303109453085017,69.0414429993702,50.75767024914337,-23.7175912437704,-3.862056465624376,-1.2495510161677612,-0.19302120417293292,-0.028167326671487834,0.5897999999999999,0.0,16.560911111111114,4.027564710182418,-0.7240928921533245
