Player,Lvl,Frn,Pos,%,Age,Durability,Health,Stamina,Control,vLH,vRH,Velocity,Groundball,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,$,team,teamid,xIP,xOBP,xSLG,xWHIP,xSO/BB,xFIP,xWARd,xWARs,xOPS
Chief Riggs,AA,ALB,P,100,24,5,92,50,67,42,41,38,35,65,55,41,0,0,$38K  37500,Albuquerque Gladiators,2815,90.82783333333336,0.37198400000000037,0.47607833333333305,1.6555552380952372,1.831534999999999,5.174557562550223,-0.07701655608078603,-0.6820696504861185,0.8480623333333335
Chris Paige,ML,ALB,P,100,30,86,90,17,82,74,80,76,65,81,55,0,0,0,$360K  360000,Albuquerque Gladiators,2815,57.401999999999944,0.30195366666666634,0.3494449999999994,1.1995200000000004,2.183,3.8406524729582983,0.12032560712829446,1.316300095660125,0.6513986666666658
Daryle Burns,HiA,ALB,P,100,24,23,51,69,62,45,34,33,66,61,46,28,38,20,$27K  26250,Albuquerque Gladiators,2815,106.83266666666681,0.38075714285714307,0.5258900000000001,1.7755011904761897,1.487900000000001,5.611552199570867,-0.41359473539105474,-1.2367852269969677,0.9066471428571432
Dean Hundley,LoA,ALB,P,100,21,57,77,20,55,33,33,79,43,55,56,34,0,0,$27K  26250,Albuquerque Gladiators,2815,59.1278,0.37475166666666687,0.5445299999999996,1.8239357142857135,1.9770166666666658,5.279355926263303,0.09975483057319735,-1.1317359746931017,0.9192816666666666
Deven Carson,RL,ALB,P,100,22,76,0,38,21,21,21,66,35,55,48,0,0,0,$8K  7650,Albuquerque Gladiators,2815,125.63493333333348,0.4329500000000001,0.5982400000000001,2.184100000000003,0.958323333333333,6.854233154867069,-0.15347814743290805,-3.008148310493685,1.0311900000000003
Dick Morandini,AA,ALB,P,100,26,64,48,17,37,65,56,71,81,69,56,0,0,0,$38K  37500,Albuquerque Gladiators,2815,66.38,0.38469299999999995,0.4514519999999999,1.7545007936507935,1.3126833333333334,6.071896002664661,-0.7925778960622847,-0.46267056510439697,0.8361449999999999
Dock Craig,LoA,ALB,P,100,23,60,78,32,38,39,43,30,49,66,49,34,0,0,$27K  26250,Albuquerque Gladiators,2815,83.15199999999999,0.40342545454545425,0.5056324999999999,1.942400000000001,1.1123000000000003,6.142622578968688,-0.6947610896682715,-1.4026752238826377,0.9090579545454542
Einar Gonzalez,ML,ALB,P,100,33,26,90,79,82,77,73,28,80,76,77,57,63,66,$6.5M  6500000,Albuquerque Gladiators,2815,209.86849999999998,0.31889333333333386,0.39190299999999917,1.3398999999999979,1.8601000000000028,4.140104467423207,1.4741484346504514,3.1439708004980895,0.710796333333333
Elian Estrada,AA,ALB,P,100,26,33,76,83,73,61,42,36,73,74,52,35,0,0,$38K  37500,Albuquerque Gladiators,2815,130.52796666666677,0.35095466666666675,0.4846478333333334,1.5929599999999993,1.891641666666666,5.069025446448946,0.18397874719655824,-1.393499549323115,0.8356025000000001
Ellie McConnell,RL,ALB,P,100,22,30,75,64,40,35,27,23,34,54,52,38,35,17,$8K  7650,Albuquerque Gladiators,2815,111.77795238095251,0.39143250000000024,0.5393650000000002,1.9420000000000013,1.224563636363636,6.141920822899202,-0.7258305426773686,-2.5256523219576765,0.9307975000000004
Eugenio Bazardo,AA,ALB,P,100,24,48,81,18,41,44,54,29,67,82,65,43,0,0,$38K  37500,Albuquerque Gladiators,2815,57.18166666666667,0.39026999999999995,0.4639236666666669,1.81138,1.0297,5.731455390845781,-0.4819527628425504,-1.055034820399338,0.8541936666666669
Fernando Gabriel,AA,ALB,P,100,23,33,100,76,37,46,62,84,87,78,64,65,54,0,$38K  37500,Albuquerque Gladiators,2815,122.51676904761916,0.37586250000000015,0.43640916666666646,1.6922999999999997,1.2841666666666667,5.357555640794667,-0.6246851171873705,-0.8792343707476777,0.8122716666666666
Gary Huff,LoA,ALB,P,100,25,72,81,22,61,30,34,84,67,66,68,0,0,0,$27K  26250,Albuquerque Gladiators,2815,60.26499999999997,0.37739999999999996,0.5555166666666662,1.7879166666666668,2.1283133333333324,4.985629575616936,-0.362428161580606,-1.2200147509069565,0.9329166666666662
Gavin Hayes,HiA,ALB,P,100,23,30,79,65,27,44,55,78,35,76,53,43,31,27,$27K  26250,Albuquerque Gladiators,2815,108.80116666666682,0.41836000000000007,0.49658333333333343,2.0188,0.9103999999999993,6.711016240799161,-1.3565655238504692,-1.0104423921718824,0.9149433333333334
Gerry Putz,HiA,ALB,P,100,25,47,83,50,72,27,32,41,31,72,57,41,0,0,$27K  26250,Albuquerque Gladiators,2815,75.95046666666669,0.37512750000000006,0.5344809999999998,1.7858999999999983,2.1121000000000003,5.404444805494397,-0.21587864895392453,-1.4347450730274063,0.9096084999999998
Hansel Romano,RL,ALB,P,100,22,26,70,62,34,20,26,73,31,58,53,42,36,0,$8K  7650,Albuquerque Gladiators,2815,118.75916666666679,0.41379999999999995,0.58006,2.0768000000000013,0.9285499999999999,6.432059674120854,-0.9719747749085443,-3.79127442832832,0.99386
Hector Surhoff,LoA,ALB,P,100,24,23,67,70,44,39,44,66,19,76,58,37,37,30,$27K  26250,Albuquerque Gladiators,2815,102.52933333333341,0.37471499999999996,0.491109642857143,1.8553233333333352,1.448900000000001,5.6506903422864765,-0.1926284121491477,-1.8477585677399504,0.865824642857143
Howie Donatello,HiA,ALB,P,100,24,32,35,62,62,27,33,29,32,64,45,30,26,0,$27K  26250,Albuquerque Gladiators,2815,109.15266666666678,0.3861416666666666,0.5496866666666665,1.8818949999999988,1.5676400000000001,5.776585398031982,-0.36898985916179966,-2.6738712074335194,0.9358283333333332
Hughie Neill,RL,ALB,P,100,21,33,86,60,55,26,28,46,48,60,52,27,20,23,$8K  7650,Albuquerque Gladiators,2815,101.60033333333342,0.39084500000000005,0.5565833333333332,1.9679916666666657,1.753926666666667,5.581511384132012,0.08893017516226048,-2.2829719170070906,0.9474283333333333
Humberto Nuno,AAA,ALB,P,100,26,79,89,49,82,57,59,25,47,79,54,0,0,0,$64K  64000,Albuquerque Gladiators,2815,77.07045714285714,0.3424000000000001,0.4612525000000002,1.4770975,2.12319,4.672052266482545,-0.013605412236319458,-0.023402460962962026,0.8036525000000003
Jaret Small,RL,ALB,P,100,22,32,57,90,12,32,34,79,33,50,52,32,0,0,$8K  7650,Albuquerque Gladiators,2815,119.2162142857144,0.42856,0.5554800000000001,2.1791000000000023,0.9671999999999996,6.982791168523395,-1.261868630556699,-2.9555920720791824,0.98404
Jarred Fontanez,ML,ALB,P,100,28,11,88,81,89,93,67,93,77,76,73,42,82,0,$0  0,Albuquerque Gladiators,2815,113.24183333333345,0.33900000000000036,0.41081208333333286,1.442383333333332,2.2871571428571396,4.159149637252247,0.949244762269217,1.9283142679382033,0.7498120833333333
Jerad Wells,LoA,ALB,P,100,23,35,73,31,50,37,50,79,45,64,50,42,28,0,$27K  26250,Albuquerque Gladiators,2815,72.61283333333333,0.3736657142857143,0.47025249999999985,1.8256400000000008,1.6997250000000002,5.468289792309238,-0.4656048124433411,-0.441260207918754,0.8439182142857142
Jeremie Grace,HiA,ALB,P,100,25,62,70,40,40,56,43,84,79,83,60,0,0,0,$27K  26250,Albuquerque Gladiators,2815,84.04863333333334,0.39247400000000016,0.48525699999999994,1.895542857142858,1.273875,5.755230537780384,-0.3416847583913898,-1.3007795785411667,0.877731
Jeremy Belnome,AA,ALB,P,100,23,73,94,33,54,42,49,35,47,75,60,59,0,0,$38K  37500,Albuquerque Gladiators,2815,78.22308333333335,0.35138833333333347,0.48886733333333326,1.551625,1.7763295238095234,4.966773864355837,-0.11367832240210227,-0.38073216286696465,0.8402556666666667
Jonathan O'Halloran,LoA,ALB,P,100,20,52,72,34,59,46,57,22,60,66,58,20,0,0,$27K  26250,Albuquerque Gladiators,2815,87.88316666666668,0.354055,0.4808399999999999,1.560599999999999,1.5256261904761907,4.956419130273881,-0.37734158279558244,-0.8793263321958597,0.8348949999999999
Jose Ramirez,HiA,ALB,P,100,23,28,95,74,44,43,42,35,55,65,54,44,33,27,$27K  26250,Albuquerque Gladiators,2815,94.0325,0.3845120000000001,0.4882000000000002,1.8481066666666666,1.2735000000000005,5.802924321866323,-0.2679787621148198,-1.3487087683176078,0.8727120000000003
Julio Fernandez,ML,ALB,P,100,35,29,70,73,88,75,80,78,58,75,68,55,59,0,$6.8M  6750000,Albuquerque Gladiators,2815,210.72650000000024,0.30292833333333374,0.38493350000000026,1.2257749999999998,2.8136200000000016,3.587879423734887,2.3512184573435193,4.770507687654754,0.687861833333334
Kane Williams Jr.,ML,ALB,P,100,29,60,99,32,87,76,93,85,59,77,67,57,0,0,$0  0,Albuquerque Gladiators,2815,102.20133333333334,0.30113714285714266,0.39448833333333383,1.2095499999999992,2.562200000000003,4.262089748168571,0.14826029820661965,1.0221653516532214,0.6956254761904765
Kip Taylor,RL,ALB,P,100,23,29,86,89,43,24,24,29,52,59,56,38,38,24,$8K  7650,Albuquerque Gladiators,2815,121.00500000000007,0.38323583333333316,0.5688900000000003,1.9597000000000007,1.2525750000000004,6.02806740698573,-0.3723043813819207,-3.9323548742565873,0.9521258333333336
Lou Hollins,HiA,ALB,P,100,22,30,82,88,48,52,44,30,60,64,58,53,43,24,$27K  26250,Albuquerque Gladiators,2815,117.83116666666679,0.36737000000000014,0.5004400000000001,1.6325283333333331,1.5624833333333337,5.535141426332303,-0.2840223137439347,-1.7056232685627777,0.8678100000000002
Matty Brenly,RL,ALB,P,100,22,27,80,73,48,17,23,40,62,55,57,38,31,0,$8K  7650,Albuquerque Gladiators,2815,104.38228571428577,0.3769783333333333,0.5786300000000001,1.9181000000000006,1.7055833333333323,5.956158554933398,-0.2687119227773953,-4.5514873956825115,0.9556083333333334
Michael Tropeano,ML,ALB,P,100,36,28,94,80,87,94,76,71,76,74,67,62,70,0,$13.3M  13250000,Albuquerque Gladiators,2815,223.00699999999995,0.3080749999999996,0.40578699999999956,1.26105,2.9144283333333334,3.936767416790812,2.060954466713565,3.714174690194729,0.7138619999999991
Michael Wall,ML,ALB,P,100,31,25,64,89,90,63,72,36,36,87,70,60,50,0,$0  0,Albuquerque Gladiators,2815,195.08333333333346,0.3174209206349208,0.40715150000000017,1.29405,2.2351616666666656,4.252434526661882,1.1245078663039505,2.6854837978262083,0.7245724206349209
Mike Twitchell,AA,ALB,P,100,23,77,94,35,52,43,49,84,88,77,58,0,0,0,$38K  37500,Albuquerque Gladiators,2815,82.49311666666668,0.3664300000000001,0.48266999999999977,1.7086666666666661,1.6211750000000003,4.825141281439801,-0.14890973114384606,-0.4361684631760655,0.8490999999999999
Orlando Rojas,HiA,ALB,P,100,21,29,83,64,70,25,32,30,65,68,53,34,0,0,$27K  26250,Albuquerque Gladiators,2815,114.93375000000009,0.37843416666666685,0.53734,1.863799999999999,2.040475000000001,5.40002491814766,0.12120379993380366,-2.9721116439124433,0.9157741666666669
Oscar Key,LoA,ALB,P,100,20,50,96,32,34,32,30,51,11,61,62,35,0,0,$27K  26250,Albuquerque Gladiators,2815,95.22658333333335,0.4165143333333334,0.5479599999999999,2.0726833333333348,0.9255333333333334,6.41319221617893,-0.4453585208018334,-1.7384892866680248,0.9644743333333332
Pat Tatum,ML,ALB,P,100,39,57,72,24,88,74,76,21,57,80,68,0,0,0,$4.2M  4200000,Albuquerque Gladiators,2815,60.99466666666665,0.3041770476190475,0.3767386666666668,1.2326916666666665,2.458902857142857,4.213075120891791,0.1166649496754069,0.7587595044852101,0.6809157142857143
Rick West,RL,ALB,P,100,23,61,75,21,59,26,20,36,38,53,50,21,0,0,$8K  7650,Albuquerque Gladiators,2815,62.74383333333331,0.3894400000000002,0.5786799999999999,1.9916499999999986,1.9529916666666671,5.557536359134907,-0.029988297649415397,-2.118734733995783,0.9681200000000001
Roosevelt Brewington,HiA,ALB,P,100,25,59,94,44,51,17,22,27,41,59,51,37,0,0,$27K  26250,Albuquerque Gladiators,2815,105.6430000000001,0.38184000000000007,0.5662200000000001,1.9084500000000009,1.6828166666666673,5.669260052957148,-0.7968122590020983,-2.5358526740581606,0.9480600000000001
Russ Finley,RL,ALB,P,100,21,60,83,18,32,37,27,40,87,67,56,36,0,0,$8K  7650,Albuquerque Gladiators,2815,63.26,0.4330800000000001,0.5444599999999997,2.106400000000001,0.9394499999999997,6.779415734638224,-0.6831593125788635,-1.7646485213676957,0.9775399999999999
Scott Hanigan,ML,ALB,P,100,26,31,92,73,93,77,78,27,80,82,72,56,54,42,$360K  360000,Albuquerque Gladiators,2815,208.05800000000033,0.315778095238095,0.41127999999999987,1.3434600000000005,1.7650333333333352,4.531478704082558,0.9163320541984662,2.418152573128056,0.727058095238095
Shouhei Hujimoto,ML,ALB,P,100,27,55,97,26,88,73,84,86,80,89,74,53,0,0,$0  0,Albuquerque Gladiators,2815,75.36217582417584,0.2685621428571431,0.33952988095238046,1.0753999999999988,5.567200000000005,2.704708984773946,0.9546095234252944,1.6885350670544952,0.6080920238095235
Spike Glavine,RL,ALB,P,100,23,53,90,12,64,30,28,86,66,67,36,0,0,0,$8K  7650,Albuquerque Gladiators,2815,56.8895,0.38068166666666675,0.5789599999999997,1.8597666666666661,2.6602449999999997,5.55261275822911,-0.29014457428301316,-1.4653418591321183,0.9596416666666665
Sven Alexander,LoA,ALB,P,100,24,32,31,61,37,20,25,75,38,54,52,28,25,11,$27K  26250,Albuquerque Gladiators,2815,97.97533333333344,0.3976599999999999,0.5964200000000002,2.0014433333333344,1.3411666666666664,6.267633804650735,-0.7815460502925383,-3.6638235004511532,0.9940800000000001
Ted Blash,RL,ALB,P,100,22,88,34,39,36,21,26,41,31,50,42,32,0,0,$8K  7650,Albuquerque Gladiators,2815,112.97633333333346,0.42952500000000016,0.6140700000000002,2.133400000000002,1.0595999999999999,6.576441998218121,-0.6315858129287458,-2.6847115093479554,1.0435950000000003
Tex Burke,RL,ALB,P,100,23,24,68,66,56,26,32,73,41,47,44,29,28,1,$8K  7650,Albuquerque Gladiators,2815,112.57176666666678,0.40451800000000004,0.5617633333333333,1.9540166666666652,1.7962083333333347,5.960184659240538,-0.15318102371334447,-3.1405510685872544,0.9662813333333333
Tom Welsh,RL,ALB,P,100,21,72,91,10,66,29,25,18,45,66,50,35,0,0,$8K  7650,Albuquerque Gladiators,2815,61.87733333333333,0.37085666666666667,0.5749300000000002,1.9224999999999985,1.7257,5.577161924305319,-0.7176387158409819,-2.1278246029246612,0.9457866666666668
Valerio Polanco,LoA,ALB,P,100,20,27,84,60,61,35,43,36,27,62,54,31,29,0,$27K  26250,Albuquerque Gladiators,2815,110.42316666666675,0.3686866666666665,0.47807833333333327,1.7092266666666662,1.7075999999999996,5.275743951352227,-0.05395452754676891,-1.1112229966947695,0.8467649999999998
Vasco Martin,AAA,ALB,P,100,21,15,99,74,48,68,84,41,66,76,61,40,0,0,$55K  54500,Albuquerque Gladiators,2815,115.56340000000007,0.3312081818181817,0.4234245833333334,1.4177000000000002,1.5219545454545453,4.844274320717693,0.37787784211279657,0.5842692468628764,0.754632765151515
Vinny Shin,RL,ALB,P,100,22,22,66,76,30,42,32,42,31,68,42,40,12,0,$8K  7650,Albuquerque Gladiators,2815,112.94416666666672,0.4323700000000001,0.57061,2.140100000000002,0.8292166666666664,6.678178069000464,-1.312003057512311,-2.3838076333987686,1.00298
Walt Salazar,AAA,ALB,P,100,23,42,51,34,69,57,71,84,32,80,57,38,0,0,$55K  54500,Albuquerque Gladiators,2815,72.87933888888891,0.33722975252525267,0.4400443333333333,1.4855266666666664,2.142750000000001,4.764736360611984,0.041390607074038153,0.12120293111266908,0.777274085858586
Wil Orie,AAA,ALB,P,100,24,51,49,27,90,60,64,27,57,83,79,35,0,0,$59K  59000,Albuquerque Gladiators,2815,60.77716666666664,0.32650250000000014,0.40444364285714296,1.350910952380952,2.159090833333333,4.2321301935388895,0.16442286674976447,1.2298338883341682,0.7309461428571431
Willie Valentin,ML,ALB,P,100,30,62,92,20,87,72,85,34,58,85,73,58,0,0,$3.8M  3800000,Albuquerque Gladiators,2815,50.42533333333333,0.3517600000000008,0.46582833333333296,1.502066666666668,2.429580000000004,4.410529337748631,-0.130682016055012,0.6054990571964708,0.8175883333333338
Ahmed Myers,RL,LAA,P,100,24,26,54,69,17,18,25,38,65,64,37,24,23,25,$8K  7650,Anaheim Angels with attitude,2799,101.2701111111112,0.42682,0.6124908333333334,2.1697000000000024,0.8361999999999994,7.056859821188834,-1.5000023065376253,-4.479736823246643,1.0393108333333334
Allie Porter,RL,LAA,P,100,21,29,76,69,38,24,20,80,36,56,47,28,0,0,$8K  7650,Anaheim Angels with attitude,2799,122.54000000000015,0.39636750000000015,0.5791100000000002,1.9865083333333358,1.2810249999999999,6.220764069743759,-0.5447100368901946,-3.9769033307005937,0.9754775000000004
Anthony Sipp,AA,LAA,P,100,24,97,82,41,61,29,30,70,58,61,45,0,0,0,$38K  37500,Anaheim Angels with attitude,2799,111.3014500000001,0.3762410000000001,0.5610799999999996,1.8812299999999988,2.1188893939393942,5.625659845543444,-1.1692687559081225,-2.027910885541682,0.9373209999999996
Aramis Sardinha,HiA,LAA,P,100,21,31,68,67,36,28,19,32,28,51,42,33,33,13,$27K  26250,Anaheim Angels with attitude,2799,116.33550000000012,0.4125966666666666,0.5999900000000002,2.0941000000000023,1.0113999999999996,6.559517678493535,-1.004520557270718,-4.50706301706063,1.012586666666667
Art Ballou,RL,LAA,P,100,22,86,86,22,31,23,18,70,45,66,46,0,0,0,$8K  7650,Anaheim Angels with attitude,2799,62.04613333333331,0.42788,0.5881399999999999,2.137500000000001,0.9428249999999995,6.832178088865777,-0.6163243413025614,-2.471528509457563,1.01602
Aurelio Oliva,AAA,LAA,P,100,31,70,84,26,81,64,61,91,57,76,81,0,0,0,$74K  74000,Anaheim Angels with attitude,2799,64.93504999999999,0.32643567460317446,0.40571833333333324,1.3737073809523803,2.326600000000001,4.02207544127753,0.11611101797995921,0.46098044040171693,0.7321540079365076
Benji O'Connor,AA,LAA,P,100,23,75,99,47,67,51,48,81,33,84,75,0,0,0,$38K  37500,Anaheim Angels with attitude,2799,80.52023809523807,0.34284949999999986,0.4539689523809523,1.4975233333333335,2.100766666666667,4.808419632237518,-0.2366331359539076,-0.06808498468757426,0.7968184523809522
Bernard Dempster,LoA,LAA,P,100,23,55,74,36,55,29,27,69,66,52,44,30,0,0,$27K  26250,Anaheim Angels with attitude,2799,124.03650000000016,0.39665433333333333,0.5732099999999999,1.997233333333332,2.1521,5.3377786137670675,0.2089745290396417,-1.5984690734812252,0.9698643333333332
Bob Glass,LoA,LAA,P,100,22,25,60,85,40,18,25,42,62,58,44,34,0,0,$27K  26250,Anaheim Angels with attitude,2799,125.9400000000001,0.39068250000000004,0.5797600000000004,1.9776400000000012,1.1843999999999997,6.214144882440166,-0.6704316529443948,-4.8639604830466325,0.9704425000000004
Brian Burawa,RL,LAA,P,100,22,27,93,76,39,22,18,77,55,67,42,29,31,37,$8K  7650,Anaheim Angels with attitude,2799,108.94193333333338,0.39015000000000005,0.6073800000000003,1.9068500000000017,1.3412166666666665,6.038510771858334,-0.49121001788950447,-4.190762188710414,0.9975300000000002
Carmine Kottaras,LoA,LAA,P,100,24,99,88,30,67,29,24,82,76,78,65,0,0,0,$27K  26250,Anaheim Angels with attitude,2799,59.11096666666667,0.3775800000000002,0.5750533333333331,1.8645266666666656,2.0601833333333337,5.081063805886879,-0.10909283761262528,-1.3048276983126776,0.9526333333333332
Damaso Pizzaro,AA,LAA,P,100,22,26,77,70,51,19,24,78,79,72,50,40,50,10,$38K  37500,Anaheim Angels with attitude,2799,102.4211666666667,0.3657916666666665,0.5652900000000002,1.9111999999999998,1.6943666666666664,5.800448279133934,-0.16383179687122676,-4.173139708264545,0.9310816666666667
Dan Cyr,AA,LAA,P,100,20,28,95,47,57,60,49,27,80,73,70,47,50,28,$38K  37500,Anaheim Angels with attitude,2799,77.44869285714286,0.3443488333333334,0.4721790000000001,1.626191666666667,1.5045333333333326,4.8091832630867,-0.05760603226831999,0.0558462954987542,0.8165278333333335
Darren Smoltz,LoA,LAA,P,100,24,23,61,70,36,26,24,36,31,55,43,38,34,0,$27K  26250,Anaheim Angels with attitude,2799,106.16200000000013,0.4178500000000001,0.5978100000000002,2.084050000000002,1.1158999999999994,6.370979786051358,-0.803290953399145,-4.450325722365139,1.0156600000000002
Del Toca,LoA,LAA,P,100,22,21,48,67,18,61,68,56,82,62,47,38,33,0,$27K  26250,Anaheim Angels with attitude,2799,115.93760476190484,0.3681366666666667,0.4728533333333334,1.6844000000000003,1.013497619047619,5.808866332746726,-1.2284553213476668,-0.9547818682761057,0.8409900000000001
Derrek Baptist,RL,LAA,P,100,21,33,90,73,14,20,21,42,35,44,41,31,21,0,$8K  7650,Anaheim Angels with attitude,2799,108.0928571428572,0.4340900000000002,0.6082550000000002,2.1880000000000024,0.8325499999999996,7.239582737354141,-1.5934321681347914,-5.587190909533661,1.0423450000000005
Dickie Axelrod,AA,LAA,P,100,23,32,79,81,47,27,40,73,33,70,57,41,0,0,$38K  37500,Anaheim Angels with attitude,2799,120.03675000000008,0.37873877777777787,0.5102099999999998,1.900773333333334,1.6754,5.648972113449136,-0.1377392585932782,-3.379529003437173,0.8889487777777777
Dixie Hunter,LoA,LAA,P,100,23,27,93,73,55,34,28,86,74,73,44,36,39,0,$27K  26250,Anaheim Angels with attitude,2799,113.6463333333334,0.3933590000000002,0.5563249999999997,1.8636166666666651,1.888975,5.736283023422906,-0.3199046712949368,-2.4402114537079536,0.949684
Don Richard,HiA,LAA,P,100,25,27,75,84,43,16,21,73,37,72,47,33,31,26,$27K  26250,Anaheim Angels with attitude,2799,121.03853333333342,0.3801533333333333,0.5749533333333335,1.9292950000000006,1.3819200000000007,5.862591831815828,-0.323634700715964,-4.153818023251018,0.9551066666666668
Edgmer Torres,AA,LAA,P,100,27,71,48,19,68,16,19,87,27,66,42,0,0,0,$38K  37500,Anaheim Angels with attitude,2799,60.51449999999999,0.39824,0.6144400000000001,1.9375999999999982,2.664253333333331,5.879584484325123,-0.4501323132654107,-2.1682933090793757,1.01268
Eduardo Almonte,ML,LAA,P,100,30,51,79,20,92,85,69,39,69,68,76,31,0,0,$3.0M  3000000,Anaheim Angels with attitude,2799,54.25043333333333,0.31157633333333334,0.3820448333333333,1.3070983333333328,2.6536533333333336,4.243246194337417,0.16965756576174482,0.7098963643306792,0.6936211666666666
Erasmo Lopez,LoA,LAA,P,100,20,24,86,72,33,20,28,82,75,64,53,27,24,0,$27K  26250,Anaheim Angels with attitude,2799,108.99083333333346,0.42572499999999996,0.5509400000000002,2.074266666666668,1.0185799999999994,6.504328554656012,-1.1868594010824705,-3.512327731705541,0.9766650000000001
Eury Andujar,AAA,LAA,P,100,25,36,92,47,76,47,53,83,69,70,64,36,0,0,$57K  57000,Anaheim Angels with attitude,2799,71.59266666666664,0.3577256428571426,0.47643100000000016,1.6068734126984128,2.0766785714285723,4.972093129456511,-0.30856243619322726,-0.12416182160687982,0.8341566428571427
Francisco Butera,AAA,LAA,P,100,23,27,88,68,54,74,54,90,82,88,75,38,0,0,$55K  54500,Anaheim Angels with attitude,2799,110.09985000000007,0.3549374999999999,0.42981750000000013,1.5487666666666666,1.6999333333333322,4.819495063151187,0.2088110800338273,0.1759736599395124,0.7847550000000001
Francisco Santiago,AAA,LAA,P,100,21,74,71,26,84,46,64,45,63,90,61,0,0,0,$55K  54500,Anaheim Angels with attitude,2799,63.89966666666666,0.3246816666666665,0.42349500000000007,1.3720583333333334,2.4596749999999994,4.811826987051617,0.12248637356968924,0.8937784510913493,0.7481766666666665
Fred Borowski,HiA,LAA,P,100,25,31,81,66,37,25,27,42,70,63,56,41,37,0,$38K  37500,Anaheim Angels with attitude,2799,107.21400000000011,0.39443333333333347,0.5508400000000002,1.962950000000002,1.0205,6.033192125080722,-0.6342705459117247,-3.3308044192691226,0.9452733333333336
Gary Gray,RL,LAA,P,100,20,74,52,27,61,28,31,73,47,56,49,0,0,0,$8K  7650,Anaheim Angels with attitude,2799,71.90889999999999,0.37828833333333345,0.5601366666666663,1.9697802380952358,2.16955,5.569517137674277,-0.44838107995678,-1.9000392921642766,0.9384249999999997
Gerald Donald,ML,LAA,P,100,27,65,84,35,86,60,66,95,90,90,67,0,0,0,$343K  343000,Anaheim Angels with attitude,2799,79.11821626984126,0.3248696969696969,0.39476533333333336,1.383814285714286,2.4223986111111104,4.065994736961552,0.47797337730646516,0.7794346257852225,0.7196350303030303
